,Pattern,CPR,Encoding,Pattern Complexity,Accuracy,F1Score,Examples,Precision,TH,Recall,Concept,NumExp
2321,Double,117.10000000000001,Agent,10,51.0,18.6,[1005 1054  894  992 1042],54.9,0.5,11.2,Key Door,5
2322,Double,184.76,Agent,10,62.6,60.96,[1324 1178 1270 1340 1134],63.76,0.2,58.4,Other Door,5
2323,Double,110.88999999999999,Agent,10,49.4,21.18,[1324 1178 1270 1340 1134],47.89,0.5,13.6,Other Door,5
2324,Double,95.78,Agent,10,40.0,26.47,[ 841 1095  340  832  826],34.18,0.2,21.6,Key,5
2325,Double,75.0,Agent,10,48.8,2.29,[ 841 1095  340  832  826],25.0,0.5,1.2,Key,5
2326,Double,235.16000000000003,Agent,10,79.2,77.39,[1340  584  579 1022  754],84.76,0.2,71.2,Orb,5
2327,Double,181.56,Agent,10,62.2,41.12,[1340  584  579 1022  754],92.96,0.5,26.4,Orb,5
2328,Triplet,216.31,Agent,10,73.4,66.16,[545 434 541 493 396],90.91,0.2,52.0,Level Door,5
2329,Triplet,187.81,Agent,10,63.8,44.65,[545 434 541 493 396],94.81,0.5,29.2,Level Door,5
2330,Triplet,175.4,Agent,10,62.6,50.4,[694 803 660 661 712],74.8,0.2,38.0,Green Door,5
2331,Triplet,171.01000000000002,Agent,10,61.0,42.14,[694 803 660 661 712],81.61,0.5,28.4,Green Door,5
2332,Triplet,154.8,Agent,10,56.4,27.33,[1071 1076  989 1090  975],82.0,0.2,16.4,Key Door,5
2333,Triplet,151.53,Agent,10,52.6,10.57,[1071 1076  989 1090  975],93.33,0.5,5.6,Key Door,5
2334,Triplet,161.75,Agent,10,58.8,36.81,[1270 1118 1213 1325 1108],78.95,0.2,24.0,Other Door,5
2335,Triplet,167.39999999999998,Agent,10,57.2,26.21,[1270 1118 1213 1325 1108],95.0,0.5,15.2,Other Door,5
2336,Triplet,152.37,Agent,10,57.2,38.51,[293 269 328 839 275],68.37,0.2,26.8,Key,5
2337,Triplet,153.81,Agent,10,56.0,25.68,[293 269 328 839 275],82.61,0.5,15.2,Key,5
2338,Triplet,204.88,Agent,10,70.0,60.11,[ 164  560 1334  582  190],89.68,0.2,45.2,Orb,5
2339,Triplet,176.54,Agent,10,60.2,35.18,[ 164  560 1334  582  190],94.74,0.5,21.6,Orb,5
2340,Single,236.28,Agent,10,72.8,78.34,[569 458 461 553 582],65.08,0.2,98.4,Level Door,5
2341,Single,214.86,Agent,10,73.2,66.83,[569 458 461 553 582],87.66,0.5,54.0,Level Door,5
2342,Single,199.02,Agent,10,58.8,67.2,[777 826 826 828 794],55.82,0.2,84.4,Green Door,5
2343,Single,142.32,Agent,10,52.8,42.72,[777 826 826 828 794],54.32,0.5,35.2,Green Door,5
2344,Single,196.2,Agent,10,57.6,66.35,[1091  940  913  904 1026],55.0,0.2,83.6,Key Door,5
2345,Single,145.74,Agent,10,55.4,39.24,[1091  940  913  904 1026],61.54,0.5,28.8,Key Door,5
2346,Single,192.54000000000002,Agent,10,60.2,65.15,[1333 1153 1329 1124 1216],57.94,0.2,74.4,Other Door,5
2347,Single,186.70999999999998,Agent,10,65.0,50.7,[1333 1153 1329 1124 1216],85.71,0.5,36.0,Other Door,5
2348,Single,173.61,Agent,10,47.8,59.66,[277 203 841 201 242],48.61,0.2,77.2,Key,5
2349,Single,100.53999999999999,Agent,10,44.4,24.46,[277 203 841 201 242],38.14,0.5,18.0,Key,5
2350,Single,212.89,Agent,10,60.2,70.86,[ 751 1048  579 1015  192],55.89,0.2,96.8,Orb,5
2351,Single,202.67000000000002,Agent,10,69.8,61.96,[ 751 1048  579 1015  192],83.67,0.5,49.2,Orb,5
2352,Double,149.99,Agent,10,55.6,43.94,[374 430 407 544 360],59.59,0.2,34.8,Level Door,5
2353,Double,155.99,Agent,10,57.6,34.16,[374 430 407 544 360],76.39,0.5,22.0,Level Door,5
2354,Double,200.38,Agent,10,67.8,66.11,[649 657 691 735 751],69.78,0.2,62.8,Green Door,5
2355,Double,186.32,Agent,10,65.4,55.98,[649 657 691 735 751],76.92,0.5,44.0,Green Door,5
2356,Double,134.77,Agent,10,52.6,36.12,[1099 1042  964  910  981],55.37,0.2,26.8,Key Door,5
2357,Double,136.39,Agent,10,53.4,19.38,[1099 1042  964  910  981],71.79,0.5,11.2,Key Door,5
2358,Double,188.70000000000002,Agent,10,66.0,55.5,[1216 1178 1109 1261 1252],80.3,0.2,42.4,Other Door,5
2359,Double,177.76,Agent,10,60.2,34.75,[1216 1178 1109 1261 1252],96.36,0.5,21.2,Other Door,5
2360,Double,145.66,Agent,10,55.8,34.03,[ 260 1090  832  830 1055],67.06,0.2,22.8,Key,5
2361,Double,124.03,Agent,10,50.6,3.89,[ 260 1090  832  830 1055],71.43,0.5,2.0,Key,5
2362,Double,234.63,Agent,10,78.6,77.94,[ 189  799  566 1007  571],80.43,0.2,75.6,Orb,5
2363,Double,186.82,Agent,10,65.4,53.37,[ 189  799  566 1007  571],81.82,0.5,39.6,Orb,5
2364,Triplet,135.33,Agent,10,53.0,16.96,[355 360 512 398 397],72.73,0.2,9.6,Level Door,5
2365,Triplet,139.18,Agent,10,53.0,15.16,[355 360 512 398 397],77.78,0.5,8.4,Level Door,5
2366,Triplet,189.60000000000002,Agent,10,66.2,55.41,[622 612 627 730 795],81.4,0.2,42.0,Green Door,5
2367,Triplet,180.64,Agent,10,61.4,38.34,[622 612 627 730 795],95.24,0.5,24.0,Green Door,5
2368,Triplet,92.3,Agent,10,47.6,12.08,[ 948  858 1000 1043 1049],37.5,0.2,7.2,Key Door,5
2369,Triplet,118.66999999999999,Agent,10,50.4,3.13,[ 948  858 1000 1043 1049],66.67,0.5,1.6,Key Door,5
2370,Triplet,165.82,Agent,10,59.2,35.85,[1275 1262 1111 1149 1190],83.82,0.2,22.8,Other Door,5
2371,Triplet,162.43,Agent,10,55.2,19.42,[1275 1262 1111 1149 1190],96.43,0.5,10.8,Other Door,5
2372,Triplet,157.83,Agent,10,58.0,35.19,[264 252 295 214 268],77.03,0.2,22.8,Key,5
2373,Triplet,150.23000000000002,Agent,10,55.8,26.58,[264 252 295 214 268],78.43,0.5,16.0,Key,5
2374,Triplet,195.66,Agent,10,67.8,57.96,[ 588  792 1027  572 1315],83.46,0.2,44.4,Orb,5
2375,Triplet,185.79000000000002,Agent,10,63.2,43.21,[ 588  792 1027  572 1315],94.59,0.5,28.0,Orb,5
2376,Single,216.94,Agent,10,62.2,72.08,[369 405 414 432 466],57.14,0.2,97.6,Level Door,5
2377,Single,212.65,Agent,10,72.6,66.17,[369 405 414 432 466],86.45,0.5,53.6,Level Door,5
2378,Single,200.22,Agent,10,58.2,67.5,[704 803 804 634 779],55.22,0.2,86.8,Green Door,5
2379,Single,194.43999999999997,Agent,10,66.6,63.3,[704 803 804 634 779],70.24,0.5,57.6,Green Door,5
2380,Single,159.85000000000002,Agent,10,51.6,53.99,[ 985  867 1022 1050  975],51.45,0.2,56.8,Key Door,5
2381,Single,138.5,Agent,10,54.4,30.49,[ 985  867 1022 1050  975],64.1,0.5,20.0,Key Door,5
2382,Single,181.13,Agent,10,54.8,61.7,[1332 1324 1258 1111 1193],53.53,0.2,72.8,Other Door,5
2383,Single,142.84,Agent,10,55.2,34.12,[1332 1324 1258 1111 1193],64.44,0.5,23.2,Other Door,5
2384,Single,181.93,Agent,10,61.4,60.21,[276 333 805 802 208],62.13,0.2,58.4,Key,5
2385,Single,132.04,Agent,10,53.0,19.8,[276 333 805 802 208],67.44,0.5,11.6,Key,5
2386,Single,229.95,Agent,10,71.8,76.69,[ 173 1034 1311 1331  167],65.35,0.2,92.8,Orb,5
2387,Single,212.51,Agent,10,72.2,63.9,[ 173 1034 1311 1331  167],91.11,0.5,49.2,Orb,5
2388,Double,237.08,Agent,10,79.4,78.76,[592 385 442 462 577],81.28,0.2,76.4,Level Door,5
2389,Double,185.19,Agent,10,63.8,45.97,[592 385 442 462 577],90.59,0.5,30.8,Level Door,5
2390,Double,200.70000000000002,Agent,10,68.4,65.65,[650 704 718 670 619],71.9,0.2,60.4,Green Door,5
2391,Double,178.93,Agent,10,63.2,48.02,[650 704 718 670 619],81.73,0.5,34.0,Green Door,5
2392,Double,160.76,Agent,10,55.4,52.45,[1036 1021  938  874  994],56.16,0.2,49.2,Key Door,5
2393,Double,142.51,Agent,10,52.0,9.09,[1036 1021  938  874  994],85.71,0.5,4.8,Key Door,5
2394,Double,195.07999999999998,Agent,10,67.6,61.43,[1290 1188 1180 1201 1155],75.88,0.2,51.6,Other Door,5
2395,Double,195.22000000000003,Agent,10,66.4,51.16,[1290 1188 1180 1201 1155],93.62,0.5,35.2,Other Door,5
2396,Double,151.47000000000003,Agent,10,56.0,44.44,[ 848  226  292 1090  307],60.27,0.2,35.2,Key,5
2397,Double,126.93,Agent,10,51.0,6.13,[ 848  226  292 1090  307],72.73,0.5,3.2,Key,5
2398,Double,243.32,Agent,10,81.4,80.9,[ 191 1012  797 1030 1009],83.12,0.2,78.8,Orb,5
2399,Double,196.96,Agent,10,67.2,53.41,[ 191 1012  797 1030 1009],92.16,0.5,37.6,Orb,5
2400,Triplet,225.54,Agent,10,76.4,73.18,[460 532 550 509 577],84.74,0.2,64.4,Level Door,5
2401,Triplet,162.73,Agent,10,57.2,27.7,[460 532 550 509 577],89.13,0.5,16.4,Level Door,5
2402,Triplet,186.95,Agent,10,65.2,51.67,[774 653 819 684 672],84.55,0.2,37.2,Green Door,5
2403,Triplet,186.47000000000003,Agent,10,64.0,46.11,[774 653 819 684 672],91.67,0.5,30.8,Green Door,5
2404,Triplet,136.47,Agent,10,52.4,12.5,[ 919  897  997  872 1064],77.27,0.2,6.8,Key Door,5
2405,Triplet,151.79999999999998,Agent,10,50.6,2.37,[ 919  897  997  872 1064],100.0,0.5,1.2,Key Door,5
2406,Triplet,189.14,Agent,10,64.6,47.16,[1144 1222 1158 1236 1106],92.94,0.2,31.6,Other Door,5
2407,Triplet,165.70000000000002,Agent,10,57.6,28.38,[1144 1222 1158 1236 1106],91.3,0.5,16.8,Other Door,5
2408,Triplet,108.52,Agent,10,50.2,12.01,[ 277 1080 1082  221  334],51.52,0.2,6.8,Key,5
2409,Triplet,102.0,Agent,10,50.0,3.85,[ 277 1080 1082  221  334],50.0,0.5,2.0,Key,5
2410,Triplet,197.02999999999997,Agent,10,67.8,56.13,[ 165 1329  576  190  197],88.03,0.2,41.2,Orb,5
2411,Triplet,171.79000000000002,Agent,10,59.2,32.89,[ 165 1329  576  190  197],92.59,0.5,20.0,Orb,5
2412,Single,233.0,Agent,10,71.2,77.29,[366 396 498 406 356],63.8,0.2,98.0,Level Door,5
2413,Single,218.07,Agent,10,74.2,68.92,[366 396 498 406 356],86.67,0.5,57.2,Level Door,5
2414,Single,189.67000000000002,Agent,10,54.2,64.38,[807 697 657 756 754],52.67,0.2,82.8,Green Door,5
2415,Single,173.34,Agent,10,61.8,52.37,[807 697 657 756 754],69.54,0.5,42.0,Green Door,5
2416,Single,166.06,Agent,10,48.4,57.14,[ 917  851 1049 1032  966],48.86,0.2,68.8,Key Door,5
2417,Single,71.81,Agent,10,43.8,8.47,[ 917  851 1049 1032  966],22.81,0.5,5.2,Key Door,5
2418,Single,196.28,Agent,10,55.4,66.26,[1156 1123 1272 1327 1274],53.28,0.2,87.6,Other Door,5
2419,Single,141.98000000000002,Agent,10,53.4,41.31,[1156 1123 1272 1327 1274],55.78,0.5,32.8,Other Door,5
2420,Single,177.0,Agent,10,50.6,60.61,[820 810 241 238 810],50.4,0.2,76.0,Key,5
2421,Single,140.79000000000002,Agent,10,54.6,35.33,[820 810 241 238 810],61.39,0.5,24.8,Key,5
2422,Single,222.0,Agent,10,66.2,73.88,[ 575  152 1320  765  193],60.2,0.2,95.6,Orb,5
2423,Single,222.2,Agent,10,75.4,71.98,[ 575  152 1320  765  193],83.6,0.5,63.2,Orb,5
2424,Double,232.82999999999998,Agent,10,78.6,75.74,[588 465 496 449 480],87.43,0.2,66.8,Level Door,5
2425,Double,206.06,Agent,10,70.2,60.05,[588 465 496 449 480],91.06,0.5,44.8,Level Door,5
2426,Double,188.23000000000002,Agent,10,65.0,60.67,[769 790 680 695 744],69.23,0.2,54.0,Green Door,5
2427,Double,184.87,Agent,10,65.0,53.83,[769 790 680 695 744],79.07,0.5,40.8,Green Door,5
2428,Double,172.31,Agent,10,61.8,47.38,[ 901  910 1041  904  863],76.11,0.2,34.4,Key Door,5
2429,Double,157.05,Agent,10,56.2,25.26,[ 901  910 1041  904  863],86.05,0.5,14.8,Key Door,5
2430,Double,206.06,Agent,10,70.2,60.05,[1108 1166 1341 1199 1197],91.06,0.2,44.8,Other Door,5
2431,Double,181.65,Agent,10,61.0,36.48,[1108 1166 1341 1199 1197],98.25,0.5,22.4,Other Door,5
2432,Double,165.01,Agent,10,58.4,52.07,[819 244 270 205 232],61.41,0.2,45.2,Key,5
2433,Double,150.47,Agent,10,56.2,29.13,[819 244 270 205 232],76.27,0.5,18.0,Key,5
2434,Double,160.42000000000002,Agent,10,57.8,49.16,[1311 1325  585 1338  186],61.82,0.2,40.8,Orb,5
2435,Double,143.12,Agent,10,55.2,29.56,[1311 1325  585 1338  186],69.12,0.5,18.8,Orb,5
2436,Triplet,198.58,Agent,10,68.0,55.8,[372 442 521 376 515],90.18,0.2,40.4,Level Door,5
2437,Triplet,186.66,Agent,10,62.6,40.63,[372 442 521 376 515],98.46,0.5,25.6,Level Door,5
2438,Triplet,190.89,Agent,10,66.6,56.85,[841 768 728 751 690],80.29,0.2,44.0,Green Door,5
2439,Triplet,171.82000000000002,Agent,10,60.8,40.24,[841 768 728 751 690],84.62,0.5,26.4,Green Door,5
2440,Triplet,139.16,Agent,10,54.4,33.33,[ 874  969 1076 1015  935],61.96,0.2,22.8,Key Door,5
2441,Triplet,123.83,Agent,10,51.0,6.84,[ 874  969 1076 1015  935],69.23,0.5,3.6,Key Door,5
2442,Triplet,195.11,Agent,10,66.2,50.44,[1126 1323 1126 1175 1102],94.51,0.2,34.4,Other Door,5
2443,Triplet,152.51,Agent,10,53.6,14.71,[1126 1323 1126 1175 1102],90.91,0.5,8.0,Other Door,5
2444,Triplet,108.05000000000001,Agent,10,48.6,21.41,[ 215  842 1092  326 1051],45.45,0.2,14.0,Key,5
2445,Triplet,91.19999999999999,Agent,10,49.6,3.08,[ 215  842 1092  326 1051],40.0,0.5,1.6,Key,5
2446,Triplet,180.74,Agent,10,63.4,47.26,[1005  577 1007 1044 1020],84.54,0.2,32.8,Orb,5
2447,Triplet,148.78,Agent,10,54.8,21.53,[1005  577 1007 1044 1020],81.58,0.5,12.4,Orb,5
2448,Single,221.05,Agent,10,64.0,73.29,[413 474 563 570 375],58.25,0.2,98.8,Level Door,5
2449,Single,226.98000000000002,Agent,10,76.8,73.99,[413 474 563 570 375],84.18,0.5,66.0,Level Door,5
2450,Single,194.31,Agent,10,57.8,65.8,[736 682 747 672 762],55.31,0.2,81.2,Green Door,5
2451,Single,181.75,Agent,10,64.0,55.88,[736 682 747 672 762],72.15,0.5,45.6,Green Door,5
2452,Single,185.86,Agent,10,57.4,63.09,[941 990 893 926 879],55.66,0.2,72.8,Key Door,5
2453,Single,164.05,Agent,10,59.6,47.67,[941 990 893 926 879],67.65,0.5,36.8,Key Door,5
2454,Single,211.22,Agent,10,66.4,71.03,[1283 1163 1108 1150 1240],62.42,0.2,82.4,Other Door,5
2455,Single,171.86,Agent,10,60.0,36.31,[1283 1163 1108 1150 1240],89.06,0.5,22.8,Other Door,5
2456,Single,183.47,Agent,10,61.0,61.23,[ 273  258 1066  218  234],60.87,0.2,61.6,Key,5
2457,Single,150.99,Agent,10,56.8,34.15,[ 273  258 1066  218  234],71.79,0.5,22.4,Key,5
2458,Single,214.14,Agent,10,61.4,71.32,[1340  590  753  156  189],56.74,0.2,96.0,Orb,5
2459,Single,214.66,Agent,10,73.0,65.82,[1340  590  753  156  189],89.66,0.5,52.0,Orb,5
2460,Double,221.44,Agent,10,75.2,71.43,[566 428 418 524 527],84.24,0.2,62.0,Level Door,5
2461,Double,192.79000000000002,Agent,10,66.6,53.74,[566 428 418 524 527],87.39,0.5,38.8,Level Door,5
2462,Double,184.89999999999998,Agent,10,64.6,58.16,[838 790 729 623 770],71.1,0.2,49.2,Green Door,5
2463,Double,178.93,Agent,10,63.2,48.02,[838 790 729 623 770],81.73,0.5,34.0,Green Door,5
2464,Double,148.31,Agent,10,55.4,42.67,[ 923 1043 1063  992  959],59.71,0.2,33.2,Key Door,5
2465,Double,128.06,Agent,10,52.6,23.79,[ 923 1043 1063  992  959],60.66,0.5,14.8,Key Door,5
2466,Double,217.32999999999998,Agent,10,74.0,69.77,[1336 1196 1298 1138 1192],83.33,0.2,60.0,Other Door,5
2467,Double,182.64999999999998,Agent,10,62.0,39.87,[1336 1196 1298 1138 1192],95.45,0.5,25.2,Other Door,5
2468,Double,111.92,Agent,10,45.0,31.42,[1070  211  272  841  289],41.72,0.2,25.2,Key,5
2469,Double,77.86999999999999,Agent,10,47.0,6.36,[1070  211  272  841  289],27.27,0.5,3.6,Key,5
2470,Double,202.74,Agent,10,69.6,65.14,[1344  560 1336  169  190],76.34,0.2,56.8,Orb,5
2471,Double,154.48,Agent,10,55.0,20.49,[1344  560 1336  169  190],87.88,0.5,11.6,Orb,5
2472,Triplet,194.32,Agent,10,67.4,56.99,[580 595 375 531 470],83.72,0.2,43.2,Level Door,5
2473,Triplet,171.09,Agent,10,59.8,35.78,[580 595 375 531 470],88.89,0.5,22.4,Level Door,5
2474,Triplet,186.23,Agent,10,64.6,48.99,[812 685 607 848 620],87.63,0.2,34.0,Green Door,5
2475,Triplet,157.42,Agent,10,55.2,20.57,[812 685 607 848 620],90.62,0.5,11.6,Green Door,5
2476,Triplet,151.57999999999998,Agent,10,56.2,28.2,[933 880 894 986 902],78.18,0.2,17.2,Key Door,5
2477,Triplet,154.8,Agent,10,56.4,27.33,[933 880 894 986 902],82.0,0.5,16.4,Key Door,5
2478,Triplet,161.64000000000001,Agent,10,56.6,25.43,[1117 1142 1336 1295 1109],90.24,0.2,14.8,Other Door,5
2479,Triplet,154.44,Agent,10,53.2,12.69,[1117 1142 1336 1295 1109],94.44,0.5,6.8,Other Door,5
2480,Triplet,146.64,Agent,10,55.8,30.28,[818 305 321 835 839],71.64,0.2,19.2,Key,5
2481,Triplet,123.6,Agent,10,50.8,5.38,[818 305 321 835 839],70.0,0.5,2.8,Key,5
2482,Triplet,193.51,Agent,10,67.0,55.28,[157 183 177 797 197],85.71,0.2,40.8,Orb,5
2483,Triplet,156.34,Agent,10,57.6,33.75,[157 183 177 797 197],77.14,0.5,21.6,Orb,5
2484,Single,231.21,Agent,10,70.4,76.73,[420 487 526 377 369],63.21,0.2,97.6,Level Door,5
2485,Single,217.37,Agent,10,74.0,69.91,[420 487 526 377 369],82.97,0.5,60.4,Level Door,5
2486,Single,202.19,Agent,10,60.4,68.17,[763 721 715 830 679],56.99,0.2,84.8,Green Door,5
2487,Single,159.60000000000002,Agent,10,58.8,41.14,[763 721 715 830 679],72.0,0.5,28.8,Green Door,5
2488,Single,196.06,Agent,10,59.4,66.34,[931 942 904 879 955],56.66,0.2,80.0,Key Door,5
2489,Single,169.88,Agent,10,61.2,48.68,[931 942 904 879 955],71.88,0.5,36.8,Key Door,5
2490,Single,148.31,Agent,10,51.8,47.95,[1298 1136 1109 1262 1173],52.11,0.2,44.4,Other Door,5
2491,Single,142.6,Agent,10,54.4,22.45,[1298 1136 1109 1262 1173],75.0,0.5,13.2,Other Door,5
2492,Single,181.27999999999997,Agent,10,53.8,61.82,[ 305 1073  223  801  820],52.68,0.2,74.8,Key,5
2493,Single,146.66,Agent,10,56.0,34.13,[ 305 1073  223  801  820],67.86,0.5,22.8,Key,5
2494,Single,224.45000000000002,Agent,10,72.2,75.23,[ 573  596  584  150 1013],67.85,0.2,84.4,Orb,5
2495,Single,194.67,Agent,10,67.2,55.19,[ 573  596  584  150 1013],87.07,0.5,40.4,Orb,5
2496,Double,205.72,Agent,10,70.2,66.96,[518 497 418 568 459],75.12,0.2,60.4,Level Door,5
2497,Double,178.95,Agent,10,61.2,38.22,[518 497 418 568 459],93.75,0.5,24.0,Level Door,5
2498,Double,179.61,Agent,10,61.4,58.85,[612 651 650 825 805],63.01,0.2,55.2,Green Door,5
2499,Double,156.67000000000002,Agent,10,56.6,27.42,[612 651 650 825 805],83.67,0.5,16.4,Green Door,5
2500,Double,153.72,Agent,10,57.2,42.78,[ 894 1086  940  922 1061],64.52,0.2,32.0,Key Door,5
2501,Double,145.48,Agent,10,55.4,27.83,[ 894 1086  940  922 1061],72.88,0.5,17.2,Key Door,5
2502,Double,152.86,Agent,10,56.2,45.39,[1278 1311 1322 1267 1261],60.26,0.2,36.4,Other Door,5
2503,Double,120.67,Agent,10,51.4,12.9,[1278 1311 1322 1267 1261],62.07,0.5,7.2,Other Door,5
2504,Double,180.88,Agent,10,63.6,56.25,[334 258 247 228 814],70.48,0.2,46.8,Key,5
2505,Double,149.75,Agent,10,55.2,23.29,[334 258 247 228 814],80.95,0.5,13.6,Key,5
2506,Double,242.36,Agent,10,81.0,80.65,[1300 1310  154  550 1028],82.16,0.2,79.2,Orb,5
2507,Double,194.02,Agent,10,67.4,57.66,[1300 1310  154  550 1028],82.22,0.5,44.4,Orb,5
2508,Triplet,187.95000000000002,Agent,10,63.6,43.83,[362 398 504 432 418],95.95,0.2,28.4,Level Door,5
2509,Triplet,168.70000000000002,Agent,10,57.0,25.09,[362 398 504 432 418],97.3,0.5,14.4,Level Door,5
2510,Triplet,139.13,Agent,10,54.4,26.45,[827 640 800 632 771],68.33,0.2,16.4,Green Door,5
2511,Triplet,150.6,Agent,10,50.2,0.8,[827 640 800 632 771],100.0,0.5,0.4,Green Door,5
2512,Triplet,144.92000000000002,Agent,10,55.6,31.48,[ 996 1076  861  944 1057],68.92,0.2,20.4,Key Door,5
2513,Triplet,141.5,Agent,10,51.2,5.43,[ 996 1076  861  944 1057],87.5,0.5,2.8,Key Door,5
2514,Triplet,164.75,Agent,10,60.0,44.13,[1346 1222 1179 1333 1146],73.15,0.2,31.6,Other Door,5
2515,Triplet,147.67,Agent,10,55.0,23.21,[1346 1222 1179 1333 1146],79.07,0.5,13.6,Other Door,5
2516,Triplet,143.76,Agent,10,54.6,23.05,[ 306  341 1072  342  275],75.56,0.2,13.6,Key,5
2517,Triplet,127.19999999999999,Agent,10,51.6,10.37,[ 306  341 1072  342  275],70.0,0.5,5.6,Key,5
2518,Triplet,176.83,Agent,10,62.8,48.04,[ 557  756  572  158 1033],79.63,0.2,34.4,Orb,5
2519,Triplet,181.51,Agent,10,62.6,42.81,[ 557  756  572  158 1033],90.91,0.5,28.0,Orb,5
2520,Single,233.33,Agent,10,71.2,77.36,[570 575 582 539 454],63.73,0.2,98.4,Level Door,5
2521,Single,220.66,Agent,10,74.8,68.81,[570 575 582 539 454],90.26,0.5,55.6,Level Door,5
2522,Single,196.06,Agent,10,59.4,66.34,[840 636 647 840 633],56.66,0.2,80.0,Green Door,5
2523,Single,160.03,Agent,10,58.8,44.62,[840 636 647 840 633],68.03,0.5,33.2,Green Door,5
2524,Single,197.44,Agent,10,55.4,66.57,[ 926  991  868  904 1035],53.24,0.2,88.8,Key Door,5
2525,Single,138.45999999999998,Agent,10,54.4,29.63,[ 926  991  868  904 1035],64.86,0.5,19.2,Key Door,5
2526,Single,204.05,Agent,10,62.8,68.79,[1291 1234 1212 1108 1314],59.25,0.2,82.0,Other Door,5
2527,Single,172.18,Agent,10,61.8,48.52,[1291 1234 1212 1108 1314],74.38,0.5,36.0,Other Door,5
2528,Single,170.2,Agent,10,47.2,58.62,[ 313  258  846 1084  320],48.2,0.2,74.8,Key,5
2529,Single,100.78999999999999,Agent,10,45.8,22.35,[ 313  258  846 1084  320],39.39,0.5,15.6,Key,5
2530,Single,222.53,Agent,10,68.2,74.31,[1029  759  768  160  576],62.33,0.2,92.0,Orb,5
2531,Single,228.13,Agent,10,77.0,72.02,[1029  759  768  160  576],91.93,0.5,59.2,Orb,5
2532,Double,218.79999999999998,Agent,10,74.4,70.64,[417 547 464 560 377],82.8,0.2,61.6,Level Door,5
2533,Double,188.21999999999997,Agent,10,64.8,48.54,[417 547 464 560 377],90.22,0.5,33.2,Level Door,5
2534,Double,175.89000000000001,Agent,10,61.2,56.5,[630 637 819 631 622],64.29,0.2,50.4,Green Door,5
2535,Double,156.51999999999998,Agent,10,55.0,19.93,[630 637 819 631 622],90.32,0.5,11.2,Green Door,5
2536,Double,155.36,Agent,10,56.4,47.34,[933 851 960 921 860],59.76,0.2,39.2,Key Door,5
2537,Double,137.79999999999998,Agent,10,53.2,17.02,[933 851 960 921 860],75.0,0.5,9.6,Key Door,5
2538,Double,200.29999999999998,Agent,10,68.8,58.29,[1196 1160 1194 1255 1172],87.9,0.2,43.6,Other Door,5
2539,Double,187.77,Agent,10,64.2,46.25,[1196 1160 1194 1255 1172],92.77,0.5,30.8,Other Door,5
2540,Double,156.44,Agent,10,58.0,42.62,[ 342 1092  317  276  819],67.24,0.2,31.2,Key,5
2541,Double,154.79999999999998,Agent,10,51.6,6.2,[ 342 1092  317  276  819],100.0,0.5,3.2,Key,5
2542,Double,225.72,Agent,10,75.8,74.84,[1047  155  569  796  774],77.92,0.2,72.0,Orb,5
2543,Double,183.70999999999998,Agent,10,63.8,46.92,[1047  155  569  796  774],87.91,0.5,32.0,Orb,5
2544,Triplet,203.52,Agent,10,69.6,59.36,[379 391 501 476 372],89.52,0.2,44.4,Level Door,5
2545,Triplet,175.79999999999998,Agent,10,58.6,29.35,[379 391 501 476 372],100.0,0.5,17.2,Level Door,5
2546,Triplet,191.07999999999998,Agent,10,66.6,56.17,[642 837 601 729 828],81.68,0.2,42.8,Green Door,5
2547,Triplet,181.24,Agent,10,63.0,44.78,[642 837 601 729 828],88.24,0.5,30.0,Green Door,5
2548,Triplet,149.99,Agent,10,56.0,28.1,[ 890  889 1010  929  882],76.79,0.2,17.2,Key Door,5
2549,Triplet,151.65999999999997,Agent,10,54.0,16.67,[ 890  889 1010  929  882],88.46,0.5,9.2,Key Door,5
2550,Triplet,136.73000000000002,Agent,10,53.2,17.61,[1258 1247 1211 1188 1162],73.53,0.2,10.0,Other Door,5
2551,Triplet,139.07,Agent,10,53.2,16.43,[1258 1247 1211 1188 1162],76.67,0.5,9.2,Other Door,5
2552,Triplet,144.45,Agent,10,53.8,17.79,[ 320  801  221  291 1075],80.65,0.2,10.0,Key,5
2553,Triplet,151.20000000000002,Agent,10,50.4,1.59,[ 320  801  221  291 1075],100.0,0.5,0.8,Key,5
2554,Triplet,161.4,Agent,10,53.8,14.13,[1307 1048 1020 1343  774],100.0,0.2,7.6,Orb,5
2555,Triplet,150.6,Agent,10,50.2,0.8,[1307 1048 1020 1343  774],100.0,0.5,0.4,Orb,5
2556,Single,234.25,Agent,10,72.4,77.81,[448 503 504 377 384],65.05,0.2,96.8,Level Door,5
2557,Single,224.51999999999998,Agent,10,75.8,69.83,[448 503 504 377 384],92.72,0.5,56.0,Level Door,5
2558,Single,196.34,Agent,10,56.8,66.36,[844 694 836 796 846],54.34,0.2,85.2,Green Door,5
2559,Single,147.21,Agent,10,55.8,39.45,[844 694 836 796 846],62.61,0.5,28.8,Green Door,5
2560,Single,203.63,Agent,10,62.0,68.65,[ 950 1048  991 1037  906],58.43,0.2,83.2,Key Door,5
2561,Single,147.99,Agent,10,55.8,40.75,[ 950 1048  991 1037  906],61.79,0.5,30.4,Key Door,5
2562,Single,199.6,Agent,10,62.8,67.37,[1227 1292 1215 1263 1320],60.0,0.2,76.8,Other Door,5
