,Pattern,CPR,Encoding,Pattern Complexity,Accuracy,F1Score,Examples,Precision,TH,Recall,Concept,NumExp
2080,Triplet,122.78,Agent,10,51.8,17.18,[ 919  942 1060  994 1016],60.98,0.2,10.0,Key Door,5
2081,Triplet,154.79999999999998,Agent,10,51.6,6.2,[ 919  942 1060  994 1016],100.0,0.5,3.2,Key Door,5
2082,Triplet,130.5,Agent,10,53.0,24.92,[1324 1195 1245 1308 1302],61.9,0.2,15.6,Other Door,5
2083,Triplet,139.10999999999999,Agent,10,51.0,4.67,[1324 1195 1245 1308 1302],85.71,0.5,2.4,Other Door,5
2084,Triplet,131.60999999999999,Agent,10,52.8,30.99,[ 231  289  310 1084  826],57.61,0.2,21.2,Key,5
2085,Triplet,140.73,Agent,10,54.2,22.37,[ 231  289  310 1084  826],73.33,0.5,13.2,Key,5
2086,Triplet,186.36,Agent,10,65.2,52.46,[ 584 1046 1011 1021  188],82.76,0.2,38.4,Orb,5
2087,Triplet,153.5,Agent,10,54.8,19.86,[ 584 1046 1011 1021  188],87.5,0.5,11.2,Orb,5
2088,Single,238.67,Agent,10,74.4,79.22,[445 564 406 556 495],66.67,0.2,97.6,Level Door,5
2089,Single,232.17,Agent,10,78.4,75.23,[445 564 406 556 495],88.17,0.5,65.6,Level Door,5
2090,Single,199.85,Agent,10,56.4,67.27,[846 701 751 839 623],53.85,0.2,89.6,Green Door,5
2091,Single,203.69,Agent,10,70.0,64.95,[846 701 751 839 623],78.09,0.5,55.6,Green Door,5
2092,Single,193.17000000000002,Agent,10,55.6,65.42,[ 905 1001  928 1064  923],53.57,0.2,84.0,Key Door,5
2093,Single,139.85,Agent,10,52.4,41.38,[ 905 1001  928 1064  923],53.85,0.5,33.6,Key Door,5
2094,Single,192.85,Agent,10,57.6,65.36,[1192 1143 1176 1332 1117],55.25,0.2,80.0,Other Door,5
2095,Single,175.8,Agent,10,62.4,46.29,[1192 1143 1176 1332 1117],81.0,0.5,32.4,Other Door,5
2096,Single,168.17000000000002,Agent,10,48.2,57.89,[ 332 1075 1058  842  328],48.77,0.2,71.2,Key,5
2097,Single,128.02,Agent,10,52.6,22.3,[ 332 1075 1058  842  328],61.82,0.5,13.6,Key,5
2098,Single,212.36,Agent,10,61.0,70.85,[ 194  151 1025 1016  551],56.56,0.2,94.8,Orb,5
2099,Single,215.90000000000003,Agent,10,73.4,70.25,[ 194  151 1025 1016  551],79.7,0.5,62.8,Orb,5
2100,Double,194.05,Agent,10,66.6,62.97,[440 379 354 531 364],70.65,0.2,56.8,Level Door,5
2101,Double,171.09,Agent,10,59.8,35.78,[440 379 354 531 364],88.89,0.5,22.4,Level Door,5
2102,Double,180.44,Agent,10,60.2,60.12,[845 775 788 715 693],60.24,0.2,60.0,Green Door,5
2103,Double,158.13,Agent,10,58.4,38.82,[845 775 788 715 693],73.33,0.5,26.4,Green Door,5
2104,Double,176.97,Agent,10,58.6,59.17,[1035  962  867 1070  883],58.37,0.2,60.0,Key Door,5
2105,Double,137.15,Agent,10,52.2,11.15,[1035  962  867 1070  883],78.95,0.5,6.0,Key Door,5
2106,Double,145.26999999999998,Agent,10,55.2,26.32,[1349 1255 1284 1196 1224],74.07,0.2,16.0,Other Door,5
2107,Double,140.82000000000002,Agent,10,51.8,8.37,[1349 1255 1284 1196 1224],84.62,0.5,4.4,Other Door,5
2108,Double,110.74,Agent,10,50.4,6.06,[ 806 1097 1091  311 1097],57.14,0.2,3.2,Key,5
2109,Double,151.79999999999998,Agent,10,50.6,2.37,[ 806 1097 1091  311 1097],100.0,0.5,1.2,Key,5
2110,Double,179.94,Agent,10,60.4,59.75,[ 794 1036 1344 1326  192],60.74,0.2,58.8,Orb,5
2111,Double,157.91,Agent,10,58.2,36.86,[ 794 1036 1344 1326  192],75.31,0.5,24.4,Orb,5
2112,Triplet,196.57,Agent,10,65.8,48.34,[355 408 485 477 351],98.77,0.2,32.0,Level Door,5
2113,Triplet,191.4,Agent,10,63.8,43.26,[355 408 485 477 351],100.0,0.5,27.6,Level Door,5
2114,Triplet,175.74,Agent,10,62.6,52.17,[742 668 750 806 619],72.34,0.2,40.8,Green Door,5
2115,Triplet,121.76,Agent,10,51.6,14.79,[742 668 750 806 619],61.76,0.5,8.4,Green Door,5
2116,Triplet,145.66,Agent,10,55.8,34.03,[1086  981 1027  927 1062],67.06,0.2,22.8,Key Door,5
2117,Triplet,144.54,Agent,10,54.6,22.53,[1086  981 1027  927 1062],76.74,0.5,13.2,Key Door,5
2118,Triplet,163.89999999999998,Agent,10,59.8,43.7,[1131 1106 1268 1250 1305],72.9,0.2,31.2,Other Door,5
2119,Triplet,152.4,Agent,10,50.8,3.15,[1131 1106 1268 1250 1305],100.0,0.5,1.6,Other Door,5
2120,Triplet,154.39,Agent,10,57.6,37.28,[ 830 1091 1058 1092  281],71.59,0.2,25.2,Key,5
2121,Triplet,152.69,Agent,10,54.2,17.33,[ 830 1091 1058 1092  281],88.89,0.5,9.6,Key,5
2122,Triplet,191.85000000000002,Agent,10,66.8,59.51,[ 168 1041 1338 1026  554],76.25,0.2,48.8,Orb,5
2123,Triplet,133.0,Agent,10,52.0,11.11,[ 168 1041 1338 1026  554],75.0,0.5,6.0,Orb,5
2124,Single,225.5,Agent,10,67.4,74.88,[505 589 462 399 417],60.9,0.2,97.2,Level Door,5
2125,Single,218.0,Agent,10,74.0,67.5,[505 589 462 399 417],90.0,0.5,54.0,Level Door,5
2126,Single,197.5,Agent,10,59.6,66.77,[719 719 823 694 614],56.7,0.2,81.2,Green Door,5
2127,Single,184.33999999999997,Agent,10,64.8,56.22,[719 719 823 694 614],74.34,0.5,45.2,Green Door,5
2128,Single,202.93,Agent,10,60.2,68.36,[ 882 1003  976  948  903],56.73,0.2,86.0,Key Door,5
2129,Single,134.4,Agent,10,53.2,19.31,[ 882 1003  976  948  903],70.0,0.5,11.2,Key Door,5
2130,Single,207.92,Agent,10,63.2,69.94,[1237 1340 1213 1263 1127],59.12,0.2,85.6,Other Door,5
2131,Single,188.09999999999997,Agent,10,65.8,54.64,[1237 1340 1213 1263 1127],81.1,0.5,41.2,Other Door,5
2132,Single,161.89,Agent,10,46.4,55.92,[211 341 820 226 232],47.49,0.2,68.0,Key,5
2133,Single,134.29000000000002,Agent,10,53.4,21.55,[211 341 820 226 232],68.09,0.5,12.8,Key,5
2134,Single,221.33999999999997,Agent,10,66.8,73.82,[ 585 1027  792 1042  173],60.94,0.2,93.6,Orb,5
2135,Single,216.6,Agent,10,73.8,68.89,[ 585 1027  792 1042  173],84.8,0.5,58.0,Orb,5
2136,Double,264.0,Agent,10,88.0,88.0,[566 582 516 500 361],88.0,0.2,88.0,Level Door,5
2137,Double,189.8,Agent,10,64.4,46.06,[566 582 516 500 361],95.0,0.5,30.4,Level Door,5
2138,Double,190.07,Agent,10,66.0,60.28,[785 827 667 678 678],72.47,0.2,51.6,Green Door,5
2139,Double,151.69,Agent,10,54.8,20.42,[785 827 667 678 678],85.29,0.5,11.6,Green Door,5
2140,Double,159.87,Agent,10,57.0,50.12,[ 890 1065 1067  944  908],59.67,0.2,43.2,Key Door,5
2141,Double,146.84,Agent,10,52.6,11.24,[ 890 1065 1067  944  908],88.24,0.5,6.0,Key Door,5
2142,Double,194.06,Agent,10,64.4,64.82,[1135 1130 1328 1296 1290],64.06,0.2,65.6,Other Door,5
2143,Double,156.01,Agent,10,58.0,39.66,[1135 1130 1328 1296 1290],70.41,0.5,27.6,Other Door,5
2144,Double,172.18,Agent,10,61.8,48.52,[1088  224  240  811  335],74.38,0.2,36.0,Key,5
2145,Double,142.97,Agent,10,55.2,30.0,[1088  224  240  811  335],68.57,0.5,19.2,Key,5
2146,Double,215.37,Agent,10,73.4,69.29,[ 186  753  791 1330  555],81.97,0.2,60.0,Orb,5
2147,Double,167.08999999999997,Agent,10,59.0,34.08,[ 186  753  791 1330  555],86.89,0.5,21.2,Orb,5
2148,Triplet,168.75,Agent,10,60.8,43.68,[450 507 438 532 382],77.55,0.2,30.4,Level Door,5
2149,Triplet,168.8,Agent,10,58.4,30.67,[450 507 438 532 382],92.0,0.5,18.4,Level Door,5
2150,Triplet,158.76,Agent,10,58.6,40.35,[656 773 652 795 813],72.16,0.2,28.0,Green Door,5
2151,Triplet,152.93,Agent,10,55.6,23.97,[656 773 652 795 813],83.33,0.5,14.0,Green Door,5
2152,Triplet,152.97,Agent,10,56.6,29.77,[ 998 1080  858 1081  867],77.97,0.2,18.4,Key Door,5
2153,Triplet,147.16,Agent,10,53.2,13.97,[ 998 1080  858 1081  867],86.36,0.5,7.6,Key Door,5
2154,Triplet,183.6,Agent,10,61.2,36.6,[1273 1180 1280 1276 1222],100.0,0.2,22.4,Other Door,5
2155,Triplet,162.0,Agent,10,54.0,14.81,[1273 1180 1280 1276 1222],100.0,0.5,8.0,Other Door,5
2156,Triplet,154.20000000000002,Agent,10,51.4,5.45,[822 847 249 827 247],100.0,0.2,2.8,Key,5
2157,Triplet,151.79999999999998,Agent,10,50.6,2.37,[822 847 249 827 247],100.0,0.5,1.2,Key,5
2158,Triplet,154.20000000000002,Agent,10,51.4,5.45,[1026 1012  773  773 1309],100.0,0.2,2.8,Orb,5
2159,Triplet,153.6,Agent,10,51.2,4.69,[1026 1012  773  773 1309],100.0,0.5,2.4,Orb,5
2160,Single,222.36,Agent,10,65.6,73.86,[435 564 365 431 559],59.56,0.2,97.2,Level Door,5
2161,Single,231.51000000000002,Agent,10,78.2,75.28,[435 564 365 431 559],86.91,0.5,66.4,Level Door,5
2162,Single,196.61,Agent,10,57.4,66.46,[602 736 673 834 765],54.81,0.2,84.4,Green Door,5
2163,Single,190.8,Agent,10,66.4,59.81,[602 736 673 834 765],74.4,0.5,50.0,Green Door,5
2164,Single,192.5,Agent,10,57.4,65.26,[ 937  894 1005 1068  922],55.1,0.2,80.0,Key Door,5
2165,Single,156.85999999999999,Agent,10,57.8,44.91,[ 937  894 1005 1068  922],64.66,0.5,34.4,Key Door,5
2166,Single,197.86,Agent,10,60.0,66.89,[1252 1136 1172 1118 1220],57.06,0.2,80.8,Other Door,5
2167,Single,190.26,Agent,10,66.4,56.02,[1252 1136 1172 1118 1220],81.06,0.5,42.8,Other Door,5
2168,Single,178.99,Agent,10,50.6,61.23,[ 255  332 1098  806  816],50.39,0.2,78.0,Key,5
2169,Single,145.94,Agent,10,55.4,39.57,[ 255  332 1098  806  816],61.34,0.5,29.2,Key,5
2170,Single,204.63,Agent,10,55.8,68.38,[ 766 1337  187 1049 1344],53.23,0.2,95.6,Orb,5
2171,Single,159.93,Agent,10,58.8,44.32,[ 766 1337  187 1049 1344],68.33,0.5,32.8,Orb,5
2172,Double,139.17000000000002,Agent,10,53.2,39.06,[385 474 380 393 542],55.97,0.2,30.0,Level Door,5
2173,Double,131.13,Agent,10,52.0,11.76,[385 474 380 393 542],72.73,0.5,6.4,Level Door,5
2174,Double,180.54000000000002,Agent,10,63.2,57.01,[637 724 610 600 673],68.54,0.2,48.8,Green Door,5
2175,Double,187.85999999999999,Agent,10,64.4,47.02,[637 724 610 600 673],91.86,0.5,31.6,Green Door,5
2176,Double,152.36,Agent,10,55.2,46.92,[1089 1083  922  996  926],57.56,0.2,39.6,Key Door,5
2177,Double,141.92000000000002,Agent,10,55.0,29.47,[1089 1083  922  996  926],68.12,0.5,18.8,Key Door,5
2178,Double,203.45,Agent,10,70.0,62.12,[1115 1271 1107 1240 1102],84.25,0.2,49.2,Other Door,5
2179,Double,183.60999999999999,Agent,10,63.0,43.43,[1115 1271 1107 1240 1102],92.21,0.5,28.4,Other Door,5
2180,Double,113.94999999999999,Agent,10,49.6,23.64,[ 283 1081 1055  340 1055],48.75,0.2,15.6,Key,5
2181,Double,127.19999999999999,Agent,10,51.6,10.37,[ 283 1081 1055  340 1055],70.0,0.5,5.6,Key,5
2182,Double,230.18,Agent,10,77.8,74.37,[1305  754  566  174 1343],87.98,0.2,64.4,Orb,5
2183,Double,186.09,Agent,10,64.2,47.2,[1305  754  566  174 1343],89.89,0.5,32.0,Orb,5
2184,Triplet,219.12,Agent,10,74.2,67.34,[521 527 562 532 362],91.72,0.2,53.2,Level Door,5
2185,Triplet,186.0,Agent,10,62.0,38.71,[521 527 562 532 362],100.0,0.5,24.0,Level Door,5
2186,Triplet,187.28,Agent,10,65.4,52.6,[770 711 697 632 602],83.48,0.2,38.4,Green Door,5
2187,Triplet,176.51,Agent,10,62.0,43.11,[770 711 697 632 602],85.71,0.5,28.8,Green Door,5
2188,Triplet,131.08,Agent,10,51.8,10.41,[ 906 1019  985  905  936],73.68,0.2,5.6,Key Door,5
2189,Triplet,128.2,Agent,10,50.8,4.65,[ 906 1019  985  905  936],75.0,0.5,2.4,Key Door,5
2190,Triplet,196.42000000000002,Agent,10,66.6,51.31,[1198 1134 1330 1121 1207],94.62,0.2,35.2,Other Door,5
2191,Triplet,172.34,Agent,10,58.6,30.3,[1198 1134 1330 1121 1207],95.74,0.5,18.0,Other Door,5
2192,Triplet,125.02,Agent,10,51.4,9.67,[1081 1093  830  252 1086],68.42,0.2,5.2,Key,5
2193,Triplet,139.10999999999999,Agent,10,51.0,4.67,[1081 1093  830  252 1086],85.71,0.5,2.4,Key,5
2194,Triplet,124.39,Agent,10,51.2,29.07,[1342  573  780  584  767],53.19,0.2,20.0,Orb,5
2195,Triplet,136.39,Agent,10,53.4,19.38,[1342  573  780  584  767],71.79,0.5,11.2,Orb,5
2196,Single,214.11,Agent,10,59.8,71.08,[449 494 498 415 368],55.51,0.2,98.8,Level Door,5
2197,Single,221.42,Agent,10,75.2,71.3,[449 494 498 415 368],84.62,0.5,61.6,Level Door,5
2198,Single,197.94,Agent,10,56.4,66.77,[792 706 696 647 620],53.94,0.2,87.6,Green Door,5
2199,Single,173.73000000000002,Agent,10,61.2,54.67,[792 706 696 647 620],65.73,0.5,46.8,Green Door,5
2200,Single,189.97,Agent,10,56.6,64.48,[ 869  935 1091 1018 1072],54.57,0.2,78.8,Key Door,5
2201,Single,148.84,Agent,10,55.4,43.26,[ 869  935 1091 1018 1072],59.44,0.5,34.0,Key Door,5
2202,Single,180.44,Agent,10,54.2,61.51,[1146 1243 1261 1250 1118],53.04,0.2,73.2,Other Door,5
2203,Single,150.0,Agent,10,56.2,41.91,[1146 1243 1261 1250 1118],62.2,0.5,31.6,Other Door,5
2204,Single,174.42000000000002,Agent,10,61.2,55.3,[339 299 318 271 281],65.22,0.2,48.0,Key,5
2205,Single,141.95000000000002,Agent,10,54.6,24.58,[339 299 318 271 281],72.55,0.5,14.8,Key,5
2206,Single,211.53,Agent,10,59.6,70.47,[ 766  180  784 1324  557],55.53,0.2,96.4,Orb,5
2207,Single,183.96,Agent,10,64.6,56.72,[ 766  180  784 1324  557],72.96,0.5,46.4,Orb,5
2208,Double,239.93,Agent,10,80.6,79.32,[549 402 574 584 494],84.93,0.2,74.4,Level Door,5
2209,Double,193.39,Agent,10,66.6,53.22,[549 402 574 584 494],88.79,0.5,38.0,Level Door,5
2210,Double,197.88000000000002,Agent,10,66.4,65.71,[698 679 761 831 643],67.08,0.2,64.4,Green Door,5
2211,Double,171.56,Agent,10,61.6,46.67,[698 679 761 831 643],76.36,0.5,33.6,Green Door,5
2212,Double,164.34,Agent,10,56.8,53.45,[1031 1048 1020 1067 1075],57.94,0.2,49.6,Key Door,5
2213,Double,111.35,Agent,10,49.4,21.67,[1031 1048 1020 1067 1075],47.95,0.5,14.0,Key Door,5
2214,Double,213.85,Agent,10,73.0,67.47,[1116 1220 1309 1143 1293],84.85,0.2,56.0,Other Door,5
2215,Double,177.84,Agent,10,59.8,33.22,[1116 1220 1309 1143 1293],98.04,0.5,20.0,Other Door,5
2216,Double,152.46,Agent,10,55.0,47.31,[ 233  815  847 1099  229],57.06,0.2,40.4,Key,5
2217,Double,112.4,Agent,10,50.0,19.87,[ 233  815  847 1099  229],50.0,0.5,12.4,Key,5
2218,Double,233.37,Agent,10,77.2,77.99,[ 164 1010  584 1300 1335],75.37,0.2,80.8,Orb,5
2219,Double,191.65,Agent,10,66.2,52.66,[ 164 1010  584 1300 1335],87.85,0.5,37.6,Orb,5
2220,Triplet,202.39999999999998,Agent,10,69.2,58.38,[383 448 586 597 533],90.0,0.2,43.2,Level Door,5
2221,Triplet,189.25,Agent,10,64.0,44.78,[383 448 586 597 533],96.05,0.5,29.2,Level Door,5
2222,Triplet,149.99,Agent,10,56.0,42.71,[715 633 813 643 697],61.19,0.2,32.8,Green Door,5
2223,Triplet,154.8,Agent,10,56.4,27.33,[715 633 813 643 697],82.0,0.5,16.4,Green Door,5
2224,Triplet,103.06,Agent,10,49.6,11.27,[1011 1032 1042 1062 1077],47.06,0.2,6.4,Key Door,5
2225,Triplet,83.92999999999999,Agent,10,49.4,2.32,[1011 1032 1042 1062 1077],33.33,0.5,1.2,Key Door,5
2226,Triplet,209.16,Agent,10,70.4,58.89,[1101 1157 1144 1292 1125],96.36,0.2,42.4,Other Door,5
2227,Triplet,171.65,Agent,10,58.4,29.73,[1101 1157 1144 1292 1125],95.65,0.5,17.6,Other Door,5
2228,Triplet,144.67,Agent,10,55.6,33.13,[ 330  321  291  218 1071],67.07,0.2,22.0,Key,5
2229,Triplet,115.6,Agent,10,50.8,8.89,[ 330  321  291  218 1071],60.0,0.5,4.8,Key,5
2230,Triplet,200.32,Agent,10,68.2,55.46,[1023 1038  199  567 1042],92.52,0.2,39.6,Orb,5
2231,Triplet,161.04,Agent,10,56.8,26.53,[1023 1038  199  567 1042],88.64,0.5,15.6,Orb,5
2232,Single,264.95,Agent,10,87.4,88.31,[494 376 556 421 527],82.35,0.2,95.2,Level Door,5
2233,Single,253.67999999999998,Agent,10,85.0,83.8,[494 376 556 421 527],91.08,0.5,77.6,Level Door,5
2234,Single,200.45999999999998,Agent,10,57.0,67.48,[648 655 782 756 600],54.26,0.2,89.2,Green Door,5
2235,Single,158.95000000000002,Agent,10,58.4,45.26,[648 655 782 756 600],66.15,0.5,34.4,Green Door,5
2236,Single,176.79000000000002,Agent,10,58.2,59.26,[ 891  957  955 1090  954],57.79,0.2,60.8,Key Door,5
2237,Single,146.53,Agent,10,55.6,28.39,[ 891  957  955 1090  954],73.33,0.5,17.6,Key Door,5
2238,Single,200.07999999999998,Agent,10,57.0,67.38,[1133 1175 1122 1274 1302],54.28,0.2,88.8,Other Door,5
2239,Single,174.08,Agent,10,62.2,47.65,[1133 1175 1122 1274 1302],77.48,0.5,34.4,Other Door,5
2240,Single,172.95999999999998,Agent,10,55.8,58.38,[345 289 216 253 335],55.16,0.2,62.0,Key,5
2241,Single,156.14000000000001,Agent,10,58.0,38.6,[345 289 216 253 335],71.74,0.5,26.4,Key,5
2242,Single,247.28,Agent,10,80.6,82.52,[ 552 1040  553 1345 1331],75.08,0.2,91.6,Orb,5
2243,Single,202.61999999999998,Agent,10,69.8,62.15,[ 552 1040  553 1345 1331],83.22,0.5,49.6,Orb,5
2244,Double,237.18,Agent,10,79.8,78.19,[587 599 573 531 463],84.98,0.2,72.4,Level Door,5
2245,Double,188.42,Agent,10,65.6,52.49,[587 599 573 531 463],84.82,0.5,38.0,Level Door,5
2246,Double,201.21,Agent,10,69.0,65.01,[750 648 730 735 804],74.61,0.2,57.6,Green Door,5
2247,Double,194.6,Agent,10,67.4,56.53,[750 648 730 735 804],84.8,0.5,42.4,Green Door,5
2248,Double,114.69999999999999,Agent,10,48.4,27.93,[1099  879  928 1004 1037],46.3,0.2,20.0,Key Door,5
2249,Double,131.35999999999999,Agent,10,53.0,20.88,[1099  879  928 1004 1037],65.96,0.5,12.4,Key Door,5
2250,Double,200.32,Agent,10,68.2,55.46,[1221 1290 1125 1188 1225],92.52,0.2,39.6,Other Door,5
2251,Double,175.79999999999998,Agent,10,58.6,29.35,[1221 1290 1125 1188 1225],100.0,0.5,17.2,Other Door,5
2252,Double,168.64,Agent,10,60.2,51.81,[1070  228  261  262  841],65.64,0.2,42.8,Key,5
2253,Double,153.79999999999998,Agent,10,57.2,33.54,[1070  228  261  262  841],75.0,0.5,21.6,Key,5
2254,Double,228.20999999999998,Agent,10,75.4,76.3,[1009 1303 1302  194  151],73.61,0.2,79.2,Orb,5
2255,Double,175.31,Agent,10,61.8,42.99,[1009 1303 1302  194  151],84.71,0.5,28.8,Orb,5
2256,Triplet,166.24,Agent,10,60.2,42.32,[547 527 376 406 494],76.84,0.2,29.2,Level Door,5
2257,Triplet,112.80000000000001,Agent,10,50.4,4.62,[547 527 376 406 494],60.0,0.5,2.4,Level Door,5
2258,Triplet,191.58,Agent,10,66.8,58.29,[782 787 648 785 604],78.38,0.2,46.4,Green Door,5
2259,Triplet,173.33,Agent,10,61.4,42.39,[782 787 648 785 604],83.53,0.5,28.4,Green Door,5
2260,Triplet,140.57,Agent,10,53.2,15.83,[1060  857  851  917  857],78.57,0.2,8.8,Key Door,5
2261,Triplet,126.60000000000001,Agent,10,50.4,2.36,[1060  857  851  917  857],75.0,0.5,1.2,Key Door,5
2262,Triplet,178.25000000000003,Agent,10,62.2,42.9,[1262 1260 1165 1159 1134],87.65,0.2,28.4,Other Door,5
2263,Triplet,143.48999999999998,Agent,10,51.4,6.18,[1262 1260 1165 1159 1134],88.89,0.5,3.2,Other Door,5
2264,Triplet,151.48,Agent,10,53.4,14.02,[ 841  248 1060  346  229],90.48,0.2,7.6,Key,5
2265,Triplet,151.20000000000002,Agent,10,50.4,1.59,[ 841  248 1060  346  229],100.0,0.5,0.8,Key,5
2266,Triplet,193.12,Agent,10,65.6,49.11,[ 770  185 1345  766  799],94.32,0.2,33.2,Orb,5
2267,Triplet,168.68,Agent,10,58.0,29.05,[ 770  185 1345  766  799],93.48,0.5,17.2,Orb,5
2268,Single,213.18,Agent,10,60.6,70.99,[432 518 519 468 429],56.18,0.2,96.4,Level Door,5
2269,Single,211.32999999999998,Agent,10,72.2,67.9,[432 518 519 468 429],80.33,0.5,58.8,Level Door,5
2270,Single,200.56,Agent,10,58.4,67.6,[747 704 652 782 702],55.36,0.2,86.8,Green Door,5
2271,Single,200.24,Agent,10,69.0,63.7,[747 704 652 782 702],76.84,0.5,54.4,Green Door,5
2272,Single,187.43,Agent,10,59.0,63.46,[1089  948 1046  964  944],57.23,0.2,71.2,Key Door,5
2273,Single,134.14999999999998,Agent,10,53.4,31.27,[1089  948 1046  964  944],59.55,0.5,21.2,Key Door,5
2274,Single,196.06,Agent,10,59.4,66.34,[1166 1311 1271 1174 1204],56.66,0.2,80.0,Other Door,5
2275,Single,171.35000000000002,Agent,10,60.8,40.61,[1166 1311 1271 1174 1204],83.75,0.5,26.8,Other Door,5
2276,Single,169.84,Agent,10,49.2,58.36,[332 327 220 810 297],49.44,0.2,71.2,Key,5
2277,Single,125.42,Agent,10,52.2,20.07,[332 327 220 810 297],61.22,0.5,12.0,Key,5
2278,Single,211.56,Agent,10,65.0,71.07,[ 564  561 1306 1013 1311],60.56,0.2,86.0,Orb,5
2279,Single,126.17,Agent,10,52.2,25.08,[ 564  561 1306 1013 1311],57.97,0.5,16.0,Orb,5
2280,Double,221.78000000000003,Agent,10,74.8,73.19,[455 467 599 407 570],78.18,0.2,68.8,Level Door,5
2281,Double,171.8,Agent,10,61.4,44.06,[455 467 599 407 570],80.0,0.5,30.4,Level Door,5
2282,Double,204.01999999999998,Agent,10,69.2,67.09,[744 607 768 649 691],72.02,0.2,62.8,Green Door,5
2283,Double,194.11,Agent,10,67.4,57.44,[744 607 768 649 691],82.71,0.5,44.0,Green Door,5
2284,Double,134.16,Agent,10,52.6,35.42,[1093  893  854  937  852],55.56,0.2,26.0,Key Door,5
2285,Double,131.5,Agent,10,52.6,16.25,[1093  893  854  937  852],69.7,0.5,9.2,Key Door,5
2286,Double,145.73999999999998,Agent,10,55.0,40.94,[1238 1277 1150 1317 1149],59.54,0.2,31.2,Other Door,5
2287,Double,145.45000000000002,Agent,10,54.6,21.99,[1238 1277 1150 1317 1149],78.05,0.5,12.8,Other Door,5
2288,Double,117.77,Agent,10,45.6,34.61,[809 347 275 256 344],43.37,0.2,28.8,Key,5
2289,Double,86.69,Agent,10,49.0,4.49,[809 347 275 256 344],35.29,0.5,2.4,Key,5
2290,Double,222.78,Agent,10,75.6,71.89,[ 173 1329  564  181 1333],84.78,0.2,62.4,Orb,5
2291,Double,186.61999999999998,Agent,10,64.6,48.7,[ 173 1329  564  181 1333],88.42,0.5,33.6,Orb,5
2292,Triplet,174.79000000000002,Agent,10,62.4,48.35,[356 354 418 542 576],77.19,0.2,35.2,Level Door,5
2293,Triplet,123.66999999999999,Agent,10,51.4,10.33,[356 354 418 542 576],66.67,0.5,5.6,Level Door,5
2294,Triplet,129.67000000000002,Agent,10,52.6,17.99,[740 607 770 833 630],66.67,0.2,10.4,Green Door,5
2295,Triplet,133.07999999999998,Agent,10,52.4,13.77,[740 607 770 833 630],73.08,0.5,7.6,Green Door,5
2296,Triplet,150.23999999999998,Agent,10,56.4,31.01,[ 969  921  935 1079  950],74.24,0.2,19.6,Key Door,5
2297,Triplet,164.4,Agent,10,54.8,17.52,[ 969  921  935 1079  950],100.0,0.5,9.6,Key Door,5
2298,Triplet,202.16,Agent,10,68.2,54.44,[1291 1292 1129 1115 1190],95.96,0.2,38.0,Other Door,5
2299,Triplet,168.70000000000002,Agent,10,57.0,25.09,[1291 1292 1129 1115 1190],97.3,0.5,14.4,Other Door,5
2300,Triplet,146.65,Agent,10,56.0,34.91,[ 233  248  817 1051 1061],67.05,0.2,23.6,Key,5
2301,Triplet,147.47,Agent,10,55.4,25.91,[ 233  248  817 1051 1061],76.47,0.5,15.6,Key,5
2302,Triplet,167.26999999999998,Agent,10,60.6,45.43,[ 175 1327 1026  188 1029],73.87,0.2,32.8,Orb,5
2303,Triplet,152.70999999999998,Agent,10,55.0,21.05,[ 175 1327 1026  188 1029],85.71,0.5,12.0,Orb,5
2304,Single,241.05,Agent,10,75.0,79.87,[492 361 436 592 569],66.85,0.2,99.2,Level Door,5
2305,Single,219.36,Agent,10,74.6,69.83,[492 361 436 592 569],85.96,0.5,58.8,Level Door,5
2306,Single,195.74,Agent,10,58.4,66.24,[692 848 650 849 823],55.74,0.2,81.6,Green Door,5
2307,Single,174.73000000000002,Agent,10,62.4,51.04,[692 848 650 849 823],73.13,0.5,39.2,Green Door,5
2308,Single,192.26,Agent,10,56.4,65.18,[1044  906 1029  990  897],54.26,0.2,81.6,Key Door,5
2309,Single,147.44,Agent,10,54.2,44.55,[1044  906 1029  990  897],56.44,0.5,36.8,Key Door,5
2310,Single,207.93,Agent,10,61.4,69.8,[1173 1111 1115 1133 1316],57.33,0.2,89.2,Other Door,5
2311,Single,202.74,Agent,10,69.8,61.77,[1173 1111 1115 1133 1316],84.14,0.5,48.8,Other Door,5
2312,Single,166.29000000000002,Agent,10,45.8,57.46,[ 227  203  341 1052  265],47.29,0.2,73.2,Key,5
2313,Single,83.1,Agent,10,44.8,12.66,[ 227  203  341 1052  265],30.3,0.5,8.0,Key,5
2314,Single,220.27,Agent,10,64.8,73.25,[1044 1016  767  556  551],59.07,0.2,96.4,Orb,5
2315,Single,207.67,Agent,10,71.2,64.18,[1044 1016  767  556  551],84.87,0.5,51.6,Orb,5
2316,Double,236.51,Agent,10,79.6,77.92,[587 409 597 502 374],84.91,0.2,72.0,Level Door,5
2317,Double,196.89,Agent,10,67.6,55.25,[587 409 597 502 374],89.29,0.5,40.0,Level Door,5
2318,Double,196.29000000000002,Agent,10,63.6,66.05,[717 774 652 758 833],61.89,0.2,70.8,Green Door,5
2319,Double,181.82,Agent,10,64.0,50.0,[717 774 652 758 833],81.82,0.5,36.0,Green Door,5
2320,Double,171.35,Agent,10,58.0,56.61,[1005 1054  894  992 1042],58.55,0.2,54.8,Key Door,5
