,Recall,Concept,Precision,F1Score,NumExp,Pattern Complexity,CPR,Encoding,Examples,TH,Accuracy,PC
2307,14.8,Key,77.08,24.83,5,,147.08,Agent,[240 295 201 842 288],0.5,55.2,10.0
2308,56.4,Orb,62.39,59.24,5,,179.99,Agent,[ 181  170  762 1346  196],0.2,61.2,10.0
2309,24.4,Orb,70.11,36.2,5,,151.51,Agent,[ 181  170  762 1346  196],0.5,57.0,10.0
2310,58.57,No Door,53.11,55.71,5,,165.10999999999999,Autoencoder,[125  47 214  53 192],0.2,53.43,10.0
2311,32.29,No Door,56.5,41.09,5,,142.5,Autoencoder,[125  47 214  53 192],0.5,53.71,10.0
2312,70.0,Level Door,51.93,59.63,5,,174.53,Autoencoder,[522 472 448 472 565],0.2,52.6,10.0
2313,39.6,Level Door,52.94,45.31,5,,144.74,Autoencoder,[522 472 448 472 565],0.5,52.2,10.0
2314,45.6,Green Door,48.51,47.01,5,,142.71,Autoencoder,[635 655 722 687 765],0.2,48.6,10.0
2315,24.0,Green Door,53.57,33.15,5,,129.17000000000002,Autoencoder,[635 655 722 687 765],0.5,51.6,10.0
2316,77.2,Key Door,59.57,67.25,5,,199.17000000000002,Autoencoder,[ 942 1008  955 1096  878],0.2,62.4,10.0
2317,58.8,Key Door,63.36,60.99,5,,184.56,Autoencoder,[ 942 1008  955 1096  878],0.5,62.4,10.0
2318,71.6,Other Door,58.69,64.51,5,,190.89,Autoencoder,[1127 1261 1287 1215 1215],0.2,60.6,10.0
2319,43.6,Other Door,61.58,51.05,5,,163.38,Autoencoder,[1127 1261 1287 1215 1215],0.5,58.2,10.0
2320,63.6,Key,50.64,56.38,5,,165.04,Autoencoder,[ 255  285  267 1086  329],0.2,50.8,10.0
2321,27.2,Key,59.65,37.36,5,,141.25,Autoencoder,[ 255  285  267 1086  329],0.5,54.4,10.0
2322,69.2,Orb,59.45,63.96,5,,189.65,Autoencoder,[ 586  584 1307  592 1346],0.2,61.0,10.0
2323,39.2,Orb,64.9,48.88,5,,163.10000000000002,Autoencoder,[ 586  584 1307  592 1346],0.5,59.0,10.0
2324,58.29,No Door,68.92,63.16,5,,193.21,Classifier,[168 229 154 189 311],0.2,66.0,10.0
2325,31.71,No Door,73.03,44.22,5,,164.74,Classifier,[168 229 154 189 311],0.5,60.0,10.0
2326,86.0,Level Door,72.64,78.76,5,,235.44,Classifier,[513 428 572 417 356],0.2,76.8,10.0
2327,70.4,Level Door,86.7,77.7,5,,236.9,Classifier,[513 428 572 417 356],0.5,79.8,10.0
2328,54.8,Green Door,52.09,53.41,5,,159.09,Classifier,[717 697 610 841 616],0.2,52.2,10.0
2329,15.6,Green Door,50.65,23.85,5,,116.44999999999999,Classifier,[717 697 610 841 616],0.5,50.2,10.0
2330,62.0,Key Door,61.26,61.63,5,,184.66,Classifier,[1012  876 1006  932 1073],0.2,61.4,10.0
2331,21.2,Key Door,67.09,32.22,5,,143.69,Classifier,[1012  876 1006  932 1073],0.5,55.4,10.0
2332,80.8,Other Door,69.9,74.96,5,,223.7,Classifier,[1130 1119 1151 1184 1173],0.2,73.0,10.0
2333,54.0,Other Door,91.22,67.84,5,,219.62,Classifier,[1130 1119 1151 1184 1173],0.5,74.4,10.0
2334,55.2,Key,63.59,59.1,5,,180.59,Classifier,[332 824 342 218 321],0.2,61.8,10.0
2335,32.0,Key,73.39,44.57,5,,165.59,Classifier,[332 824 342 218 321],0.5,60.2,10.0
2336,54.0,Orb,63.08,58.19,5,,178.28,Classifier,[ 168 1349  189  589  173],0.2,61.2,10.0
2337,22.4,Orb,88.89,35.78,5,,171.09,Classifier,[ 168 1349  189  589  173],0.5,59.8,10.0
2338,61.71,No Door,47.58,53.73,5,,156.15,Random,[291  71 181  78 277],0.2,46.86,10.0
2339,17.71,No Door,51.67,26.38,5,,119.95000000000002,Random,[291  71 181  78 277],0.5,50.57,10.0
2340,59.2,Level Door,47.13,52.48,5,,152.73000000000002,Random,[557 504 387 564 370],0.2,46.4,10.0
2341,19.2,Level Door,57.14,28.74,5,,128.73999999999998,Random,[557 504 387 564 370],0.5,52.4,10.0
2342,49.6,Green Door,56.36,52.76,5,,161.56,Random,[818 828 739 832 841],0.2,55.6,10.0
2343,18.0,Green Door,63.38,28.04,5,,135.18,Random,[818 828 739 832 841],0.5,53.8,10.0
2344,60.8,Key Door,48.72,54.09,5,,157.92000000000002,Random,[ 931  926  916 1081  996],0.2,48.4,10.0
2345,18.4,Key Door,47.42,26.51,5,,114.82,Random,[ 931  926  916 1081  996],0.5,49.0,10.0
2346,44.4,Other Door,50.45,47.23,5,,145.25,Random,[1130 1228 1103 1231 1192],0.2,50.4,10.0
2347,18.8,Other Door,48.45,27.09,5,,116.64999999999999,Random,[1130 1228 1103 1231 1192],0.5,49.4,10.0
2348,42.8,Key,47.98,45.24,5,,138.98000000000002,Random,[1061 1068  833 1083  255],0.2,48.2,10.0
2349,16.4,Key,50.0,24.7,5,,116.4,Random,[1061 1068  833 1083  255],0.5,50.0,10.0
2350,64.4,Orb,49.54,56.0,5,,163.34,Random,[1319 1032  790 1305 1313],0.2,49.4,10.0
2351,17.6,Orb,50.0,26.04,5,,117.6,Random,[1319 1032  790 1305 1313],0.5,50.0,10.0
2352,14.29,No Door,27.32,18.76,5,,79.75,Agent,[ 16 168 224 213 343],0.2,38.14,10.0
2353,0.57,No Door,20.0,1.11,5,,69.71,Agent,[ 16 168 224 213 343],0.5,49.14,10.0
2354,52.0,Level Door,80.25,63.11,5,,201.85,Agent,[527 539 497 467 570],0.2,69.6,10.0
2355,36.4,Level Door,89.22,51.71,5,,191.62,Agent,[527 539 497 467 570],0.5,66.0,10.0
2356,59.2,Green Door,67.89,63.25,5,,192.69,Agent,[697 819 761 706 668],0.2,65.6,10.0
2357,30.0,Green Door,89.29,44.91,5,,182.49,Agent,[697 819 761 706 668],0.5,63.2,10.0
2358,39.2,Key Door,64.05,48.63,5,,161.85000000000002,Agent,[1034 1022  926  989  907],0.2,58.6,10.0
2359,16.8,Key Door,80.77,27.81,5,,153.97,Agent,[1034 1022  926  989  907],0.5,56.4,10.0
2360,44.8,Other Door,65.5,53.21,5,,170.89999999999998,Agent,[1111 1332 1274 1216 1114],0.2,60.6,10.0
2361,17.6,Other Door,97.78,29.83,5,,173.98,Agent,[1111 1332 1274 1216 1114],0.5,58.6,10.0
2362,27.2,Key,58.12,37.06,5,,139.11999999999998,Agent,[1053  827  214  302 1073],0.2,53.8,10.0
2363,14.0,Key,71.43,23.41,5,,139.63,Agent,[1053  827  214  302 1073],0.5,54.2,10.0
2364,66.0,Orb,83.33,73.66,5,,225.73000000000002,Agent,[ 775  762  569  152 1330],0.2,76.4,10.0
2365,37.2,Orb,85.32,51.81,5,,187.92000000000002,Agent,[ 775  762  569  152 1330],0.5,65.4,10.0
2366,82.29,No Door,55.49,66.28,5,,195.92000000000002,Autoencoder,[236 332  18 253  75],0.2,58.14,10.0
2367,21.71,No Door,63.87,32.41,5,,140.29,Autoencoder,[236 332  18 253  75],0.5,54.71,10.0
2368,67.2,Level Door,55.63,60.87,5,,179.63,Autoencoder,[503 372 462 357 570],0.2,56.8,10.0
2369,20.8,Level Door,50.0,29.38,5,,120.8,Autoencoder,[503 372 462 357 570],0.5,50.0,10.0
2370,49.2,Green Door,50.2,49.69,5,,149.60000000000002,Autoencoder,[798 839 769 737 748],0.2,50.2,10.0
2371,31.2,Green Door,53.79,39.49,5,,137.19,Autoencoder,[798 839 769 737 748],0.5,52.2,10.0
2372,75.2,Key Door,55.95,64.16,5,,189.15,Autoencoder,[969 980 986 895 890],0.2,58.0,10.0
2373,57.6,Key Door,59.26,58.42,5,,175.85999999999999,Autoencoder,[969 980 986 895 890],0.5,59.0,10.0
2374,72.4,Other Door,64.18,68.04,5,,202.58,Autoencoder,[1276 1240 1269 1239 1269],0.2,66.0,10.0
2375,26.0,Other Door,50.39,34.3,5,,126.59,Autoencoder,[1276 1240 1269 1239 1269],0.5,50.2,10.0
2376,44.4,Key,52.11,47.95,5,,148.31,Autoencoder,[825 254 257 823 204],0.2,51.8,10.0
2377,18.8,Key,49.47,27.25,5,,118.07,Autoencoder,[825 254 257 823 204],0.5,49.8,10.0
2378,47.2,Orb,57.0,51.64,5,,160.0,Autoencoder,[1300 1336  597  156  177],0.2,55.8,10.0
2379,25.6,Orb,59.26,35.75,5,,138.85999999999999,Autoencoder,[1300 1336  597  156  177],0.5,54.0,10.0
2380,55.71,No Door,78.0,65.0,5,,203.71,Classifier,[104 289 287 257   5],0.2,70.0,10.0
2381,36.86,No Door,83.77,51.19,5,,185.49,Classifier,[104 289 287 257   5],0.5,64.86,10.0
2382,80.0,Level Door,72.73,76.19,5,,227.73000000000002,Classifier,[517 527 479 473 373],0.2,75.0,10.0
2383,57.6,Level Door,92.31,70.94,5,,226.31,Classifier,[517 527 479 473 373],0.5,76.4,10.0
2384,74.0,Green Door,69.55,71.71,5,,214.35,Classifier,[776 832 624 832 618],0.2,70.8,10.0
2385,53.2,Green Door,78.7,63.49,5,,201.3,Classifier,[776 832 624 832 618],0.5,69.4,10.0
2386,69.2,Key Door,59.04,63.72,5,,188.84,Classifier,[ 994 1050  980  880  884],0.2,60.6,10.0
2387,15.6,Key Door,67.24,25.32,5,,136.84,Classifier,[ 994 1050  980  880  884],0.5,54.0,10.0
2388,77.2,Other Door,64.12,70.05,5,,208.32,Classifier,[1230 1102 1337 1172 1277],0.2,67.0,10.0
2389,50.0,Other Door,78.62,61.13,5,,196.82,Classifier,[1230 1102 1337 1172 1277],0.5,68.2,10.0
2390,56.0,Key,57.14,56.56,5,,170.14,Classifier,[320 819 222 269 822],0.2,57.0,10.0
2391,24.8,Key,71.26,36.79,5,,153.46,Classifier,[320 819 222 269 822],0.5,57.4,10.0
2392,54.0,Orb,53.36,53.68,5,,160.76,Classifier,[1005 1005 1019 1325  781],0.2,53.4,10.0
2393,24.0,Orb,56.6,33.71,5,,133.4,Classifier,[1005 1005 1019 1325  781],0.5,52.8,10.0
2394,51.14,No Door,52.03,51.58,5,,155.17000000000002,Random,[332 165   2 199 126],0.2,52.0,10.0
2395,17.43,No Door,46.21,25.31,5,,112.21000000000001,Random,[332 165   2 199 126],0.5,48.57,10.0
2396,66.4,Level Door,51.39,57.94,5,,169.59,Random,[539 518 514 531 499],0.2,51.8,10.0
2397,16.8,Level Door,50.6,25.22,5,,117.60000000000001,Random,[539 518 514 531 499],0.5,50.2,10.0
2398,50.0,Green Door,51.44,50.71,5,,152.84,Random,[767 800 653 831 617],0.2,51.4,10.0
2399,10.0,Green Door,78.12,17.73,5,,141.72,Random,[767 800 653 831 617],0.5,53.6,10.0
2400,62.0,Key Door,49.21,54.87,5,,160.21,Random,[ 978  894  988  890 1070],0.2,49.0,10.0
2401,12.4,Key Door,50.0,19.87,5,,112.4,Random,[ 978  894  988  890 1070],0.5,50.0,10.0
2402,65.2,Other Door,50.31,56.8,5,,165.91000000000003,Random,[1124 1160 1311 1178 1151],0.2,50.4,10.0
2403,18.0,Other Door,60.0,27.69,5,,131.0,Random,[1124 1160 1311 1178 1151],0.5,53.0,10.0
2404,49.6,Key,49.8,49.7,5,,149.2,Random,[1078  330  226  202 1093],0.2,49.8,10.0
2405,18.8,Key,47.47,26.93,5,,115.27,Random,[1078  330  226  202 1093],0.5,49.0,10.0
2406,50.4,Orb,50.81,50.6,5,,152.01,Random,[1001  590 1035  189  583],0.2,50.8,10.0
2407,22.4,Orb,53.85,31.64,5,,127.85,Random,[1001  590 1035  189  583],0.5,51.6,10.0
2408,14.57,No Door,37.5,20.99,5,,97.21000000000001,Agent,[221  43   1 169  77],0.2,45.14,10.0
2409,4.0,No Door,46.67,7.37,5,,100.38,Agent,[221  43   1 169  77],0.5,49.71,10.0
2410,60.0,Level Door,88.76,71.6,5,,224.96,Agent,[394 552 525 484 391],0.2,76.2,10.0
2411,40.8,Level Door,93.58,56.82,5,,203.38,Agent,[394 552 525 484 391],0.5,69.0,10.0
2412,63.2,Green Door,72.81,67.67,5,,205.81,Agent,[789 779 744 689 690],0.2,69.8,10.0
2413,40.0,Green Door,82.64,53.91,5,,188.44,Agent,[789 779 744 689 690],0.5,65.8,10.0
2414,38.4,Key Door,50.79,43.73,5,,139.79,Agent,[ 925  853 1010 1081  961],0.2,50.6,10.0
2415,5.6,Key Door,31.82,9.52,5,,84.22,Agent,[ 925  853 1010 1081  961],0.5,46.8,10.0
2416,23.2,Other Door,50.88,31.87,5,,124.48,Agent,[1178 1307 1132 1173 1315],0.2,50.4,10.0
2417,2.0,Other Door,55.56,3.86,5,,107.76,Agent,[1178 1307 1132 1173 1315],0.5,50.2,10.0
2418,44.8,Key,56.85,50.11,5,,157.05,Agent,[ 846  235 1068  345  268],0.2,55.4,10.0
2419,18.8,Key,75.81,30.13,5,,151.01000000000002,Agent,[ 846  235 1068  345  268],0.5,56.4,10.0
2420,46.8,Orb,67.63,55.32,5,,176.63,Agent,[1349  157  787 1041  585],0.2,62.2,10.0
2421,28.8,Orb,75.79,41.74,5,,164.39000000000001,Agent,[1349  157  787 1041  585],0.5,59.8,10.0
2422,80.0,No Door,56.45,66.19,5,,195.59,Autoencoder,[193 109 347  83  28],0.2,59.14,10.0
2423,35.71,No Door,64.77,46.04,5,,158.62,Autoencoder,[193 109 347  83  28],0.5,58.14,10.0
2424,49.2,Level Door,51.9,50.51,5,,152.89999999999998,Autoencoder,[572 508 379 492 515],0.2,51.8,10.0
2425,26.4,Level Door,48.18,34.11,5,,123.58000000000001,Autoencoder,[572 508 379 492 515],0.5,49.0,10.0
2426,63.2,Green Door,50.8,56.33,5,,165.0,Autoencoder,[700 631 711 635 651],0.2,51.0,10.0
2427,25.6,Green Door,54.7,34.88,5,,132.5,Autoencoder,[700 631 711 635 651],0.5,52.2,10.0
2428,47.2,Key Door,48.36,47.77,5,,143.95999999999998,Autoencoder,[ 859 1038  989 1018  989],0.2,48.4,10.0
2429,21.2,Key Door,44.54,28.73,5,,113.14,Autoencoder,[ 859 1038  989 1018  989],0.5,47.4,10.0
2430,76.0,Other Door,63.12,68.96,5,,204.92,Autoencoder,[1130 1282 1237 1175 1294],0.2,65.8,10.0
2431,42.8,Other Door,69.03,52.84,5,,173.63,Autoencoder,[1130 1282 1237 1175 1294],0.5,61.8,10.0
2432,56.8,Key,51.45,53.99,5,,159.85000000000002,Autoencoder,[ 216  273  315 1095 1051],0.2,51.6,10.0
2433,19.6,Key,46.67,27.61,5,,114.87,Autoencoder,[ 216  273  315 1095 1051],0.5,48.6,10.0
2434,62.4,Orb,62.15,62.27,5,,186.75,Autoencoder,[1348  191  568 1022  591],0.2,62.2,10.0
2435,44.4,Orb,67.27,53.49,5,,173.07,Autoencoder,[1348  191  568 1022  591],0.5,61.4,10.0
2436,74.86,No Door,73.39,74.12,5,,222.11,Classifier,[332  95 254  12 216],0.2,73.86,10.0
2437,43.71,No Door,92.17,59.3,5,,205.88000000000002,Classifier,[332  95 254  12 216],0.5,70.0,10.0
2438,83.2,Level Door,67.75,74.68,5,,222.75,Classifier,[516 511 496 440 508],0.2,71.8,10.0
2439,66.0,Level Door,82.91,73.49,5,,225.11,Classifier,[516 511 496 440 508],0.5,76.2,10.0
2440,62.8,Green Door,60.85,61.81,5,,184.85000000000002,Classifier,[629 760 758 752 629],0.2,61.2,10.0
2441,34.4,Green Door,66.15,45.26,5,,158.95000000000002,Classifier,[629 760 758 752 629],0.5,58.4,10.0
2442,63.6,Key Door,57.4,60.34,5,,179.2,Classifier,[1072 1017  886  854  916],0.2,58.2,10.0
2443,32.4,Key Door,81.82,46.42,5,,176.82,Classifier,[1072 1017  886  854  916],0.5,62.6,10.0
2444,71.2,Other Door,69.26,70.22,5,,210.26,Classifier,[1269 1330 1260 1143 1154],0.2,69.8,10.0
2445,22.4,Other Door,81.16,35.11,5,,162.16,Classifier,[1269 1330 1260 1143 1154],0.5,58.6,10.0
2446,68.0,Key,63.67,65.76,5,,196.26999999999998,Classifier,[244 318 244 222 220],0.2,64.6,10.0
2447,32.0,Key,74.07,44.69,5,,166.47,Classifier,[244 318 244 222 220],0.5,60.4,10.0
2448,62.0,Orb,60.31,61.14,5,,182.91,Classifier,[1049 1034  587 1016  178],0.2,60.6,10.0
2449,29.2,Orb,65.77,40.44,5,,151.97,Classifier,[1049 1034  587 1016  178],0.5,57.0,10.0
2450,61.71,No Door,50.59,55.6,5,,163.01000000000002,Random,[115  71  52 275 222],0.2,50.71,10.0
2451,18.86,No Door,46.81,26.89,5,,114.38000000000001,Random,[115  71  52 275 222],0.5,48.71,10.0
2452,60.4,Level Door,51.71,55.72,5,,164.11,Random,[590 394 580 356 596],0.2,52.0,10.0
2453,20.4,Level Door,53.12,29.48,5,,124.72,Random,[590 394 580 356 596],0.5,51.2,10.0
2454,44.0,Green Door,53.66,48.35,5,,150.66,Random,[621 652 656 755 825],0.2,53.0,10.0
2455,20.4,Green Door,57.95,30.18,5,,131.15,Random,[621 652 656 755 825],0.5,52.8,10.0
2456,67.2,Key Door,52.17,58.74,5,,172.17000000000002,Random,[858 993 907 940 875],0.2,52.8,10.0
2457,15.6,Key Door,51.32,23.93,5,,117.32,Random,[858 993 907 940 875],0.5,50.4,10.0
2458,64.0,Other Door,49.69,55.94,5,,163.29,Random,[1242 1152 1171 1274 1283],0.2,49.6,10.0
2459,19.2,Other Door,52.17,28.07,5,,122.17,Random,[1242 1152 1171 1274 1283],0.5,50.8,10.0
2460,62.8,Key,48.76,54.9,5,,159.95999999999998,Random,[844 342 825 250 327],0.2,48.4,10.0
2461,15.2,Key,52.78,23.6,5,,118.78,Random,[844 342 825 250 327],0.5,50.8,10.0
2462,45.2,Orb,50.22,47.58,5,,145.62,Random,[ 597  589 1329  756  777],0.2,50.2,10.0
2463,17.2,Orb,47.78,25.29,5,,114.18,Random,[ 597  589 1329  756  777],0.5,49.2,10.0
2464,24.0,No Door,43.08,30.83,5,,113.22,Agent,[133 292 224 210  89],0.2,46.14,10.0
2465,0.0,No Door,0.0,0.0,5,,49.43,Agent,[133 292 224 210  89],0.5,49.43,10.0
2466,80.0,Level Door,84.75,82.31,5,,247.55,Agent,[477 453 557 563 445],0.2,82.8,10.0
2467,33.6,Level Door,87.5,48.55,5,,185.5,Agent,[477 453 557 563 445],0.5,64.4,10.0
2468,59.2,Green Door,62.45,60.78,5,,183.45,Agent,[761 687 828 648 807],0.2,61.8,10.0
2469,19.6,Green Door,65.33,30.15,5,,139.53,Agent,[761 687 828 648 807],0.5,54.6,10.0
2470,32.4,Key Door,60.0,42.08,5,,147.8,Agent,[ 950  949 1062  932 1014],0.2,55.4,10.0
2471,15.2,Key Door,73.08,25.17,5,,143.07999999999998,Agent,[ 950  949 1062  932 1014],0.5,54.8,10.0
2472,42.0,Other Door,79.55,54.97,5,,187.14999999999998,Agent,[1226 1176 1283 1260 1156],0.2,65.6,10.0
2473,12.8,Other Door,84.21,22.22,5,,152.21,Agent,[1226 1176 1283 1260 1156],0.5,55.2,10.0
2474,24.0,Key,57.69,33.9,5,,134.89,Agent,[809 308 253 301 808],0.2,53.2,10.0
2475,2.8,Key,70.0,5.38,5,,123.6,Agent,[809 308 253 301 808],0.5,50.8,10.0
2476,53.6,Orb,73.63,62.04,5,,194.42999999999998,Agent,[1344  560  177 1003  785],0.2,67.2,10.0
2477,21.6,Orb,91.53,34.95,5,,172.92999999999998,Agent,[1344  560  177 1003  785],0.5,59.8,10.0
2478,78.0,No Door,54.49,64.16,5,,188.92000000000002,Autoencoder,[207 262  22  27 327],0.2,56.43,10.0
2479,20.86,No Door,56.59,30.48,5,,129.88,Autoencoder,[207 262  22  27 327],0.5,52.43,10.0
2480,51.2,Level Door,51.41,51.3,5,,154.01,Autoencoder,[503 509 575 474 382],0.2,51.4,10.0
2481,16.0,Level Door,56.34,24.92,5,,124.14,Autoencoder,[503 509 575 474 382],0.5,51.8,10.0
2482,70.8,Green Door,56.73,62.99,5,,185.93,Autoencoder,[776 791 659 803 739],0.2,58.4,10.0
2483,29.2,Green Door,61.34,39.57,5,,145.94,Autoencoder,[776 791 659 803 739],0.5,55.4,10.0
2484,46.4,Key Door,41.28,43.69,5,,127.88,Autoencoder,[ 865 1082  909  992  894],0.2,40.2,10.0
2485,7.2,Key Door,22.22,10.88,5,,70.42,Autoencoder,[ 865 1082  909  992  894],0.5,41.0,10.0
2486,69.6,Other Door,59.59,64.21,5,,190.39,Autoencoder,[1202 1283 1205 1169 1265],0.2,61.2,10.0
2487,47.6,Other Door,62.96,54.21,5,,170.35999999999999,Autoencoder,[1202 1283 1205 1169 1265],0.5,59.8,10.0
2488,75.6,Key,55.26,63.85,5,,188.06,Autoencoder,[ 301  812  308  233 1079],0.2,57.2,10.0
2489,20.0,Key,59.52,29.94,5,,132.72,Autoencoder,[ 301  812  308  233 1079],0.5,53.2,10.0
2490,60.8,Orb,59.14,59.96,5,,179.33999999999997,Autoencoder,[1348 1014  797 1345  758],0.2,59.4,10.0
2491,41.6,Orb,61.18,49.52,5,,160.38,Autoencoder,[1348 1014  797 1345  758],0.5,57.6,10.0
2492,63.14,No Door,60.71,61.9,5,,184.99,Classifier,[232 215  82  92 250],0.2,61.14,10.0
2493,18.57,No Door,82.28,30.3,5,,158.14,Classifier,[232 215  82  92 250],0.5,57.29,10.0
2494,75.6,Level Door,70.0,72.69,5,,217.2,Classifier,[366 393 501 561 359],0.2,71.6,10.0
2495,55.6,Level Door,77.22,64.65,5,,202.42,Classifier,[366 393 501 561 359],0.5,69.6,10.0
2496,67.6,Green Door,66.8,67.2,5,,201.4,Classifier,[659 840 631 827 789],0.2,67.0,10.0
2497,38.4,Green Door,71.11,49.87,5,,170.91,Classifier,[659 840 631 827 789],0.5,61.4,10.0
2498,66.4,Key Door,65.35,65.87,5,,197.35,Classifier,[1096 1046  916  935 1078],0.2,65.6,10.0
2499,40.8,Key Door,76.69,53.26,5,,181.69,Classifier,[1096 1046  916  935 1078],0.5,64.2,10.0
2500,78.0,Other Door,73.58,75.73,5,,226.57999999999998,Classifier,[1322 1205 1137 1302 1159],0.2,75.0,10.0
2501,37.6,Other Door,86.24,52.37,5,,189.64,Classifier,[1322 1205 1137 1302 1159],0.5,65.8,10.0
2502,62.8,Key,60.38,61.57,5,,183.98000000000002,Classifier,[819 836 325 289 823],0.2,60.8,10.0
2503,26.4,Key,68.04,38.04,5,,151.44,Classifier,[819 836 325 289 823],0.5,57.0,10.0
2504,62.8,Orb,67.38,65.01,5,,196.38,Classifier,[ 598 1308  598  197 1020],0.2,66.2,10.0
2505,32.8,Orb,71.93,45.05,5,,164.73000000000002,Classifier,[ 598 1308  598  197 1020],0.5,60.0,10.0
2506,64.86,No Door,53.41,58.58,5,,172.41,Random,[ 88 314 205 174 131],0.2,54.14,10.0
2507,19.14,No Door,57.26,28.69,5,,128.82999999999998,Random,[ 88 314 205 174 131],0.5,52.43,10.0
2508,66.0,Level Door,52.72,58.62,5,,172.12,Random,[404 594 377 500 393],0.2,53.4,10.0
2509,17.6,Level Door,56.41,26.83,5,,126.00999999999999,Random,[404 594 377 500 393],0.5,52.0,10.0
2510,65.2,Green Door,50.0,56.6,5,,165.2,Random,[608 662 848 638 816],0.2,50.0,10.0
2511,20.4,Green Door,52.04,29.31,5,,123.24000000000001,Random,[608 662 848 638 816],0.5,50.8,10.0
2512,58.8,Key Door,50.0,54.04,5,,158.8,Random,[ 902  982 1053  946 1051],0.2,50.0,10.0
2513,21.2,Key Door,58.89,31.18,5,,133.29,Random,[ 902  982 1053  946 1051],0.5,53.2,10.0
2514,64.4,Other Door,48.06,55.04,5,,159.86,Random,[1244 1312 1231 1336 1151],0.2,47.4,10.0
2515,17.2,Other Door,53.75,26.06,5,,122.15,Random,[1244 1312 1231 1336 1151],0.5,51.2,10.0
2516,42.4,Key,52.48,46.9,5,,146.88,Random,[301 834 273 245 840],0.2,52.0,10.0
2517,19.2,Key,54.55,28.4,5,,125.35000000000001,Random,[301 834 273 245 840],0.5,51.6,10.0
2518,64.4,Orb,50.63,56.69,5,,165.83,Random,[ 758 1337  767  790 1035],0.2,50.8,10.0
2519,18.0,Orb,48.91,26.32,5,,116.50999999999999,Random,[ 758 1337  767  790 1035],0.5,49.6,10.0
2520,25.71,No Door,56.6,35.36,5,,135.31,Agent,[336 298 263 131  58],0.2,53.0,10.0
2521,13.71,No Door,67.61,22.8,5,,134.89000000000001,Agent,[336 298 263 131  58],0.5,53.57,10.0
2522,36.4,Level Door,95.79,52.75,5,,199.59,Agent,[543 411 477 497 478],0.2,67.4,10.0
2523,19.2,Level Door,100.0,32.21,5,,178.79999999999998,Agent,[543 411 477 497 478],0.5,59.6,10.0
2524,52.0,Green Door,70.27,59.77,5,,187.26999999999998,Agent,[673 830 735 708 768],0.2,65.0,10.0
2525,36.8,Green Door,81.42,50.69,5,,182.42000000000002,Agent,[673 830 735 708 768],0.5,64.2,10.0
2526,48.4,Key Door,76.58,59.31,5,,191.78,Agent,[ 863  942  939 1082 1023],0.2,66.8,10.0
2527,6.0,Key Door,88.24,11.24,5,,146.84,Agent,[ 863  942  939 1082 1023],0.5,52.6,10.0
2528,60.4,Other Door,72.6,65.94,5,,201.79999999999998,Agent,[1188 1110 1117 1242 1168],0.2,68.8,10.0
2529,26.4,Other Door,91.67,40.99,5,,180.07000000000002,Agent,[1188 1110 1117 1242 1168],0.5,62.0,10.0
2530,39.2,Key,71.53,50.65,5,,172.52999999999997,Agent,[ 259  265 1057  829  267],0.2,61.8,10.0
2531,16.8,Key,79.25,27.72,5,,152.25,Agent,[ 259  265 1057  829  267],0.5,56.2,10.0
2532,62.8,Orb,79.29,70.09,5,,215.29000000000002,Agent,[188 765 759 575 590],0.2,73.2,10.0
2533,15.6,Orb,79.59,26.09,5,,150.98999999999998,Agent,[188 765 759 575 590],0.5,55.8,10.0
2534,72.29,No Door,58.03,64.38,5,,190.32,Autoencoder,[190  38 245 264  29],0.2,60.0,10.0
2535,32.29,No Door,68.9,43.97,5,,160.05,Autoencoder,[190  38 245 264  29],0.5,58.86,10.0
2536,48.4,Level Door,53.07,50.63,5,,154.27,Autoencoder,[415 401 546 352 466],0.2,52.8,10.0
2537,27.2,Level Door,55.28,36.46,5,,135.07999999999998,Autoencoder,[415 401 546 352 466],0.5,52.6,10.0
2538,53.6,Green Door,57.26,55.37,5,,167.66,Autoencoder,[653 687 647 678 728],0.2,56.8,10.0
2539,23.2,Green Door,58.0,33.14,5,,134.4,Autoencoder,[653 687 647 678 728],0.5,53.2,10.0
2540,66.0,Key Door,59.14,62.38,5,,185.34,Autoencoder,[1086  981 1054  853 1045],0.2,60.2,10.0
2541,23.6,Key Door,57.28,33.43,5,,133.88,Autoencoder,[1086  981 1054  853 1045],0.5,53.0,10.0
2542,74.4,Other Door,60.39,66.67,5,,197.59,Autoencoder,[1159 1201 1270 1298 1210],0.2,62.8,10.0
2543,45.6,Other Door,67.06,54.29,5,,174.26,Autoencoder,[1159 1201 1270 1298 1210],0.5,61.6,10.0
2544,41.6,Key,43.51,42.53,5,,128.91,Autoencoder,[1058 1079  220  315  800],0.2,43.8,10.0
2545,24.0,Key,43.17,30.85,5,,113.37,Autoencoder,[1058 1079  220  315  800],0.5,46.2,10.0
2546,60.0,Orb,61.73,60.85,5,,183.13,Autoencoder,[1348  785  599  753 1045],0.2,61.4,10.0
2547,34.4,Orb,66.15,45.26,5,,158.95000000000002,Autoencoder,[1348  785  599  753 1045],0.5,58.4,10.0
2548,70.86,No Door,64.08,67.3,5,,200.51,Classifier,[288 282  23  76  17],0.2,65.57,10.0
2549,34.29,No Door,75.47,47.15,5,,171.32999999999998,Classifier,[288 282  23  76  17],0.5,61.57,10.0
2550,84.4,Level Door,68.06,75.35,5,,224.86,Classifier,[351 493 525 366 585],0.2,72.4,10.0
