,Recall,Concept,Precision,F1Score,NumExp,Pattern Complexity,CPR,Encoding,Examples,TH,Accuracy,PC
5022,57.6,Key,71.64,63.86,5,,196.64000000000001,Classifier,[1076  270 1083 1065  831],0.2,67.4,10.0
5023,32.8,Key,76.64,45.94,5,,170.83999999999997,Classifier,[1076  270 1083 1065  831],0.5,61.4,10.0
5024,48.8,Orb,58.94,53.39,5,,165.14,Classifier,[ 159  558 1027  769 1334],0.2,57.4,10.0
5025,18.0,Orb,77.59,29.22,5,,151.99,Classifier,[ 159  558 1027  769 1334],0.5,56.4,10.0
5026,60.57,No Door,48.85,54.08,5,,157.99,Random,[270  11 281   5  43],0.2,48.57,10.0
5027,19.43,No Door,48.92,27.81,5,,117.92000000000002,Random,[270  11 281   5  43],0.5,49.57,10.0
5028,36.8,Level Door,44.02,40.09,5,,125.82000000000001,Random,[530 391 589 359 466],0.2,45.0,10.0
5029,14.0,Level Door,49.3,21.81,5,,113.1,Random,[530 391 589 359 466],0.5,49.8,10.0
5030,66.4,Green Door,50.61,57.44,5,,167.81,Random,[719 799 667 817 754],0.2,50.8,10.0
5031,18.0,Green Door,48.39,26.24,5,,115.78999999999999,Random,[719 799 667 817 754],0.5,49.4,10.0
5032,64.0,Key Door,52.29,57.56,5,,169.09,Random,[ 925 1071 1027 1025  921],0.2,52.8,10.0
5033,17.2,Key Door,49.43,25.52,5,,116.42999999999999,Random,[ 925 1071 1027 1025  921],0.5,49.8,10.0
5034,58.4,Other Door,52.9,55.51,5,,164.5,Random,[1276 1130 1120 1107 1244],0.2,53.2,10.0
5035,17.2,Other Door,47.25,25.22,5,,113.45,Random,[1276 1130 1120 1107 1244],0.5,49.0,10.0
5036,64.0,Key,50.79,56.63,5,,165.79,Random,[295 248 302 212 814],0.2,51.0,10.0
5037,13.6,Key,44.16,20.8,5,,105.96,Random,[295 248 302 212 814],0.5,48.2,10.0
5038,49.6,Orb,47.88,48.72,5,,145.28,Random,[ 796  597  763  769 1329],0.2,47.8,10.0
5039,15.2,Orb,42.22,22.35,5,,104.62,Random,[ 796  597  763  769 1329],0.5,47.2,10.0
5040,31.14,No Door,74.66,43.95,5,,166.08999999999997,Agent,[156 275 304  43 281],0.2,60.29,10.0
5041,8.86,No Door,81.58,15.98,5,,143.87,Agent,[156 275 304  43 281],0.5,53.43,10.0
5042,55.2,Level Door,78.41,64.79,5,,203.61,Agent,[551 586 582 548 385],0.2,70.0,10.0
5043,33.2,Level Door,96.51,49.4,5,,195.70999999999998,Agent,[551 586 582 548 385],0.5,66.0,10.0
5044,56.8,Green Door,68.93,62.28,5,,191.32999999999998,Agent,[621 748 636 805 823],0.2,65.6,10.0
5045,32.4,Green Door,80.2,46.15,5,,174.8,Agent,[621 748 636 805 823],0.5,62.2,10.0
5046,50.8,Key Door,61.95,55.82,5,,172.55,Agent,[1076 1018  945  987 1041],0.2,59.8,10.0
5047,8.8,Key Door,66.67,15.55,5,,127.67,Agent,[1076 1018  945  987 1041],0.5,52.2,10.0
5048,15.2,Other Door,43.68,22.55,5,,106.67999999999999,Agent,[1340 1277 1263 1277 1253],0.2,47.8,10.0
5049,2.8,Other Door,35.0,5.19,5,,86.6,Agent,[1340 1277 1263 1277 1253],0.5,48.8,10.0
5050,45.6,Key,53.02,49.03,5,,151.22,Agent,[845 803 822 251 269],0.2,52.6,10.0
5051,11.6,Key,70.73,19.93,5,,135.73,Agent,[845 803 822 251 269],0.5,53.4,10.0
5052,62.0,Orb,77.5,68.89,5,,211.5,Agent,[ 556  155 1049 1321 1044],0.2,72.0,10.0
5053,23.2,Orb,77.33,35.69,5,,158.73,Agent,[ 556  155 1049 1321 1044],0.5,58.2,10.0
5054,54.0,No Door,50.81,52.36,5,,155.67000000000002,Autoencoder,[161 146 166 131  37],0.2,50.86,10.0
5055,29.43,No Door,57.54,38.94,5,,140.83,Autoencoder,[161 146 166 131  37],0.5,53.86,10.0
5056,80.4,Level Door,52.07,63.21,5,,185.67000000000002,Autoencoder,[357 445 375 373 431],0.2,53.2,10.0
5057,28.0,Level Door,56.91,37.53,5,,138.31,Autoencoder,[357 445 375 373 431],0.5,53.4,10.0
5058,62.0,Green Door,56.36,59.05,5,,175.36,Autoencoder,[638 623 640 711 630],0.2,57.0,10.0
5059,21.6,Green Door,58.7,31.58,5,,133.5,Autoencoder,[638 623 640 711 630],0.5,53.2,10.0
5060,72.4,Key Door,56.92,63.73,5,,188.12,Autoencoder,[ 917  986 1015 1000  971],0.2,58.8,10.0
5061,40.4,Key Door,65.58,50.0,5,,165.58,Autoencoder,[ 917  986 1015 1000  971],0.5,59.6,10.0
5062,68.8,Other Door,58.5,63.23,5,,187.3,Autoencoder,[1302 1251 1292 1275 1273],0.2,60.0,10.0
5063,41.2,Other Door,58.86,48.47,5,,156.26,Autoencoder,[1302 1251 1292 1275 1273],0.5,56.2,10.0
5064,45.6,Key,46.53,46.06,5,,138.73,Autoencoder,[223 318 844 208 209],0.2,46.6,10.0
5065,20.8,Key,44.07,28.26,5,,112.07000000000001,Autoencoder,[223 318 844 208 209],0.5,47.2,10.0
5066,70.4,Orb,57.14,63.08,5,,186.34,Autoencoder,[1048  792  555  775 1031],0.2,58.8,10.0
5067,40.4,Orb,66.45,50.25,5,,166.85,Autoencoder,[1048  792  555  775 1031],0.5,60.0,10.0
5068,52.57,No Door,55.09,53.8,5,,162.52,Classifier,[ 25 202 305 165  78],0.2,54.86,10.0
5069,20.86,No Door,62.93,31.33,5,,138.07999999999998,Classifier,[ 25 202 305 165  78],0.5,54.29,10.0
5070,69.2,Level Door,67.32,68.25,5,,204.32,Classifier,[483 595 418 354 379],0.2,67.8,10.0
5071,44.4,Level Door,79.86,57.07,5,,190.85999999999999,Classifier,[483 595 418 354 379],0.5,66.6,10.0
5072,59.6,Green Door,69.63,64.23,5,,196.03,Classifier,[824 716 639 823 604],0.2,66.8,10.0
5073,26.8,Green Door,77.01,39.76,5,,163.21,Classifier,[824 716 639 823 604],0.5,59.4,10.0
5074,60.8,Key Door,64.41,62.55,5,,188.81,Classifier,[924 884 998 939 953],0.2,63.6,10.0
5075,25.6,Key Door,63.37,36.47,5,,144.37,Classifier,[924 884 998 939 953],0.5,55.4,10.0
5076,74.8,Other Door,62.13,67.88,5,,201.52999999999997,Classifier,[1156 1329 1106 1133 1170],0.2,64.6,10.0
5077,34.4,Other Door,69.35,45.99,5,,163.35,Classifier,[1156 1329 1106 1133 1170],0.5,59.6,10.0
5078,70.4,Key,67.43,68.88,5,,206.03,Classifier,[331 253 839 837 313],0.2,68.2,10.0
5079,32.4,Key,72.97,44.87,5,,165.57000000000002,Classifier,[331 253 839 837 313],0.5,60.2,10.0
5080,60.0,Orb,62.5,61.22,5,,184.5,Classifier,[1330  794 1337  166 1005],0.2,62.0,10.0
5081,26.0,Orb,72.22,38.23,5,,156.22,Classifier,[1330  794 1337  166 1005],0.5,58.0,10.0
5082,63.71,No Door,48.48,55.06,5,,160.19,Random,[  6 200 226 225 163],0.2,48.0,10.0
5083,22.57,No Door,60.31,32.85,5,,136.74,Random,[  6 200 226 225 163],0.5,53.86,10.0
5084,65.2,Level Door,50.31,56.8,5,,165.91000000000003,Random,[404 385 566 570 438],0.2,50.4,10.0
5085,15.6,Level Door,44.83,23.15,5,,108.63,Random,[404 385 566 570 438],0.5,48.2,10.0
5086,40.4,Green Door,47.2,43.54,5,,135.20000000000002,Random,[734 813 729 679 842],0.2,47.6,10.0
5087,16.4,Green Door,46.59,24.26,5,,111.78999999999999,Random,[734 813 729 679 842],0.5,48.8,10.0
5088,60.0,Key Door,51.02,55.15,5,,162.22,Random,[1080 1099  897 1035  852],0.2,51.2,10.0
5089,17.6,Key Door,48.89,25.88,5,,116.09,Random,[1080 1099  897 1035  852],0.5,49.6,10.0
5090,60.0,Other Door,48.39,53.57,5,,156.39,Random,[1221 1132 1290 1173 1243],0.2,48.0,10.0
5091,16.0,Other Door,48.19,24.02,5,,113.59,Random,[1221 1132 1290 1173 1243],0.5,49.4,10.0
5092,64.4,Key,48.2,55.13,5,,160.20000000000002,Random,[ 823  813 1090 1066  220],0.2,47.6,10.0
5093,18.0,Key,50.0,26.47,5,,118.0,Random,[ 823  813 1090 1066  220],0.5,50.0,10.0
5094,56.0,Orb,50.36,53.03,5,,156.76,Random,[ 592 1306  590 1001  563],0.2,50.4,10.0
5095,20.4,Orb,52.04,29.31,5,,123.24000000000001,Random,[ 592 1306  590 1001  563],0.5,50.8,10.0
5096,22.0,No Door,47.53,30.08,5,,118.39,Agent,[155 264 157 257  76],0.2,48.86,10.0
5097,2.57,No Door,52.94,4.9,5,,105.64999999999999,Agent,[155 264 157 257  76],0.5,50.14,10.0
5098,57.2,Level Door,80.34,66.82,5,,209.14,Agent,[458 536 524 538 524],0.2,71.6,10.0
5099,34.0,Level Door,95.51,50.15,5,,195.71,Agent,[458 536 524 538 524],0.5,66.2,10.0
5100,60.8,Green Door,66.09,63.33,5,,191.69,Agent,[767 742 800 811 658],0.2,64.8,10.0
5101,39.2,Green Door,85.96,53.85,5,,191.56,Agent,[767 742 800 811 658],0.5,66.4,10.0
5102,19.2,Key Door,60.76,29.18,5,,133.35999999999999,Agent,[ 967  924  950  867 1016],0.2,53.4,10.0
5103,3.2,Key Door,88.89,6.18,5,,143.48999999999998,Agent,[ 967  924  950  867 1016],0.5,51.4,10.0
5104,45.2,Other Door,73.86,56.08,5,,183.65999999999997,Agent,[1200 1301 1128 1347 1242],0.2,64.6,10.0
5105,10.8,Other Door,90.0,19.29,5,,155.60000000000002,Agent,[1200 1301 1128 1347 1242],0.5,54.8,10.0
5106,48.4,Key,64.36,55.25,5,,173.56,Agent,[336 268 841 204 285],0.2,60.8,10.0
5107,2.0,Key,71.43,3.89,5,,124.03,Agent,[336 268 841 204 285],0.5,50.6,10.0
5108,64.0,Orb,73.06,68.23,5,,207.26,Agent,[1332 1021  758  170  787],0.2,70.2,10.0
5109,30.0,Orb,86.21,44.51,5,,178.81,Agent,[1332 1021  758  170  787],0.5,62.6,10.0
5110,46.29,No Door,48.21,47.23,5,,142.79,Autoencoder,[149  23 203 317 165],0.2,48.29,10.0
5111,32.29,No Door,50.0,39.24,5,,132.29,Autoencoder,[149  23 203 317 165],0.5,50.0,10.0
5112,57.2,Level Door,54.79,55.97,5,,166.99,Autoencoder,[565 493 369 566 384],0.2,55.0,10.0
5113,24.8,Level Door,52.99,33.79,5,,129.19,Autoencoder,[565 493 369 566 384],0.5,51.4,10.0
5114,46.0,Green Door,50.22,48.02,5,,146.42000000000002,Autoencoder,[714 721 641 772 617],0.2,50.2,10.0
5115,28.0,Green Door,58.33,37.84,5,,140.32999999999998,Autoencoder,[714 721 641 772 617],0.5,54.0,10.0
5116,72.0,Key Door,55.73,62.83,5,,185.13,Autoencoder,[ 911  877  854  990 1054],0.2,57.4,10.0
5117,59.2,Key Door,64.07,61.54,5,,186.26999999999998,Autoencoder,[ 911  877  854  990 1054],0.5,63.0,10.0
5118,66.4,Other Door,63.12,64.72,5,,193.32,Autoencoder,[1138 1161 1181 1292 1136],0.2,63.8,10.0
5119,28.8,Other Door,60.0,38.92,5,,143.6,Autoencoder,[1138 1161 1181 1292 1136],0.5,54.8,10.0
5120,54.4,Key,51.91,53.13,5,,158.31,Autoencoder,[819 303 258 339 833],0.2,52.0,10.0
5121,18.0,Key,59.21,27.61,5,,130.01,Autoencoder,[819 303 258 339 833],0.5,52.8,10.0
5122,62.4,Orb,56.73,59.43,5,,176.53,Autoencoder,[1043  184  582 1021  770],0.2,57.4,10.0
5123,43.2,Orb,62.43,51.06,5,,164.23000000000002,Autoencoder,[1043  184  582 1021  770],0.5,58.6,10.0
5124,64.29,No Door,59.21,61.65,5,,183.5,Classifier,[202 114  79 224 245],0.2,60.0,10.0
5125,21.14,No Door,65.49,31.96,5,,141.63,Classifier,[202 114  79 224 245],0.5,55.0,10.0
5126,85.6,Level Door,71.1,77.68,5,,232.1,Classifier,[493 372 523 352 465],0.2,75.4,10.0
5127,54.4,Level Door,84.47,66.18,5,,211.07000000000002,Classifier,[493 372 523 352 465],0.5,72.2,10.0
5128,46.8,Green Door,56.25,51.09,5,,158.25,Classifier,[713 683 700 776 710],0.2,55.2,10.0
5129,21.6,Green Door,59.34,31.67,5,,134.34,Classifier,[713 683 700 776 710],0.5,53.4,10.0
5130,59.2,Key Door,69.16,63.79,5,,194.76,Classifier,[1045  951 1000  965 1019],0.2,66.4,10.0
5131,38.8,Key Door,77.6,51.73,5,,180.2,Classifier,[1045  951 1000  965 1019],0.5,63.8,10.0
5132,78.0,Other Door,75.88,76.93,5,,230.48,Classifier,[1198 1347 1142 1248 1144],0.2,76.6,10.0
5133,59.2,Other Door,95.48,73.09,5,,232.88,Classifier,[1198 1347 1142 1248 1144],0.5,78.2,10.0
5134,48.4,Key,61.42,54.14,5,,168.82,Classifier,[1088  331  811 1064  259],0.2,59.0,10.0
5135,16.4,Key,60.29,25.79,5,,129.49,Classifier,[1088  331  811 1064  259],0.5,52.8,10.0
5136,40.0,Orb,54.64,46.19,5,,148.04,Classifier,[1317  578  576  593  166],0.2,53.4,10.0
5137,23.2,Orb,55.77,32.77,5,,131.37,Classifier,[1317  578  576  593  166],0.5,52.4,10.0
5138,60.57,No Door,48.29,53.74,5,,156.72,Random,[249   3 117 123 301],0.2,47.86,10.0
5139,18.57,No Door,50.39,27.14,5,,119.1,Random,[249   3 117 123 301],0.5,50.14,10.0
5140,61.6,Level Door,49.36,54.8,5,,160.16,Random,[542 542 470 510 551],0.2,49.2,10.0
5141,14.0,Level Door,47.95,21.67,5,,111.35,Random,[542 542 470 510 551],0.5,49.4,10.0
5142,65.2,Green Door,47.8,55.16,5,,160.0,Random,[791 702 730 815 600],0.2,47.0,10.0
5143,16.4,Green Door,53.95,25.15,5,,121.55000000000001,Random,[791 702 730 815 600],0.5,51.2,10.0
5144,58.4,Key Door,49.83,53.78,5,,158.03,Random,[1064 1061 1032  922  948],0.2,49.8,10.0
5145,17.6,Key Door,49.44,25.96,5,,116.84,Random,[1064 1061 1032  922  948],0.5,49.8,10.0
5146,50.8,Other Door,50.4,50.6,5,,151.6,Random,[1261 1150 1343 1181 1306],0.2,50.4,10.0
5147,15.6,Other Door,50.65,23.85,5,,116.44999999999999,Random,[1261 1150 1343 1181 1306],0.5,50.2,10.0
5148,65.6,Key,50.77,57.24,5,,167.37,Random,[ 310  226 1061  310 1056],0.2,51.0,10.0
5149,14.0,Key,47.95,21.67,5,,111.35,Random,[ 310  226 1061  310 1056],0.5,49.4,10.0
5150,63.6,Orb,49.23,55.5,5,,161.82999999999998,Random,[1320  585 1311 1342  789],0.2,49.0,10.0
5151,14.0,Orb,49.3,21.81,5,,113.1,Random,[1320  585 1311 1342  789],0.5,49.8,10.0
5152,36.29,No Door,49.03,41.71,5,,134.60999999999999,Agent,[258 187 324 195 316],0.2,49.29,10.0
5153,4.86,No Door,43.59,8.74,5,,97.74,Agent,[258 187 324 195 316],0.5,49.29,10.0
5154,80.0,Level Door,89.69,84.57,5,,255.09,Agent,[480 384 501 372 592],0.2,85.4,10.0
5155,33.6,Level Door,97.67,50.0,5,,197.67,Agent,[480 384 501 372 592],0.5,66.4,10.0
5156,61.2,Green Door,69.23,64.97,5,,197.43,Agent,[607 699 612 627 719],0.2,67.0,10.0
5157,37.6,Green Door,84.68,52.08,5,,187.68,Agent,[607 699 612 627 719],0.5,65.4,10.0
5158,40.4,Key Door,62.73,49.15,5,,161.33,Agent,[937 922 970 925 941],0.2,58.2,10.0
5159,24.0,Key Door,67.42,35.4,5,,147.62,Agent,[937 922 970 925 941],0.5,56.2,10.0
5160,44.4,Other Door,66.87,53.37,5,,172.47,Agent,[1157 1328 1281 1201 1346],0.2,61.2,10.0
5161,9.6,Other Door,64.86,16.72,5,,126.66,Agent,[1157 1328 1281 1201 1346],0.5,52.2,10.0
5162,13.2,Key,46.48,20.56,5,,108.67999999999999,Agent,[ 315 1058  241  228 1052],0.2,49.0,10.0
5163,6.0,Key,48.39,10.68,5,,104.19,Agent,[ 315 1058  241  228 1052],0.5,49.8,10.0
5164,68.0,Orb,83.74,75.05,5,,229.14,Agent,[1020  183 1015 1339 1038],0.2,77.4,10.0
5165,23.2,Orb,98.31,37.54,5,,182.91,Agent,[1020  183 1015 1339 1038],0.5,61.4,10.0
5166,65.43,No Door,57.39,61.15,5,,181.25,Autoencoder,[ 25 178 141 343 263],0.2,58.43,10.0
5167,26.29,No Door,56.44,35.87,5,,135.73,Autoencoder,[ 25 178 141 343 263],0.5,53.0,10.0
5168,55.2,Level Door,51.49,53.28,5,,158.29000000000002,Autoencoder,[514 516 537 357 527],0.2,51.6,10.0
5169,27.6,Level Door,51.88,36.03,5,,130.48,Autoencoder,[514 516 537 357 527],0.5,51.0,10.0
5170,61.2,Green Door,55.84,58.4,5,,173.44,Autoencoder,[756 706 706 709 689],0.2,56.4,10.0
5171,26.4,Green Door,56.41,35.97,5,,135.81,Autoencoder,[756 706 706 709 689],0.5,53.0,10.0
5172,53.2,Key Door,56.36,54.73,5,,165.56,Autoencoder,[1033  982  973  988  876],0.2,56.0,10.0
5173,27.6,Key Door,55.2,36.8,5,,135.4,Autoencoder,[1033  982  973  988  876],0.5,52.6,10.0
5174,72.4,Other Door,54.52,62.2,5,,182.92000000000002,Autoencoder,[1339 1275 1219 1315 1160],0.2,56.0,10.0
5175,23.2,Other Door,61.05,33.62,5,,138.45,Autoencoder,[1339 1275 1219 1315 1160],0.5,54.2,10.0
5176,58.0,Key,52.92,55.34,5,,164.12,Autoencoder,[1083  229 1068  237  326],0.2,53.2,10.0
5177,22.8,Key,61.96,33.33,5,,139.16,Autoencoder,[1083  229 1068  237  326],0.5,54.4,10.0
5178,77.6,Orb,62.38,69.16,5,,205.38,Autoencoder,[1322  174  184  196 1304],0.2,65.4,10.0
5179,46.8,Orb,65.36,54.54,5,,173.16,Autoencoder,[1322  174  184  196 1304],0.5,61.0,10.0
5180,49.71,No Door,52.41,51.02,5,,154.41,Classifier,[225 110 263 172 236],0.2,52.29,10.0
5181,10.86,No Door,59.38,18.36,5,,121.95,Classifier,[225 110 263 172 236],0.5,51.71,10.0
5182,82.8,Level Door,80.86,81.82,5,,245.26,Classifier,[422 413 593 504 548],0.2,81.6,10.0
5183,69.2,Level Door,90.58,78.46,5,,240.77999999999997,Classifier,[422 413 593 504 548],0.5,81.0,10.0
5184,55.6,Green Door,58.65,57.08,5,,172.45,Classifier,[771 615 605 612 711],0.2,58.2,10.0
5185,20.8,Green Door,72.22,32.3,5,,149.42000000000002,Classifier,[771 615 605 612 711],0.5,56.4,10.0
5186,72.4,Key Door,65.58,68.82,5,,205.18,Classifier,[1050 1089  966  940  889],0.2,67.2,10.0
5187,42.4,Key Door,75.18,54.22,5,,181.78,Classifier,[1050 1089  966  940  889],0.5,64.2,10.0
5188,80.4,Other Door,69.31,74.44,5,,222.11,Classifier,[1187 1256 1237 1169 1232],0.2,72.4,10.0
5189,52.8,Other Door,84.62,65.03,5,,209.01999999999998,Classifier,[1187 1256 1237 1169 1232],0.5,71.6,10.0
5190,62.8,Key,61.33,62.06,5,,185.73000000000002,Classifier,[1067  817  291  347  258],0.2,61.6,10.0
5191,29.2,Key,70.19,41.24,5,,157.79,Classifier,[1067  817  291  347  258],0.5,58.4,10.0
5192,66.4,Orb,62.88,64.59,5,,192.88,Classifier,[1016  184 1026 1342 1345],0.2,63.6,10.0
5193,38.0,Orb,79.83,51.49,5,,182.03,Classifier,[1016  184 1026 1342 1345],0.5,64.2,10.0
5194,63.43,No Door,50.23,56.06,5,,163.95,Random,[293 122 305  34 294],0.2,50.29,10.0
5195,15.71,No Door,43.65,23.1,5,,107.07,Random,[293 122 305  34 294],0.5,47.71,10.0
5196,61.2,Level Door,49.51,54.74,5,,160.11,Random,[539 513 522 509 550],0.2,49.4,10.0
5197,20.0,Level Door,58.82,29.85,5,,131.82,Random,[539 513 522 509 550],0.5,53.0,10.0
5198,63.2,Green Door,51.3,56.63,5,,166.10000000000002,Random,[636 765 752 739 692],0.2,51.6,10.0
5199,17.6,Green Door,50.0,26.04,5,,117.6,Random,[636 765 752 739 692],0.5,50.0,10.0
5200,52.8,Key Door,50.97,51.87,5,,154.76999999999998,Random,[ 883 1002  876 1063  917],0.2,51.0,10.0
5201,20.4,Key Door,47.66,28.57,5,,117.06,Random,[ 883 1002  876 1063  917],0.5,49.0,10.0
5202,58.8,Other Door,48.51,53.16,5,,155.51,Random,[1185 1331 1130 1291 1316],0.2,48.2,10.0
5203,16.8,Other Door,53.85,25.61,5,,121.85000000000001,Random,[1185 1331 1130 1291 1316],0.5,51.2,10.0
5204,71.6,Key,52.03,60.27,5,,176.43,Random,[297 235 297 827 250],0.2,52.8,10.0
5205,17.6,Key,53.01,26.43,5,,121.60999999999999,Random,[297 235 297 827 250],0.5,51.0,10.0
5206,62.8,Orb,48.16,54.51,5,,158.56,Random,[ 759 1312  557 1043  168],0.2,47.6,10.0
5207,14.8,Orb,50.68,22.91,5,,115.67999999999999,Random,[ 759 1312  557 1043  168],0.5,50.2,10.0
5208,8.57,No Door,46.88,14.49,5,,104.88,Agent,[230 330 171  27 112],0.2,49.43,10.0
5209,1.14,No Door,33.33,2.2,5,,83.89999999999999,Agent,[230 330 171  27 112],0.5,49.43,10.0
5210,70.4,Level Door,79.64,74.74,5,,226.24,Agent,[547 452 595 420 371],0.2,76.2,10.0
5211,27.6,Level Door,89.61,42.2,5,,179.41,Agent,[547 452 595 420 371],0.5,62.2,10.0
5212,59.6,Green Door,66.82,63.0,5,,191.42,Agent,[711 647 790 773 836],0.2,65.0,10.0
5213,32.4,Green Door,78.64,45.89,5,,172.84,Agent,[711 647 790 773 836],0.5,61.8,10.0
5214,21.2,Key Door,41.09,27.97,5,,107.69000000000001,Agent,[1037  953 1076 1003  928],0.2,45.4,10.0
5215,9.2,Key Door,45.1,15.28,5,,103.3,Agent,[1037  953 1076 1003  928],0.5,49.0,10.0
5216,44.0,Other Door,59.14,50.46,5,,159.94,Agent,[1310 1234 1273 1260 1338],0.2,56.8,10.0
5217,7.6,Other Door,46.34,13.06,5,,103.34,Agent,[1310 1234 1273 1260 1338],0.5,49.4,10.0
5218,15.6,Key,72.22,25.66,5,,142.62,Agent,[821 276 286 326 264],0.2,54.8,10.0
5219,2.0,Key,71.43,3.89,5,,124.03,Agent,[821 276 286 326 264],0.5,50.6,10.0
5220,61.2,Orb,64.83,62.96,5,,190.02999999999997,Agent,[ 773  562  766  567 1036],0.2,64.0,10.0
5221,27.2,Orb,78.16,40.36,5,,165.15999999999997,Agent,[ 773  562  766  567 1036],0.5,59.8,10.0
5222,63.71,No Door,56.03,59.62,5,,176.6,Autoencoder,[ 99 337 293 333 229],0.2,56.86,10.0
5223,24.29,No Door,57.05,34.07,5,,134.34,Autoencoder,[ 99 337 293 333 229],0.5,53.0,10.0
5224,50.0,Level Door,51.23,50.61,5,,152.43,Autoencoder,[554 404 494 502 360],0.2,51.2,10.0
5225,24.4,Level Door,61.0,34.86,5,,139.8,Autoencoder,[554 404 494 502 360],0.5,54.4,10.0
5226,48.8,Green Door,51.69,50.2,5,,152.08999999999997,Autoencoder,[609 637 735 838 683],0.2,51.6,10.0
5227,18.4,Green Door,50.0,26.9,5,,118.4,Autoencoder,[609 637 735 838 683],0.5,50.0,10.0
5228,73.2,Key Door,60.2,66.07,5,,195.8,Autoencoder,[ 870 1004  853  866  931],0.2,62.4,10.0
5229,50.4,Key Door,70.39,58.74,5,,185.39000000000001,Autoencoder,[ 870 1004  853  866  931],0.5,64.6,10.0
5230,66.8,Other Door,55.85,60.84,5,,179.64999999999998,Autoencoder,[1348 1213 1230 1339 1119],0.2,57.0,10.0
5231,22.8,Other Door,64.77,33.73,5,,142.77,Autoencoder,[1348 1213 1230 1339 1119],0.5,55.2,10.0
5232,46.8,Key,52.7,49.58,5,,151.89999999999998,Autoencoder,[ 342  253  275 1058  211],0.2,52.4,10.0
5233,17.2,Key,47.78,25.29,5,,114.18,Autoencoder,[ 342  253  275 1058  211],0.5,49.2,10.0
5234,69.6,Orb,53.37,60.41,5,,177.37,Autoencoder,[ 786 1048 1349  565 1000],0.2,54.4,10.0
5235,26.0,Orb,61.9,36.62,5,,142.9,Autoencoder,[ 786 1048 1349  565 1000],0.5,55.0,10.0
5236,62.29,No Door,64.12,63.19,5,,190.12,Classifier,[289 345 292 324 206],0.2,63.71,10.0
5237,24.86,No Door,81.31,38.08,5,,165.74,Classifier,[289 345 292 324 206],0.5,59.57,10.0
5238,90.4,Level Door,68.48,77.93,5,,233.28,Classifier,[550 524 494 494 528],0.2,74.4,10.0
5239,67.6,Level Door,91.85,77.88,5,,240.24999999999997,Classifier,[550 524 494 494 528],0.5,80.8,10.0
5240,79.2,Green Door,64.5,71.1,5,,211.5,Classifier,[806 686 626 670 628],0.2,67.8,10.0
5241,36.8,Green Door,76.67,49.73,5,,176.26999999999998,Classifier,[806 686 626 670 628],0.5,62.8,10.0
5242,59.6,Key Door,56.23,57.87,5,,172.43,Classifier,[1024  925 1038  908  893],0.2,56.6,10.0
5243,20.0,Key Door,70.42,31.15,5,,146.22,Classifier,[1024  925 1038  908  893],0.5,55.8,10.0
5244,80.8,Other Door,68.47,74.13,5,,221.07,Classifier,[1160 1220 1226 1134 1104],0.2,71.8,10.0
5245,50.8,Other Door,88.81,64.63,5,,211.81,Classifier,[1160 1220 1226 1134 1104],0.5,72.2,10.0
5246,49.6,Key,62.31,55.23,5,,171.71,Classifier,[ 289  269  831  820 1066],0.2,59.8,10.0
5247,31.6,Key,63.71,42.25,5,,152.10999999999999,Classifier,[ 289  269  831  820 1066],0.5,56.8,10.0
5248,70.0,Orb,64.1,66.92,5,,199.5,Classifier,[ 157 1318 1046 1032  598],0.2,65.4,10.0
5249,42.8,Orb,67.72,52.45,5,,171.72000000000003,Classifier,[ 157 1318 1046 1032  598],0.5,61.2,10.0
5250,63.43,No Door,51.75,57.0,5,,167.32,Random,[ 26 325 132 166 311],0.2,52.14,10.0
5251,15.71,No Door,55.0,24.44,5,,122.14000000000001,Random,[ 26 325 132 166 311],0.5,51.43,10.0
5252,54.0,Level Door,49.09,51.43,5,,152.09,Random,[378 536 510 509 528],0.2,49.0,10.0
5253,20.0,Level Door,56.18,29.5,5,,128.38,Random,[378 536 510 509 528],0.5,52.2,10.0
5254,64.0,Green Door,51.95,57.35,5,,168.35,Random,[611 654 782 657 842],0.2,52.4,10.0
5255,19.6,Green Door,49.0,28.0,5,,118.19999999999999,Random,[611 654 782 657 842],0.5,49.6,10.0
5256,50.0,Key Door,49.8,49.9,5,,149.6,Random,[1003  869  990 1044  878],0.2,49.8,10.0
5257,21.2,Key Door,56.38,30.81,5,,129.98,Random,[1003  869  990 1044  878],0.5,52.4,10.0
5258,58.8,Other Door,48.84,53.36,5,,156.24,Random,[1330 1290 1328 1288 1159],0.2,48.6,10.0
5259,18.4,Other Door,49.46,26.82,5,,117.66,Random,[1330 1290 1328 1288 1159],0.5,49.8,10.0
5260,70.8,Key,49.72,58.42,5,,170.12,Random,[1055  303  297 1078  280],0.2,49.6,10.0
5261,16.8,Key,53.85,25.61,5,,121.85000000000001,Random,[1055  303  297 1078  280],0.5,51.2,10.0
5262,68.0,Orb,52.8,59.44,5,,174.4,Random,[ 791  769  165  594 1317],0.2,53.6,10.0
5263,16.8,Orb,51.22,25.3,5,,118.42,Random,[ 791  769  165  594 1317],0.5,50.4,10.0
5264,34.57,No Door,56.81,42.98,5,,145.52,Agent,[ 10 161 247 224 113],0.2,54.14,10.0
5265,9.71,No Door,65.38,16.91,5,,127.38,Agent,[ 10 161 247 224 113],0.5,52.29,10.0
