,NumExp,CPR,Concept,F1Score,Pattern,Encoding,Pattern Complexity,Recall,Examples,TH,Accuracy,Precision
740,5,163.16,Green Door,53.39,Double,Agent,10,50.4,[817 679 806 754 623],0.2,56.0,56.76
741,5,169.01,Green Door,50.0,Double,Agent,10,39.2,[817 679 806 754 623],0.5,60.8,69.01
742,5,161.75,Key Door,45.45,Double,Agent,10,34.0,[1085  949 1036  941 1066],0.2,59.2,68.55
743,5,136.79,Key Door,22.74,Double,Agent,10,13.6,[1085  949 1036  941 1066],0.5,53.8,69.39
744,5,204.7,Other Door,64.25,Double,Agent,10,53.2,[1219 1333 1159 1230 1301],0.2,70.4,81.1
745,5,187.75,Other Door,45.45,Double,Agent,10,30.0,[1219 1333 1159 1230 1301],0.5,64.0,93.75
746,5,142.85,Key,40.72,Double,Agent,10,31.6,[ 268 1081 1078  286  313],0.2,54.0,57.25
747,5,107.76,Key,3.86,Double,Agent,10,2.0,[ 268 1081 1078  286  313],0.5,50.2,55.56
748,5,226.37,Orb,74.84,Double,Agent,10,70.8,[ 776  186 1010  573  582],0.2,76.2,79.37
749,5,174.98000000000002,Orb,47.78,Double,Agent,10,34.4,[ 776  186 1010  573  582],0.5,62.4,78.18
750,5,255.62,Level Door,85.15,SVM,Agent,10,95.2,[569 436 512 516 483],0.0,83.4,77.02
751,5,163.55,Green Door,46.56,SVM,Agent,10,35.2,[630 640 612 734 703],0.0,59.6,68.75
752,5,191.58,Key Door,64.76,SVM,Agent,10,72.4,[1039 1097  864  974  887],0.0,60.6,58.58
753,5,162.82,Other Door,46.44,SVM,Agent,10,35.2,[1333 1160 1268 1239 1272],0.0,59.4,68.22
754,5,184.2,Key,59.56,SVM,Agent,10,53.6,[1050  260  319  332  253],0.0,63.6,67.0
755,5,209.62,Orb,68.29,SVM,Agent,10,61.6,[1326 1013 1022  169  796],0.0,71.4,76.62
756,5,224.37,Level Door,73.75,Double,Agent,10,68.0,[437 428 525 476 499],0.2,75.8,80.57
757,5,189.68,Level Door,53.55,Double,Agent,10,39.2,[437 428 525 476 499],0.5,66.0,84.48
758,5,193.17,Green Door,64.57,Double,Agent,10,65.6,[757 647 625 845 749],0.2,64.0,63.57
759,5,179.36,Green Door,51.85,Double,Agent,10,39.2,[757 647 625 845 749],0.5,63.6,76.56
760,5,175.52,Key Door,49.05,Double,Agent,10,36.0,[ 956  971  909  951 1090],0.2,62.6,76.92
761,5,144.17999999999998,Key Door,20.21,Double,Agent,10,11.6,[ 956  971  909  951 1090],0.5,54.2,78.38
762,5,136.39999999999998,Other Door,35.1,Double,Agent,10,25.2,[1339 1127 1235 1246 1280],0.2,53.4,57.8
763,5,133.41,Other Door,15.05,Double,Agent,10,8.4,[1339 1127 1235 1246 1280],0.5,52.6,72.41
764,5,173.86999999999998,Key,48.5,Double,Agent,10,35.6,[276 329 219 252 328],0.2,62.2,76.07
765,5,142.99,Key,18.37,Double,Agent,10,10.4,[276 329 219 252 328],0.5,53.8,78.79
766,5,219.38,Orb,72.65,Double,Agent,10,69.6,[ 571  150 1341 1319  589],0.2,73.8,75.98
767,5,165.4,Orb,41.86,Double,Agent,10,28.8,[ 571  150 1341 1319  589],0.5,60.0,76.6
768,5,235.91,Level Door,78.54,SVM,Agent,10,77.6,[597 394 359 503 417],0.0,78.8,79.51
769,5,195.91,Green Door,62.67,SVM,Agent,10,54.4,[654 627 770 621 718],0.0,67.6,73.91
770,5,184.98,Key Door,61.78,SVM,Agent,10,62.4,[1056  976 1099  878  986],0.0,61.4,61.18
771,5,193.6,Other Door,65.51,SVM,Agent,10,75.6,[1274 1159 1149 1221 1103],0.0,60.2,57.8
772,5,192.62,Key,62.72,SVM,Agent,10,57.2,[296 812 245 266 807],0.0,66.0,69.42
773,5,220.09,Orb,72.92,SVM,Agent,10,70.0,[ 559 1009  192 1341  154],0.0,74.0,76.09
774,5,238.78,Level Door,78.03,Double,Agent,10,69.6,[465 358 449 459 395],0.2,80.4,88.78
775,5,193.78,Level Door,49.56,Double,Agent,10,33.6,[465 358 449 459 395],0.5,65.8,94.38
776,5,197.72000000000003,Green Door,64.96,Double,Agent,10,60.8,[711 823 681 651 814],0.2,67.2,69.72
777,5,179.18,Green Door,49.31,Double,Agent,10,35.6,[711 823 681 651 814],0.5,63.4,80.18
778,5,161.98,Key Door,38.07,Double,Agent,10,25.2,[1021  993  950  938  972],0.2,59.0,77.78
779,5,156.2,Key Door,14.07,Double,Agent,10,7.6,[1021  993  950  938  972],0.5,53.6,95.0
780,5,137.47,Other Door,27.76,Double,Agent,10,17.6,[1137 1145 1131 1318 1262],0.2,54.2,65.67
781,5,122.67,Other Door,8.96,Double,Agent,10,4.8,[1137 1145 1131 1318 1262],0.5,51.2,66.67
782,5,153.96,Key,44.16,Double,Agent,10,34.0,[ 328  279 1058  270  217],0.2,57.0,62.96
783,5,143.07999999999998,Key,25.17,Double,Agent,10,15.2,[ 328  279 1058  270  217],0.5,54.8,73.08
784,5,205.64000000000001,Orb,67.25,Double,Agent,10,61.6,[1048 1008 1000 1324  586],0.2,70.0,74.04
785,5,162.51,Orb,24.31,Double,Agent,10,14.0,[1048 1008 1000 1324  586],0.5,56.4,92.11
786,5,241.70000000000002,Level Door,80.71,SVM,Agent,10,90.4,[379 374 350 381 414],0.0,78.4,72.9
787,5,199.10000000000002,Green Door,66.12,SVM,Agent,10,64.8,[642 735 791 669 655],0.0,66.8,67.5
788,5,158.49,Key Door,47.12,SVM,Agent,10,37.6,[1047 1060  883 1031  858],0.0,57.8,63.09
789,5,190.41000000000003,Other Door,60.05,SVM,Agent,10,50.8,[1324 1181 1263 1224 1152],0.0,66.2,73.41
790,5,194.46,Key,63.81,SVM,Agent,10,59.6,[276 315 826 225 322],0.0,66.2,68.66
791,5,241.57,Orb,80.48,SVM,Agent,10,80.0,[1312  796 1338 1014  576],0.0,80.6,80.97
792,5,202.17000000000002,Level Door,66.23,Double,Agent,10,61.2,[537 432 450 489 529],0.2,68.8,72.17
793,5,173.01,Level Door,45.58,Double,Agent,10,32.0,[537 432 450 489 529],0.5,61.8,79.21
794,5,194.57,Green Door,62.21,Double,Agent,10,54.0,[654 601 727 655 675],0.2,67.2,73.37
795,5,177.62,Green Door,48.47,Double,Agent,10,34.8,[654 601 727 655 675],0.5,63.0,79.82
796,5,153.79999999999998,Key Door,33.54,Double,Agent,10,21.6,[ 877  876  953 1021  897],0.2,57.2,75.0
797,5,145.5,Key Door,10.53,Double,Agent,10,5.6,[ 877  876  953 1021  897],0.5,52.4,87.5
798,5,117.34,Other Door,30.56,Double,Agent,10,22.8,[1258 1313 1308 1315 1261],0.2,48.2,46.34
799,5,77.67,Other Door,4.41,Double,Agent,10,2.4,[1258 1313 1308 1315 1261],0.5,48.0,27.27
800,5,150.29,Key,48.12,Double,Agent,10,43.6,[ 338  340 1053  258 1069],0.2,53.0,53.69
801,5,148.59,Key,29.49,Double,Agent,10,18.4,[ 338  340 1053  258 1069],0.5,56.0,74.19
802,5,218.84000000000003,Orb,73.37,Double,Agent,10,78.8,[1332 1311  791  570  189],0.2,71.4,68.64
803,5,170.58,Orb,47.12,Double,Agent,10,34.4,[1332 1311  791  570  189],0.5,61.4,74.78
804,5,246.83,Level Door,82.44,SVM,Agent,10,86.4,[452 379 500 474 369],0.0,81.6,78.83
805,5,186.45999999999998,Green Door,63.02,SVM,Agent,10,69.2,[774 843 834 789 719],0.0,59.4,57.86
806,5,188.47,Key Door,51.27,SVM,Agent,10,36.4,[ 986 1010  991  985 1040],0.0,65.4,86.67
807,5,205.26,Other Door,67.25,SVM,Agent,10,62.0,[1280 1338 1229 1127 1125],0.0,69.8,73.46
808,5,194.51,Key,64.95,SVM,Agent,10,65.6,[ 328  268 1098  323  206],0.0,64.6,64.31
809,5,175.70999999999998,Orb,54.24,SVM,Agent,10,44.8,[ 796 1033  775  554 1323],0.0,62.2,68.71
810,5,217.55,Level Door,65.98,Double,Agent,10,51.2,[588 445 478 368 408],0.2,73.6,92.75
811,5,195.6,Level Door,46.63,Double,Agent,10,30.4,[588 445 478 368 408],0.5,65.2,100.0
812,5,190.3,Green Door,61.44,Double,Agent,10,54.8,[774 678 782 838 666],0.2,65.6,69.9
813,5,161.26000000000002,Green Door,39.17,Double,Agent,10,26.4,[774 678 782 838 666],0.5,59.0,75.86
814,5,146.66,Key Door,34.13,Double,Agent,10,22.8,[1010  964  991  992  905],0.2,56.0,67.86
815,5,145.8,Key Door,15.27,Double,Agent,10,8.4,[1010  964  991  992  905],0.5,53.4,84.0
816,5,108.81,Other Door,26.85,Double,Agent,10,19.6,[1349 1220 1340 1307 1261],0.2,46.6,42.61
817,5,125.67,Other Door,13.0,Double,Agent,10,7.2,[1349 1220 1340 1307 1261],0.5,51.8,66.67
818,5,170.91,Key,49.87,Double,Agent,10,38.4,[1078  271  237 1099  254],0.2,61.4,71.11
819,5,160.87,Key,23.08,Double,Agent,10,13.2,[1078  271  237 1099  254],0.5,56.0,91.67
820,5,228.93,Orb,74.61,Double,Agent,10,66.4,[ 775  592  760 1044  178],0.2,77.4,85.13
821,5,182.94,Orb,43.77,Double,Agent,10,28.8,[ 775  592  760 1044  178],0.5,63.0,91.14
822,5,254.49,Level Door,84.95,SVM,Agent,10,89.2,[353 391 586 550 505],0.0,84.2,81.09
823,5,160.46999999999997,Green Door,43.21,SVM,Agent,10,31.2,[660 768 632 707 668],0.0,59.0,70.27
824,5,171.34,Key Door,58.09,SVM,Agent,10,63.2,[ 922  926  920 1036  916],0.0,54.4,53.74
825,5,173.41,Other Door,56.4,SVM,Agent,10,52.0,[1114 1203 1282 1349 1340],0.0,59.8,61.61
826,5,214.75,Key,71.97,SVM,Agent,10,76.0,[1077 1057  325  306  296],0.0,70.4,68.35
827,5,179.94,Orb,59.5,SVM,Agent,10,57.6,[1006  177 1037  172  190],0.0,60.8,61.54
828,5,137.73999999999998,Level Door,36.86,Double,Agent,10,27.2,[565 515 458 516 542],0.2,53.4,57.14
829,5,136.60000000000002,Level Door,9.06,Double,Agent,10,4.8,[565 515 458 516 542],0.5,51.8,80.0
830,5,195.77,Green Door,63.04,Double,Agent,10,55.6,[627 801 694 657 675],0.2,67.4,72.77
831,5,189.93,Green Door,54.69,Double,Agent,10,40.8,[627 801 694 657 675],0.5,66.2,82.93
832,5,155.07999999999998,Key Door,47.09,Double,Agent,10,38.8,[ 905  924 1097 1019  926],0.2,56.4,59.88
833,5,152.99,Key Door,27.24,Double,Agent,10,16.4,[ 905  924 1097 1019  926],0.5,56.2,80.39
834,5,147.01999999999998,Other Door,42.93,Double,Agent,10,34.0,[1193 1237 1243 1343 1204],0.2,54.8,58.22
835,5,157.95999999999998,Other Door,25.85,Double,Agent,10,15.2,[1193 1237 1243 1343 1204],0.5,56.4,86.36
836,5,98.78,Key,16.08,Double,Agent,10,10.0,[ 340 1081  820  316 1086],0.2,47.8,40.98
837,5,107.76,Key,3.86,Double,Agent,10,2.0,[ 340 1081  820  316 1086],0.5,50.2,55.56
838,5,177.46,Orb,55.16,Double,Agent,10,46.0,[ 757  599 1041 1046 1000],0.2,62.6,68.86
839,5,151.84999999999997,Orb,25.59,Double,Agent,10,15.2,[ 757  599 1041 1046 1000],0.5,55.8,80.85
840,5,249.65,Level Door,83.1,SVM,Agent,10,81.6,[467 592 430 580 472],0.0,83.4,84.65
841,5,219.77,Green Door,73.37,SVM,Agent,10,74.4,[826 834 780 793 821],0.0,73.0,72.37
842,5,147.19,Key Door,48.89,SVM,Agent,10,48.4,[ 979  975 1000 1049  904],0.0,49.4,49.39
843,5,196.8,Other Door,63.16,SVM,Agent,10,55.2,[1206 1205 1211 1218 1130],0.0,67.8,73.8
844,5,211.97,Key,71.22,SVM,Agent,10,85.6,[263 339 248 813 809],0.0,65.4,60.97
845,5,208.4,Orb,67.42,SVM,Agent,10,59.6,[ 154  556  160  171 1028],0.0,71.2,77.6
846,5,210.26,Level Door,70.22,Double,Agent,10,71.2,[567 371 484 547 552],0.2,69.8,69.26
847,5,172.89,Level Door,39.51,Double,Agent,10,25.6,[567 371 484 547 552],0.5,60.8,86.49
848,5,193.97,Green Door,62.07,Double,Agent,10,54.0,[714 727 767 604 678],0.2,67.0,72.97
849,5,187.1,Green Door,55.21,Double,Agent,10,42.4,[714 727 767 604 678],0.5,65.6,79.1
850,5,156.57,Key Door,45.36,Double,Agent,10,35.2,[ 878  876  927 1093  981],0.2,57.6,63.77
851,5,126.9,Key Door,20.13,Double,Agent,10,12.0,[ 878  876  927 1093  981],0.5,52.4,62.5
852,5,201.82,Other Door,62.93,Double,Agent,10,51.6,[1173 1123 1194 1320 1254],0.2,69.6,80.62
853,5,161.4,Other Door,14.13,Double,Agent,10,7.6,[1173 1123 1194 1320 1254],0.5,53.8,100.0
854,5,142.06,Key,41.79,Double,Agent,10,33.6,[ 334  222  846 1055 1070],0.2,53.2,55.26
855,5,123.09000000000002,Key,12.95,Double,Agent,10,7.2,[ 334  222  846 1055 1070],0.5,51.6,64.29
856,5,235.91,Orb,78.54,Double,Agent,10,77.6,[ 756 1001  566 1005 1323],0.2,78.8,79.51
857,5,182.49,Orb,44.91,Double,Agent,10,30.0,[ 756 1001  566 1005 1323],0.5,63.2,89.29
858,5,255.57999999999998,Level Door,84.42,SVM,Agent,10,78.0,[536 590 583 577 368],0.0,85.6,91.98
859,5,216.75,Green Door,72.47,SVM,Agent,10,91.6,[746 732 693 670 675],0.0,65.2,59.95
860,5,156.2,Key Door,47.71,SVM,Agent,10,39.6,[1095 1044 1022 1021  896],0.0,56.6,60.0
861,5,182.76,Other Door,58.69,SVM,Agent,10,52.0,[1349 1202 1141 1321 1282],0.0,63.4,67.36
862,5,182.98000000000002,Key,58.88,SVM,Agent,10,52.4,[1092  271 1099 1075  304],0.0,63.4,67.18
863,5,190.51,Orb,63.09,SVM,Agent,10,61.2,[1028  575 1302 1045  164],0.0,64.2,65.11
864,5,211.9,Level Door,66.01,Double,Agent,10,53.6,[399 595 449 534 388],0.2,72.4,85.9
865,5,199.64,Level Door,50.6,Double,Agent,10,34.0,[399 595 449 534 388],0.5,66.8,98.84
866,5,167.6,Green Door,53.98,Double,Agent,10,48.8,[820 685 777 721 726],0.2,58.4,60.4
867,5,140.85,Green Door,28.93,Double,Agent,10,18.4,[820 685 777 721 726],0.5,54.8,67.65
868,5,136.42000000000002,Key Door,34.09,Double,Agent,10,24.0,[ 885 1077  910  939  891],0.2,53.6,58.82
869,5,124.03,Key Door,3.89,Double,Agent,10,2.0,[ 885 1077  910  939  891],0.5,50.6,71.43
870,5,203.01,Other Door,61.18,Double,Agent,10,47.6,[1107 1155 1292 1273 1318],0.2,69.8,85.61
871,5,183.32,Other Door,40.38,Double,Agent,10,25.6,[1107 1155 1292 1273 1318],0.5,62.2,95.52
872,5,183.97000000000003,Key,59.37,Double,Agent,10,53.2,[ 311  283 1085  206  229],0.2,63.6,67.17
873,5,156.37,Key,21.75,Double,Agent,10,12.4,[ 311  283 1085  206  229],0.5,55.4,88.57
874,5,229.56,Orb,75.59,Double,Agent,10,70.0,[ 752 1323  563 1047  583],0.2,77.4,82.16
875,5,184.22000000000003,Orb,49.72,Double,Agent,10,35.2,[ 752 1323  563 1047  583],0.5,64.4,84.62
876,5,249.1,Level Door,82.93,SVM,Agent,10,81.6,[527 589 389 509 576],0.0,83.2,84.3
877,5,200.62,Green Door,67.71,SVM,Agent,10,78.0,[720 822 808 635 745],0.0,62.8,59.82
878,5,189.24,Key Door,64.26,SVM,Agent,10,78.4,[ 906  854 1038 1099  941],0.0,56.4,54.44
879,5,153.32,Other Door,50.62,SVM,Agent,10,49.2,[1303 1253 1213 1243 1309],0.0,52.0,52.12
880,5,210.38,Key,70.55,SVM,Agent,10,89.6,[1094  256 1097  246 1065],0.0,62.6,58.18
881,5,233.11,Orb,77.93,SVM,Agent,10,81.2,[1028 1336  175 1013  755],0.0,77.0,74.91
882,5,194.11,Level Door,63.32,Double,Agent,10,58.0,[594 433 410 480 408],0.2,66.4,69.71
883,5,188.42,Level Door,52.49,Double,Agent,10,38.0,[594 433 410 480 408],0.5,65.6,84.82
884,5,182.09,Green Door,59.03,Double,Agent,10,53.6,[829 673 607 680 734],0.2,62.8,65.69
885,5,184.03000000000003,Green Door,54.87,Double,Agent,10,42.8,[829 673 607 680 734],0.5,64.8,76.43
886,5,150.86,Key Door,44.33,Double,Agent,10,35.2,[ 983  977 1064  854  999],0.2,55.8,59.86
887,5,144.89,Key Door,23.65,Double,Agent,10,14.0,[ 983  977 1064  854  999],0.5,54.8,76.09
888,5,160.94,Other Door,49.64,Double,Agent,10,41.6,[1271 1335 1217 1263 1259],0.2,57.8,61.54
889,5,163.87,Other Door,20.71,Double,Agent,10,11.6,[1271 1335 1217 1263 1259],0.5,55.6,96.67
890,5,161.68,Key,35.51,Double,Agent,10,22.8,[316 811 317 287 271],0.2,58.6,80.28
891,5,134.57,Key,8.33,Double,Agent,10,4.4,[316 811 317 287 271],0.5,51.6,78.57
892,5,229.01999999999998,Orb,74.83,Double,Agent,10,67.2,[ 579 1336  551  553 1022],0.2,77.4,84.42
893,5,192.79000000000002,Orb,53.74,Double,Agent,10,38.8,[ 579 1336  551  553 1022],0.5,66.6,87.39
894,5,244.74,Level Door,81.65,SVM,Agent,10,82.8,[459 482 587 456 535],0.0,81.4,80.54
895,5,205.34,Green Door,68.88,SVM,Agent,10,91.2,[849 779 816 687 641],0.0,58.8,55.34
896,5,187.04000000000002,Key Door,58.96,SVM,Agent,10,50.0,[1064  926  854  966  878],0.0,65.2,71.84
897,5,185.05999999999997,Other Door,58.35,SVM,Agent,10,49.6,[1307 1339 1333 1104 1117],0.0,64.6,70.86
898,5,152.33999999999997,Key,49.68,SVM,Agent,10,46.8,[1071 1099 1076  214 1052],0.0,52.6,52.94
899,5,238.17,Orb,79.53,SVM,Agent,10,81.6,[793 184 759 752 571],0.0,79.0,77.57
900,5,218.18,Level Door,68.61,Double,Agent,10,56.4,[368 543 400 352 560],0.2,74.2,87.58
901,5,197.4,Level Door,48.02,Double,Agent,10,31.6,[368 543 400 352 560],0.5,65.8,100.0
902,5,206.16000000000003,Green Door,67.67,Double,Agent,10,62.8,[734 822 737 797 826],0.2,70.0,73.36
903,5,190.11,Green Door,56.7,Double,Agent,10,44.0,[734 822 737 797 826],0.5,66.4,79.71
904,5,149.49,Key Door,45.56,Double,Agent,10,38.0,[ 998  883  989 1028  941],0.2,54.6,56.89
905,5,133.67,Key Door,18.12,Double,Agent,10,10.4,[ 998  883  989 1028  941],0.5,53.0,70.27
906,5,183.65999999999997,Other Door,47.98,Double,Agent,10,33.2,[1151 1153 1242 1186 1173],0.2,64.0,86.46
907,5,164.11,Other Door,27.21,Double,Agent,10,16.0,[1151 1153 1242 1186 1173],0.5,57.2,90.91
908,5,138.43,Key,42.35,Double,Agent,10,36.0,[1067 1087  286  230  313],0.2,51.0,51.43
909,5,128.43,Key,13.04,Double,Agent,10,7.2,[1067 1087  286  230  313],0.5,52.0,69.23
910,5,230.89,Orb,74.42,Double,Agent,10,64.0,[1032  582 1320  586  770],0.2,78.0,88.89
911,5,190.33,Orb,49.86,Double,Agent,10,34.4,[1032  582 1320  586  770],0.5,65.4,90.53
912,5,217.16000000000003,Level Door,72.47,SVM,Agent,10,73.2,[508 389 597 384 549],0.0,72.2,71.76
913,5,146.44,Green Door,46.01,SVM,Agent,10,40.4,[735 645 801 678 659],0.0,52.6,53.44
914,5,200.76999999999998,Key Door,67.73,SVM,Agent,10,76.8,[ 904 1004  918 1015  859],0.0,63.4,60.57
915,5,201.8,Other Door,66.81,SVM,Agent,10,64.4,[1179 1277 1217 1217 1332],0.0,68.0,69.4
916,5,189.52999999999997,Key,64.32,SVM,Agent,10,76.8,[293 225 842 340 215],0.0,57.4,55.33
917,5,192.73000000000002,Orb,62.16,SVM,Agent,10,55.2,[1339  759 1013  151  151],0.0,66.4,71.13
918,5,239.45,Level Door,78.0,Double,Agent,10,68.8,[509 433 390 511 474],0.2,80.6,90.05
919,5,193.89999999999998,Level Door,47.27,Double,Agent,10,31.2,[509 433 390 511 474],0.5,65.2,97.5
920,5,183.20999999999998,Green Door,59.06,Double,Agent,10,52.8,[641 840 714 636 693],0.2,63.4,67.01
921,5,177.17,Green Door,47.46,Double,Agent,10,33.6,[641 840 714 636 693],0.5,62.8,80.77
922,5,141.02,Key Door,39.9,Double,Agent,10,30.8,[ 876 1066  871  877  885],0.2,53.6,56.62
923,5,132.37,Key Door,15.66,Double,Agent,10,8.8,[ 876 1066  871  877  885],0.5,52.6,70.97
924,5,202.64,Other Door,63.79,Double,Agent,10,53.2,[1157 1324 1203 1215 1295],0.2,69.8,79.64
925,5,191.99,Other Door,49.71,Double,Agent,10,34.0,[1157 1324 1203 1215 1295],0.5,65.6,92.39
926,5,122.78,Key,32.26,Double,Agent,10,24.0,[1054  213  200  848  212],0.2,49.6,49.18
927,5,96.14,Key,9.25,Double,Agent,10,5.2,[1054  213  200  848  212],0.5,49.0,41.94
928,5,178.4,Orb,56.21,Double,Agent,10,48.0,[ 757  762  165  790 1349],0.2,62.6,67.8
929,5,167.34,Orb,23.86,Double,Agent,10,13.6,[ 757  762  165  790 1349],0.5,56.6,97.14
930,5,206.66000000000003,Level Door,68.58,SVM,Agent,10,66.8,[585 479 407 465 490],0.0,69.4,70.46
931,5,188.7,Green Door,62.95,SVM,Agent,10,63.2,[623 834 671 701 819],0.0,62.8,62.7
932,5,190.62,Key Door,64.62,SVM,Agent,10,75.6,[ 861 1005 1096 1082 1042],0.0,58.6,56.42
933,5,200.28,Other Door,67.3,SVM,Agent,10,71.6,[1246 1274 1135 1303 1292],0.0,65.2,63.48
934,5,184.9,Key,62.57,SVM,Agent,10,69.2,[1052  264  268  201  264],0.0,58.6,57.1
935,5,207.72,Orb,62.53,SVM,Agent,10,48.4,[1024  183  181 1330  562],0.0,71.0,88.32
936,5,245.03,Level Door,81.11,Double,Agent,10,76.4,[506 412 476 389 379],0.2,82.2,86.43
937,5,182.23999999999998,Level Door,46.02,Double,Agent,10,31.2,[506 412 476 389 379],0.5,63.4,87.64
938,5,192.79,Green Door,61.78,Double,Agent,10,54.0,[846 751 615 770 637],0.2,66.6,72.19
939,5,181.24,Green Door,44.78,Double,Agent,10,30.0,[846 751 615 770 637],0.5,63.0,88.24
940,5,113.05000000000001,Key Door,19.42,Double,Agent,10,12.0,[ 916  916 1017  982  946],0.2,50.2,50.85
941,5,117.0,Key Door,10.91,Double,Agent,10,6.0,[ 916  916 1017  982  946],0.5,51.0,60.0
942,5,194.76,Other Door,60.68,Double,Agent,10,50.0,[1186 1334 1108 1246 1152],0.2,67.6,77.16
943,5,177.31,Other Door,41.59,Double,Agent,10,27.2,[1186 1334 1108 1246 1152],0.5,61.8,88.31
944,5,163.07,Key,47.0,Double,Agent,10,36.0,[232 237 309 343 214],0.2,59.4,67.67
945,5,146.94,Key,32.52,Double,Agent,10,21.2,[232 237 309 343 214],0.5,56.0,69.74
946,5,240.0,Orb,80.0,Double,Agent,10,80.0,[ 761  590 1026  750 1304],0.2,80.0,80.0
947,5,184.06,Orb,48.71,Double,Agent,10,34.0,[ 761  590 1026  750 1304],0.5,64.2,85.86
948,5,245.23,Level Door,81.88,SVM,Agent,10,90.4,[382 506 418 405 596],0.0,80.0,74.83
949,5,204.64,Green Door,68.78,SVM,Agent,10,74.0,[667 688 672 759 601],0.0,66.4,64.24
950,5,124.69,Key Door,34.29,SVM,Agent,10,26.4,[ 979  880 1073 1007  854],0.0,49.4,48.89
951,5,182.89,Other Door,61.68,SVM,Agent,10,66.0,[1270 1178 1170 1314 1337],0.0,59.0,57.89
952,5,141.51,Key,45.82,SVM,Agent,10,42.8,[1099  242 1077  818  216],0.0,49.4,49.31
953,5,234.45,Orb,78.13,SVM,Agent,10,93.6,[ 771  576 1038 1037  598],0.0,73.8,67.05
954,5,214.02,Level Door,68.82,Double,Agent,10,59.6,[545 470 521 440 373],0.2,73.0,81.42
955,5,189.49,Level Door,50.43,Double,Agent,10,35.2,[545 470 521 440 373],0.5,65.4,88.89
956,5,139.85,Green Door,41.38,Double,Agent,10,33.6,[793 792 792 715 671],0.2,52.4,53.85
957,5,123.91999999999999,Green Door,24.45,Double,Agent,10,15.6,[793 792 792 715 671],0.5,51.8,56.52
958,5,145.11,Key Door,45.56,Double,Agent,10,40.0,[1039 1067 1077 1051  914],0.2,52.2,52.91
959,5,102.48,Key Door,10.64,Double,Agent,10,6.0,[1039 1067 1077 1051  914],0.5,49.6,46.88
960,5,178.1,Other Door,54.55,Double,Agent,10,44.4,[1228 1169 1224 1154 1119],0.2,63.0,70.7
961,5,173.48000000000002,Other Door,36.42,Double,Agent,10,22.8,[1228 1169 1224 1154 1119],0.5,60.2,90.48
962,5,156.32,Key,35.47,Double,Agent,10,23.2,[255 287 210 272 847],0.2,57.8,75.32
963,5,145.2,Key,6.92,Double,Agent,10,3.6,[255 287 210 272 847],0.5,51.6,90.0
964,5,226.44,Orb,74.57,Double,Agent,10,69.2,[1308 1329 1040  572  759],0.2,76.4,80.84
965,5,175.52,Orb,49.05,Double,Agent,10,36.0,[1308 1329 1040  572  759],0.5,62.6,76.92
966,5,242.15,Level Door,80.4,SVM,Agent,10,97.6,[597 536 575 472 387],0.0,76.2,68.35
967,5,204.70999999999998,Green Door,67.1,SVM,Agent,10,62.0,[842 720 611 748 639],0.0,69.6,73.11
968,5,176.67000000000002,Key Door,56.82,SVM,Agent,10,50.8,[1021  999 1091  977  894],0.0,61.4,64.47
969,5,206.92000000000002,Other Door,67.69,SVM,Agent,10,62.0,[1270 1299 1332 1153 1111],0.0,70.4,74.52
970,5,195.55,Key,65.79,SVM,Agent,10,70.4,[231 811 284 802 804],0.0,63.4,61.75
971,5,225.09,Orb,75.12,SVM,Agent,10,92.4,[1032  559 1033 1018  761],0.0,69.4,63.29
972,5,216.16,Level Door,71.0,Double,Agent,10,65.6,[498 363 355 379 485],0.2,73.2,77.36
973,5,136.73000000000002,Level Door,17.61,Double,Agent,10,10.0,[498 363 355 379 485],0.5,53.2,73.53
974,5,112.89000000000001,Green Door,8.18,Double,Agent,10,4.4,[601 612 772 797 796],0.2,50.6,57.89
975,5,132.2,Green Door,3.14,Double,Agent,10,1.6,[601 612 772 797 796],0.5,50.6,80.0
976,5,165.91000000000003,Key Door,53.03,Double,Agent,10,47.2,[ 923 1070  866  852  890],0.2,58.2,60.51
977,5,128.98,Key Door,29.17,Double,Agent,10,19.6,[ 923 1070  866  852  890],0.5,52.4,56.98
978,5,187.09,Other Door,59.58,Double,Agent,10,51.6,[1325 1197 1188 1238 1286],0.2,65.0,70.49
979,5,190.62,Other Door,48.82,Double,Agent,10,33.2,[1325 1197 1188 1238 1286],0.5,65.2,92.22
980,5,164.12,Key,46.11,Double,Agent,10,34.4,[288 277 282 300 260],0.2,59.8,69.92
981,5,156.91,Key,34.67,Double,Agent,10,22.4,[288 277 282 300 260],0.5,57.8,76.71
982,5,244.38,Orb,81.38,Double,Agent,10,80.4,[1315  562  757 1320  768],0.2,81.6,82.38
983,5,186.23,Orb,48.99,Double,Agent,10,34.0,[1315  562  757 1320  768],0.5,64.6,87.63
984,5,258.49,Level Door,85.95,SVM,Agent,10,83.2,[480 554 552 482 520],0.0,86.4,88.89
985,5,209.62,Green Door,70.53,SVM,Agent,10,82.8,[634 723 625 841 618],0.0,65.4,61.42
986,5,188.01,Key Door,58.85,SVM,Agent,10,49.2,[1041  985  934 1099  963],0.0,65.6,73.21
987,5,217.29000000000002,Other Door,69.05,SVM,Agent,10,58.0,[1122 1261 1186 1119 1111],0.0,74.0,85.29
988,5,135.29,Key,44.26,SVM,Agent,10,42.4,[ 841  844 1092  291  341],0.0,46.6,46.29
