,Recall,Accuracy,Precision,Concept,CPR,NumExp,F1Score,Examples,Encoding,Pattern Complexity,TH,PC
2122,74.4,73.6,73.23,Orb,221.23,5,73.81,[1338  777  573 1009  197],Internal,,0.2,10.0
2123,33.6,60.6,73.04,Orb,167.24,5,46.03,[1338  777  573 1009  197],Internal,,0.5,10.0
2124,65.6,78.6,88.65,Level Door,232.85,5,75.4,[353 388 415 488 456],External,,0.2,10.0
2125,38.8,67.4,90.65,Level Door,196.85000000000002,5,54.34,[353 388 415 488 456],External,,0.5,10.0
2126,31.6,59.4,71.17,Green Door,162.17,5,43.77,[665 722 634 617 802],External,,0.2,10.0
2127,23.6,58.2,76.62,Green Door,158.42,5,36.09,[665 722 634 617 802],External,,0.5,10.0
2128,25.2,53.6,58.33,Key Door,137.13,5,35.19,[1028 1001  901  907  924],External,,0.2,10.0
2129,1.6,50.6,80.0,Key Door,132.2,5,3.14,[1028 1001  901  907  924],External,,0.5,10.0
2130,17.2,55.8,75.44,Other Door,148.44,5,28.01,[1183 1188 1326 1228 1349],External,,0.2,10.0
2131,4.0,51.4,76.92,Other Door,132.32,5,7.6,[1183 1188 1326 1228 1349],External,,0.5,10.0
2132,24.8,56.6,68.13,Key,149.53,5,36.36,[ 332 1095  276 1081  303],External,,0.2,10.0
2133,16.4,55.6,75.93,Key,147.93,5,26.97,[ 332 1095  276 1081  303],External,,0.5,10.0
2134,43.2,59.0,63.16,Orb,165.36,5,51.31,[ 755 1018  593  181 1014],External,,0.2,10.0
2135,3.2,51.0,72.73,Orb,126.93,5,6.13,[ 755 1018  593  181 1014],External,,0.5,10.0
2136,66.8,76.2,82.27,Level Door,225.26999999999998,5,73.73,[451 519 532 593 381],Ext+Int,,0.2,10.0
2137,46.4,71.6,93.55,Level Door,211.54999999999998,5,62.03,[451 519 532 593 381],Ext+Int,,0.5,10.0
2138,38.4,57.2,61.54,Green Door,157.14000000000001,5,47.29,[752 747 808 644 732],Ext+Int,,0.2,10.0
2139,7.2,50.8,56.25,Green Door,114.25,5,12.77,[752 747 808 644 732],Ext+Int,,0.5,10.0
2140,16.4,55.0,71.93,Key Door,143.33,5,26.71,[ 954  975  895 1012  951],Ext+Int,,0.2,10.0
2141,4.0,52.0,100.0,Key Door,156.0,5,7.69,[ 954  975  895 1012  951],Ext+Int,,0.5,10.0
2142,23.2,53.8,59.79,Other Door,136.79,5,33.43,[1222 1261 1175 1285 1214],Ext+Int,,0.2,10.0
2143,6.8,51.6,65.38,Other Door,123.77999999999999,5,12.32,[1222 1261 1175 1285 1214],Ext+Int,,0.5,10.0
2144,18.8,52.2,56.63,Key,127.63000000000001,5,28.23,[ 804 1098  326  815  208],Ext+Int,,0.2,10.0
2145,6.8,51.0,58.62,Key,116.42,5,12.19,[ 804 1098  326  815  208],Ext+Int,,0.5,10.0
2146,56.0,65.8,69.65,Orb,191.45,5,62.08,[ 572 1038 1020 1031 1020],Ext+Int,,0.2,10.0
2147,25.6,59.6,80.0,Orb,165.2,5,38.79,[ 572 1038 1020 1031 1020],Ext+Int,,0.5,10.0
2148,66.0,77.2,85.05,Level Door,228.25,5,74.32,[529 533 591 466 553],Internal,,0.2,10.0
2149,38.8,67.2,89.81,Level Door,195.81,5,54.19,[529 533 591 466 553],Internal,,0.5,10.0
2150,59.6,68.6,72.68,Green Door,200.88,5,65.49,[710 827 753 657 614],Internal,,0.2,10.0
2151,30.4,63.8,91.57,Green Door,185.77,5,45.65,[710 827 753 657 614],Internal,,0.5,10.0
2152,30.0,47.6,46.3,Key Door,123.9,5,36.41,[ 960 1099  967 1010  888],Internal,,0.2,10.0
2153,5.2,50.6,56.52,Key Door,112.32000000000001,5,9.52,[ 960 1099  967 1010  888],Internal,,0.5,10.0
2154,25.6,51.2,52.46,Other Door,129.26,5,34.41,[1332 1209 1330 1259 1323],Internal,,0.2,10.0
2155,2.8,47.0,24.14,Other Door,73.94,5,5.02,[1332 1209 1330 1259 1323],Internal,,0.5,10.0
2156,34.8,56.6,61.7,Key,153.10000000000002,5,44.5,[1090 1063  238  812 1082],Internal,,0.2,10.0
2157,6.8,52.2,73.91,Key,132.91,5,12.45,[1090 1063  238  812 1082],Internal,,0.5,10.0
2158,64.0,66.6,67.51,Orb,198.11,5,65.71,[1020  798  599 1049  184],Internal,,0.2,10.0
2159,34.8,61.2,73.73,Orb,169.73000000000002,5,47.28,[1020  798  599 1049  184],Internal,,0.5,10.0
2160,28.0,62.6,90.91,Level Door,181.51,5,42.81,[353 476 474 375 453],External,,0.2,10.0
2161,17.2,58.6,100.0,Level Door,175.79999999999998,5,29.35,[353 476 474 375 453],External,,0.5,10.0
2162,41.6,63.0,72.73,Green Door,177.33,5,52.93,[656 848 613 629 775],External,,0.2,10.0
2163,25.6,60.0,82.05,Green Door,167.65,5,39.02,[656 848 613 629 775],External,,0.5,10.0
2164,17.2,53.0,60.56,Key Door,130.76,5,26.79,[1043 1060 1038  932  954],External,,0.2,10.0
2165,3.6,50.6,60.0,Key Door,114.19999999999999,5,6.79,[1043 1060 1038  932  954],External,,0.5,10.0
2166,22.8,59.0,82.61,Other Door,164.41000000000003,5,35.74,[1190 1170 1331 1108 1306],External,,0.2,10.0
2167,15.2,57.4,97.44,Other Door,170.04,5,26.3,[1190 1170 1331 1108 1306],External,,0.5,10.0
2168,3.2,49.6,44.44,Key,97.24,5,5.97,[ 348  229  292 1078  334],External,,0.2,10.0
2169,0.4,50.2,100.0,Key,150.6,5,0.8,[ 348  229  292 1078  334],External,,0.5,10.0
2170,18.4,57.4,83.64,Orb,159.44,5,30.16,[ 178  591 1306 1346 1305],External,,0.2,10.0
2171,6.0,52.6,88.24,Orb,146.84,5,11.24,[ 178  591 1306 1346 1305],External,,0.5,10.0
2172,63.6,73.0,78.33,Level Door,214.92999999999998,5,70.2,[571 413 590 358 510],Ext+Int,,0.2,10.0
2173,36.4,65.0,85.05,Level Door,186.45000000000002,5,50.98,[571 413 590 358 510],Ext+Int,,0.5,10.0
2174,54.4,69.2,77.27,Green Door,200.87,5,63.85,[794 682 605 668 714],Ext+Int,,0.2,10.0
2175,32.4,63.2,84.38,Green Door,179.98,5,46.82,[794 682 605 668 714],Ext+Int,,0.5,10.0
2176,27.2,56.4,65.38,Key Door,148.98,5,38.42,[1006  876  866 1051  924],Ext+Int,,0.2,10.0
2177,10.0,53.6,78.12,Key Door,141.72,5,17.73,[1006  876  866 1051  924],Ext+Int,,0.5,10.0
2178,11.6,50.4,51.79,Other Door,113.78999999999999,5,18.95,[1245 1190 1237 1296 1175],Ext+Int,,0.2,10.0
2179,3.2,49.6,44.44,Other Door,97.24,5,5.97,[1245 1190 1237 1296 1175],Ext+Int,,0.5,10.0
2180,25.2,53.6,58.33,Key,137.13,5,35.19,[836 231 290 844 222],Ext+Int,,0.2,10.0
2181,5.2,51.8,76.47,Key,133.46999999999997,5,9.74,[836 231 290 844 222],Ext+Int,,0.5,10.0
2182,45.2,61.6,67.26,Orb,174.06,5,54.07,[1018 1332  558  189  771],Ext+Int,,0.2,10.0
2183,31.6,58.8,69.3,Orb,159.7,5,43.41,[1018 1332  558  189  771],Ext+Int,,0.5,10.0
2184,79.2,81.2,82.5,Level Door,242.89999999999998,5,80.82,[490 377 456 431 572],Internal,,0.2,10.0
2185,46.0,70.0,88.46,Level Door,204.45999999999998,5,60.53,[490 377 456 431 572],Internal,,0.5,10.0
2186,49.6,62.0,65.96,Green Door,177.56,5,56.62,[660 785 727 663 832],Internal,,0.2,10.0
2187,37.2,61.2,71.54,Green Door,169.94,5,48.95,[660 785 727 663 832],Internal,,0.5,10.0
2188,38.8,57.0,61.01,Key Door,156.81,5,47.43,[ 940  919  941 1099  999],Internal,,0.2,10.0
2189,20.4,56.0,70.83,Key Door,147.23,5,31.68,[ 940  919  941 1099  999],Internal,,0.5,10.0
2190,20.4,56.0,70.83,Other Door,147.23,5,31.68,[1308 1111 1103 1280 1306],Internal,,0.2,10.0
2191,2.0,50.6,71.43,Other Door,124.03,5,3.89,[1308 1111 1103 1280 1306],Internal,,0.5,10.0
2192,11.2,50.0,50.0,Key,111.2,5,18.3,[314 819 341 316 246],Internal,,0.2,10.0
2193,1.2,50.0,50.0,Key,101.2,5,2.34,[314 819 341 316 246],Internal,,0.5,10.0
2194,60.0,70.2,75.38,Orb,205.57999999999998,5,66.82,[ 180 1316  798 1313 1033],Internal,,0.2,10.0
2195,21.6,58.8,84.38,Orb,164.78,5,34.4,[ 180 1316  798 1313 1033],Internal,,0.5,10.0
2196,71.2,77.6,81.65,Level Door,230.45,5,76.07,[440 433 493 404 506],External,,0.2,10.0
2197,43.6,68.0,85.16,Level Door,196.76,5,57.67,[440 433 493 404 506],External,,0.5,10.0
2198,47.2,64.8,72.84,Green Door,184.83999999999997,5,57.28,[762 747 648 743 837],External,,0.2,10.0
2199,19.6,56.2,73.13,Green Door,148.92999999999998,5,30.91,[762 747 648 743 837],External,,0.5,10.0
2200,20.0,55.8,70.42,Key Door,146.22,5,31.15,[ 912 1025  938  899  931],External,,0.2,10.0
2201,6.4,52.6,84.21,Key Door,143.21,5,11.9,[ 912 1025  938  899  931],External,,0.5,10.0
2202,20.0,57.0,76.92,Other Door,153.92000000000002,5,31.75,[1206 1132 1332 1118 1228],External,,0.2,10.0
2203,7.2,52.8,81.82,Other Door,141.82,5,13.24,[1206 1132 1332 1118 1228],External,,0.5,10.0
2204,15.6,50.4,51.32,Key,117.32,5,23.93,[ 264  826 1056 1074 1053],External,,0.2,10.0
2205,0.8,50.0,50.0,Key,100.8,5,1.57,[ 264  826 1056 1074 1053],External,,0.5,10.0
2206,38.4,60.4,68.57,Orb,167.37,5,49.23,[1040 1010 1322  191 1332],External,,0.2,10.0
2207,9.6,52.6,68.57,Orb,130.76999999999998,5,16.84,[1040 1010 1322  191 1332],External,,0.5,10.0
2208,59.2,75.2,87.06,Level Door,221.45999999999998,5,70.48,[429 380 396 392 385],Ext+Int,,0.2,10.0
2209,47.6,72.0,92.97,Level Door,212.57,5,62.96,[429 380 396 392 385],Ext+Int,,0.5,10.0
2210,48.8,60.0,62.89,Green Door,171.69,5,54.96,[653 694 633 732 691],Ext+Int,,0.2,10.0
2211,12.4,52.0,59.62,Green Door,124.02000000000001,5,20.53,[653 694 633 732 691],Ext+Int,,0.5,10.0
2212,16.0,53.6,64.52,Key Door,134.12,5,25.64,[ 882  974 1030  872  979],Ext+Int,,0.2,10.0
2213,0.4,50.2,100.0,Key Door,150.6,5,0.8,[ 882  974 1030  872  979],Ext+Int,,0.5,10.0
2214,12.4,48.0,43.06,Other Door,103.46000000000001,5,19.26,[1280 1111 1214 1242 1139],Ext+Int,,0.2,10.0
2215,5.2,49.6,46.43,Other Door,101.23,5,9.35,[1280 1111 1214 1242 1139],Ext+Int,,0.5,10.0
2216,9.6,53.2,75.0,Key,137.79999999999998,5,17.02,[349 287 250 282 838],Ext+Int,,0.2,10.0
2217,6.4,52.0,72.73,Key,131.13,5,11.76,[349 287 250 282 838],Ext+Int,,0.5,10.0
2218,48.0,62.4,67.42,Orb,177.82,5,56.08,[792 790 550 777 786],Ext+Int,,0.2,10.0
2219,31.2,61.2,78.0,Orb,170.39999999999998,5,44.57,[792 790 550 777 786],Ext+Int,,0.5,10.0
2220,66.4,75.8,81.77,Level Door,223.97,5,73.29,[483 499 366 512 358],Internal,,0.2,10.0
2221,37.6,66.4,88.68,Level Door,192.68,5,52.81,[483 499 366 512 358],Internal,,0.5,10.0
2222,66.4,67.0,67.21,Green Door,200.60999999999999,5,66.8,[762 755 766 704 644],Internal,,0.2,10.0
2223,34.0,62.2,77.98,Green Door,174.18,5,47.35,[762 755 766 704 644],Internal,,0.5,10.0
2224,31.6,61.0,76.7,Key Door,169.29999999999998,5,44.76,[1043  936 1008  997  866],Internal,,0.2,10.0
2225,12.0,55.4,90.91,Key Door,158.31,5,21.2,[1043  936 1008  997  866],Internal,,0.5,10.0
2226,37.2,64.8,83.04,Other Door,185.04000000000002,5,51.38,[1228 1133 1318 1111 1280],Internal,,0.2,10.0
2227,12.4,55.0,83.78,Other Door,151.18,5,21.6,[1228 1133 1318 1111 1280],Internal,,0.5,10.0
2228,37.2,57.4,62.42,Key,157.01999999999998,5,46.62,[310 828 279 344 818],Internal,,0.2,10.0
2229,17.2,55.0,70.49,Key,142.69,5,27.65,[310 828 279 344 818],Internal,,0.5,10.0
2230,42.0,59.0,63.64,Orb,164.64,5,50.6,[ 791  754  168 1311 1030],Internal,,0.2,10.0
2231,6.0,52.2,78.95,Orb,137.15,5,11.15,[ 791  754  168 1311 1030],Internal,,0.5,10.0
2232,58.4,75.6,89.02,Level Door,223.02,5,70.53,[500 395 519 434 486],External,,0.2,10.0
2233,43.6,70.2,93.16,Level Door,206.96,5,59.4,[500 395 519 434 486],External,,0.5,10.0
2234,18.4,56.4,76.67,Green Door,151.47,5,29.68,[619 734 842 696 778],External,,0.2,10.0
2235,7.2,52.8,81.82,Green Door,141.82,5,13.24,[619 734 842 696 778],External,,0.5,10.0
2236,20.8,54.2,62.65,Key Door,137.65,5,31.23,[1091 1006  867 1056  942],External,,0.2,10.0
2237,2.0,50.8,83.33,Key Door,136.13,5,3.91,[1091 1006  867 1056  942],External,,0.5,10.0
2238,18.4,55.0,68.66,Other Door,142.06,5,29.02,[1205 1343 1175 1320 1207],External,,0.2,10.0
2239,6.8,52.8,85.0,Other Door,144.60000000000002,5,12.59,[1205 1343 1175 1320 1207],External,,0.5,10.0
2240,24.4,53.4,58.1,Key,135.9,5,34.37,[ 324 1072 1086  801  828],External,,0.2,10.0
2241,2.0,51.0,100.0,Key,153.0,5,3.92,[ 324 1072 1086  801  828],External,,0.5,10.0
2242,32.4,57.2,64.29,Orb,153.89000000000001,5,43.09,[ 797 1012  593 1302  183],External,,0.2,10.0
2243,9.6,53.0,72.73,Orb,135.33,5,16.96,[ 797 1012  593 1302  183],External,,0.5,10.0
2244,45.2,68.6,84.96,Level Door,198.76,5,59.01,[587 491 394 441 594],Ext+Int,,0.2,10.0
2245,23.2,59.8,86.57,Level Door,169.57,5,36.59,[587 491 394 441 594],Ext+Int,,0.5,10.0
2246,52.0,70.2,81.76,Green Door,203.96,5,63.57,[670 696 713 824 632],Ext+Int,,0.2,10.0
2247,22.8,61.0,96.61,Green Door,180.41000000000003,5,36.89,[670 696 713 824 632],Ext+Int,,0.5,10.0
2248,34.8,55.6,59.59,Key Door,149.99,5,43.94,[ 890 1051 1026  913  911],Ext+Int,,0.2,10.0
2249,3.6,51.6,90.0,Key Door,145.2,5,6.92,[ 890 1051 1026  913  911],Ext+Int,,0.5,10.0
2250,23.6,47.8,45.74,Other Door,117.13999999999999,5,31.14,[1257 1147 1180 1158 1304],Ext+Int,,0.2,10.0
2251,13.6,49.4,47.89,Other Door,110.88999999999999,5,21.18,[1257 1147 1180 1158 1304],Ext+Int,,0.5,10.0
2252,16.0,50.6,51.95,Key,118.55000000000001,5,24.47,[841 295 296 241 206],Ext+Int,,0.2,10.0
2253,5.6,51.2,63.64,Key,120.44,5,10.29,[841 295 296 241 206],Ext+Int,,0.5,10.0
2254,12.0,50.6,52.63,Orb,115.23,5,19.54,[ 780  576  181  178 1011],Ext+Int,,0.2,10.0
2255,6.0,52.6,88.24,Orb,146.84,5,11.24,[ 780  576  181  178 1011],Ext+Int,,0.5,10.0
2256,50.4,71.8,88.11,Level Door,210.31,5,64.12,[553 526 591 455 485],Internal,,0.2,10.0
2257,43.2,69.2,90.0,Level Door,202.39999999999998,5,58.38,[553 526 591 455 485],Internal,,0.5,10.0
2258,64.4,64.6,64.66,Green Door,193.66,5,64.53,[603 738 781 708 608],Internal,,0.2,10.0
2259,39.6,65.6,82.5,Green Door,187.7,5,53.51,[603 738 781 708 608],Internal,,0.5,10.0
2260,27.2,56.0,64.15,Key Door,147.35,5,38.2,[1034 1060  952  865  959],Internal,,0.2,10.0
2261,0.8,50.2,66.67,Key Door,117.67,5,1.58,[1034 1060  952  865  959],Internal,,0.5,10.0
2262,59.2,74.6,85.55,Other Door,219.34999999999997,5,69.98,[1302 1139 1119 1343 1158],Internal,,0.2,10.0
2263,36.0,67.2,95.74,Other Door,198.94,5,52.32,[1302 1139 1119 1343 1158],Internal,,0.5,10.0
2264,32.8,60.0,71.93,Key,164.73000000000002,5,45.05,[ 270  242 1060  332  843],Internal,,0.2,10.0
2265,15.6,55.2,75.0,Key,145.79999999999998,5,25.83,[ 270  242 1060  332  843],Internal,,0.5,10.0
2266,80.0,82.6,84.39,Orb,246.99,5,82.14,[ 196  174  179 1321  167],Internal,,0.2,10.0
2267,30.4,64.0,92.68,Orb,187.08,5,45.78,[ 196  174  179 1321  167],Internal,,0.5,10.0
2268,19.6,59.8,100.0,Level Door,179.4,5,32.78,[436 386 545 588 471],External,,0.2,10.0
2269,5.2,52.6,100.0,Level Door,157.79999999999998,5,9.89,[436 386 545 588 471],External,,0.5,10.0
2270,34.8,62.2,76.99,Green Door,173.99,5,47.93,[682 674 682 603 679],External,,0.2,10.0
2271,15.6,56.2,82.98,Green Door,154.78,5,26.26,[682 674 682 603 679],External,,0.5,10.0
2272,14.8,55.8,82.22,Key Door,152.82,5,25.08,[ 862  999 1094  899 1077],External,,0.2,10.0
2273,5.2,52.2,86.67,Key Door,144.07,5,9.81,[ 862  999 1094  899 1077],External,,0.5,10.0
2274,42.0,67.6,86.07,Other Door,195.67,5,56.45,[1241 1291 1164 1128 1170],External,,0.2,10.0
2275,8.0,54.0,100.0,Other Door,162.0,5,14.81,[1241 1291 1164 1128 1170],External,,0.5,10.0
2276,26.8,57.2,68.37,Key,152.37,5,38.51,[ 277 1056 1093  315  224],External,,0.2,10.0
2277,11.6,54.2,78.38,Key,144.17999999999998,5,20.21,[ 277 1056 1093  315  224],External,,0.5,10.0
2278,38.8,60.8,69.29,Orb,168.89,5,49.74,[ 775  561 1303  577  191],External,,0.2,10.0
2279,16.0,53.8,65.57,Orb,135.37,5,25.72,[ 775  561 1303  577  191],External,,0.5,10.0
2280,43.2,70.0,93.1,Level Door,206.3,5,59.02,[459 379 505 359 411],Ext+Int,,0.2,10.0
2281,27.2,62.2,90.67,Level Door,180.07,5,41.85,[459 379 505 359 411],Ext+Int,,0.5,10.0
2282,50.4,66.0,73.26,Green Door,189.66,5,59.72,[771 625 718 767 728],Ext+Int,,0.2,10.0
2283,24.8,59.0,78.48,Green Door,162.28000000000003,5,37.69,[771 625 718 767 728],Ext+Int,,0.5,10.0
2284,20.8,52.6,57.14,Key Door,130.54000000000002,5,30.5,[ 918 1028  917  908  877],Ext+Int,,0.2,10.0
2285,8.8,50.4,52.38,Key Door,111.58,5,15.07,[ 918 1028  917  908  877],Ext+Int,,0.5,10.0
2286,35.6,55.8,59.73,Other Door,151.13,5,44.61,[1215 1268 1148 1102 1145],Ext+Int,,0.2,10.0
2287,0.4,50.0,50.0,Other Door,100.4,5,0.79,[1215 1268 1148 1102 1145],Ext+Int,,0.5,10.0
2288,6.4,44.6,27.12,Key,78.12,5,10.36,[1050  806  812  312  827],Ext+Int,,0.2,10.0
2289,0.0,49.6,0.0,Key,49.6,5,0.0,[1050  806  812  312  827],Ext+Int,,0.5,10.0
2290,47.2,63.2,69.41,Orb,179.81,5,56.19,[ 156 1309  167 1027 1007],Ext+Int,,0.2,10.0
2291,19.6,57.6,81.67,Orb,158.87,5,31.61,[ 156 1309  167 1027 1007],Ext+Int,,0.5,10.0
2292,52.0,71.8,86.09,Level Door,209.89,5,64.84,[531 423 451 425 514],Internal,,0.2,10.0
2293,33.6,66.4,97.67,Level Door,197.67,5,50.0,[531 423 451 425 514],Internal,,0.5,10.0
2294,54.8,68.8,76.11,Green Door,199.70999999999998,5,63.72,[714 794 694 738 690],Internal,,0.2,10.0
2295,38.8,65.0,81.51,Green Door,185.31,5,52.57,[714 794 694 738 690],Internal,,0.5,10.0
2296,36.8,53.4,55.09,Key Door,145.29000000000002,5,44.12,[1034 1031  904  851  964],Internal,,0.2,10.0
2297,4.0,49.2,41.67,Key Door,94.87,5,7.3,[1034 1031  904  851  964],Internal,,0.5,10.0
2298,40.0,58.6,63.69,Other Door,162.29,5,49.14,[1326 1209 1192 1295 1144],Internal,,0.2,10.0
2299,18.4,56.4,76.67,Other Door,151.47,5,29.68,[1326 1209 1192 1295 1144],Internal,,0.5,10.0
2300,26.0,43.8,40.37,Key,110.16999999999999,5,31.63,[210 272 820 843 235],Internal,,0.2,10.0
2301,0.0,50.0,0.0,Key,0.0,5,0.0,[210 272 820 843 235],Internal,,0.5,10.0
2302,32.8,66.2,98.8,Orb,197.8,5,49.25,[ 175  587  181  587 1317],Internal,,0.2,10.0
2303,11.2,55.6,100.0,Orb,166.79999999999998,5,20.14,[ 175  587  181  587 1317],Internal,,0.5,10.0
2304,60.8,76.8,89.41,Level Door,227.01,5,72.38,[406 536 442 505 546],External,,0.2,10.0
2305,26.8,62.8,95.71,Level Door,185.31,5,41.87,[406 536 442 505 546],External,,0.5,10.0
2306,24.4,59.4,81.33,Green Door,165.13,5,37.54,[846 755 677 741 764],External,,0.2,10.0
2307,7.2,53.6,100.0,Green Door,160.79999999999998,5,13.43,[846 755 677 741 764],External,,0.5,10.0
2308,18.0,56.6,78.95,Key Door,153.55,5,29.32,[1051 1017  908  881  988],External,,0.2,10.0
2309,4.0,52.0,100.0,Key Door,156.0,5,7.69,[1051 1017  908  881  988],External,,0.5,10.0
2310,23.6,61.8,100.0,Other Door,185.4,5,38.19,[1188 1294 1146 1186 1317],External,,0.2,10.0
2311,15.2,57.6,100.0,Other Door,172.79999999999998,5,26.39,[1188 1294 1146 1186 1317],External,,0.5,10.0
2312,26.8,55.4,62.62,Key,144.82,5,37.54,[263 265 325 216 258],External,,0.2,10.0
2313,8.8,52.8,73.33,Key,134.93,5,15.71,[263 265 325 216 258],External,,0.5,10.0
2314,6.0,50.6,55.56,Orb,112.16,5,10.83,[ 583  151  565  559 1000],External,,0.2,10.0
2315,0.4,50.2,100.0,Orb,150.6,5,0.8,[ 583  151  565  559 1000],External,,0.5,10.0
2316,63.6,73.4,79.1,Level Door,216.1,5,70.51,[531 466 478 452 405],Ext+Int,,0.2,10.0
2317,44.4,70.8,94.07,Level Door,209.27,5,60.33,[531 466 478 452 405],Ext+Int,,0.5,10.0
2318,47.2,64.8,72.84,Green Door,184.83999999999997,5,57.28,[789 787 635 612 724],Ext+Int,,0.2,10.0
2319,20.4,57.8,80.95,Green Door,159.15,5,32.59,[789 787 635 612 724],Ext+Int,,0.5,10.0
2320,28.4,58.0,69.61,Key Door,156.01,5,40.34,[1095 1083  879  986  904],Ext+Int,,0.2,10.0
2321,9.2,53.8,85.19,Key Door,148.19,5,16.61,[1095 1083  879  986  904],Ext+Int,,0.5,10.0
2322,22.8,50.8,51.82,Other Door,125.42,5,31.67,[1238 1127 1122 1189 1339],Ext+Int,,0.2,10.0
2323,6.4,52.2,76.19,Other Door,134.79,5,11.81,[1238 1127 1122 1189 1339],Ext+Int,,0.5,10.0
2324,23.6,54.4,61.46,Key,139.46,5,34.1,[332 232 816 220 286],Ext+Int,,0.2,10.0
2325,3.2,51.0,72.73,Key,126.93,5,6.13,[332 232 816 220 286],Ext+Int,,0.5,10.0
2326,26.4,54.8,61.11,Orb,142.31,5,36.87,[1047  581  583  183  155],Ext+Int,,0.2,10.0
2327,4.8,52.2,92.31,Orb,149.31,5,9.13,[1047  581  583  183  155],Ext+Int,,0.5,10.0
2328,67.6,73.8,77.17,Level Door,218.57,5,72.07,[430 486 519 497 557],Internal,,0.2,10.0
2329,37.6,66.2,87.85,Level Door,191.65,5,52.66,[430 486 519 497 557],Internal,,0.5,10.0
2330,65.6,68.2,69.2,Green Door,203.0,5,67.35,[795 667 806 695 728],Internal,,0.2,10.0
2331,33.2,61.8,77.57,Green Door,172.57,5,46.5,[795 667 806 695 728],Internal,,0.5,10.0
2332,28.8,55.2,61.02,Key Door,145.02,5,39.13,[ 925 1027 1023  932 1037],Internal,,0.2,10.0
2333,21.2,55.6,67.95,Key Door,144.75,5,32.32,[ 925 1027 1023  932 1037],Internal,,0.5,10.0
2334,35.2,53.4,55.35,Other Door,143.95,5,43.03,[1232 1172 1310 1257 1332],Internal,,0.2,10.0
2335,8.8,52.2,66.67,Other Door,127.67,5,15.55,[1232 1172 1310 1257 1332],Internal,,0.5,10.0
2336,28.0,51.0,51.85,Key,130.85,5,36.36,[229 251 213 848 301],Internal,,0.2,10.0
2337,4.4,50.0,50.0,Key,104.4,5,8.09,[229 251 213 848 301],Internal,,0.5,10.0
2338,64.4,73.8,79.31,Orb,217.51000000000002,5,71.08,[1349  579  568  191 1324],Internal,,0.2,10.0
2339,26.0,57.6,70.65,Orb,154.25,5,38.01,[1349  579  568  191 1324],Internal,,0.5,10.0
2340,60.0,75.2,86.21,Level Door,221.41,5,70.76,[367 393 386 398 583],External,,0.2,10.0
2341,6.0,52.6,88.24,Level Door,146.84,5,11.24,[367 393 386 398 583],External,,0.5,10.0
2342,41.6,65.2,78.79,Green Door,185.59,5,54.45,[726 840 705 790 627],External,,0.2,10.0
2343,9.6,54.0,85.71,Green Door,149.30999999999997,5,17.27,[726 840 705 790 627],External,,0.5,10.0
2344,20.0,54.6,64.94,Key Door,139.54,5,30.58,[ 950  980 1029  948  870],External,,0.2,10.0
2345,5.2,49.8,48.15,Key Door,103.14999999999999,5,9.39,[ 950  980 1029  948  870],External,,0.5,10.0
2346,17.2,57.6,89.58,Other Door,164.38,5,28.86,[1188 1160 1213 1294 1342],External,,0.2,10.0
2347,3.6,51.8,100.0,Other Door,155.4,5,6.95,[1188 1160 1213 1294 1342],External,,0.5,10.0
2348,24.0,55.0,63.16,Key,142.16,5,34.78,[ 820  321  338 1088  328],External,,0.2,10.0
2349,10.8,52.2,62.79,Key,125.79,5,18.43,[ 820  321  338 1088  328],External,,0.5,10.0
2350,23.2,57.6,74.36,Orb,155.16,5,35.37,[1304 1049  599  780  589],External,,0.2,10.0
2351,8.8,54.4,100.0,Orb,163.20000000000002,5,16.18,[1304 1049  599  780  589],External,,0.5,10.0
2352,63.2,74.4,81.44,Level Door,219.04000000000002,5,71.17,[448 451 501 373 558],Ext+Int,,0.2,10.0
2353,13.2,56.4,97.06,Level Door,166.66,5,23.24,[448 451 501 373 558],Ext+Int,,0.5,10.0
2354,36.4,55.6,59.09,Green Door,151.09,5,45.05,[668 696 798 771 694],Ext+Int,,0.2,10.0
2355,16.4,53.2,62.12,Green Door,131.72,5,25.95,[668 696 798 771 694],Ext+Int,,0.5,10.0
2356,33.6,52.0,53.16,Key Door,138.76,5,41.18,[ 853  859  910  943 1067],Ext+Int,,0.2,10.0
2357,9.6,53.8,82.76,Key Door,146.16,5,17.2,[ 853  859  910  943 1067],Ext+Int,,0.5,10.0
2358,29.6,49.6,49.33,Other Door,128.53,5,37.0,[1185 1156 1197 1230 1189],Ext+Int,,0.2,10.0
2359,9.6,48.4,42.86,Other Door,100.85999999999999,5,15.69,[1185 1156 1197 1230 1189],Ext+Int,,0.5,10.0
2360,15.6,51.4,54.93,Key,121.92999999999999,5,24.3,[228 295 336 291 312],Ext+Int,,0.2,10.0
2361,6.0,50.0,50.0,Key,106.0,5,10.71,[228 295 336 291 312],Ext+Int,,0.5,10.0
2362,20.4,53.2,59.3,Orb,132.9,5,30.36,[1343  554  152  151 1317],Ext+Int,,0.2,10.0
2363,15.2,54.6,71.7,Orb,141.5,5,25.08,[1343  554  152  151 1317],Ext+Int,,0.5,10.0
2364,61.2,76.0,86.93,Level Door,224.13,5,71.83,[534 419 585 365 565],Internal,,0.2,10.0
2365,39.2,69.2,98.0,Level Door,206.39999999999998,5,56.0,[534 419 585 365 565],Internal,,0.5,10.0
