,Recall,Accuracy,Precision,Concept,CPR,NumExp,F1Score,Examples,Encoding,Pattern Complexity,TH,PC
1879,4.0,51.6,83.33,Other Door,138.93,5,7.63,[1310 1147 1341 1156 1269],External,,0.5,10.0
1880,4.0,50.0,50.0,Key,104.0,5,7.41,[288 332 846 299 846],External,,0.2,10.0
1881,0.8,50.0,50.0,Key,100.8,5,1.57,[288 332 846 299 846],External,,0.5,10.0
1882,24.4,55.6,64.89,Orb,144.89000000000001,5,35.46,[1310 1046  566  183  592],External,,0.2,10.0
1883,9.2,54.0,88.46,Orb,151.65999999999997,5,16.67,[1310 1046  566  183  592],External,,0.5,10.0
1884,56.8,75.4,90.45,Level Door,222.65000000000003,5,69.78,[568 396 484 392 396],Ext+Int,,0.2,10.0
1885,3.6,51.8,100.0,Level Door,155.4,5,6.95,[568 396 484 392 396],Ext+Int,,0.5,10.0
1886,49.6,65.6,72.94,Green Door,188.14,5,59.05,[682 672 661 771 713],Ext+Int,,0.2,10.0
1887,24.0,58.6,77.92,Green Door,160.52,5,36.7,[682 672 661 771 713],Ext+Int,,0.5,10.0
1888,21.2,54.6,63.86,Key Door,139.66,5,31.83,[ 858  981 1023  878  923],Ext+Int,,0.2,10.0
1889,11.2,52.2,62.22,Key Door,125.62,5,18.98,[ 858  981 1023  878  923],Ext+Int,,0.5,10.0
1890,25.6,51.2,52.46,Other Door,129.26,5,34.41,[1123 1346 1128 1291 1290],Ext+Int,,0.2,10.0
1891,8.8,47.2,37.93,Other Door,93.92999999999999,5,14.29,[1123 1346 1128 1291 1290],Ext+Int,,0.5,10.0
1892,17.2,52.0,56.58,Key,125.78,5,26.38,[ 270  212 1068 1060  309],Ext+Int,,0.2,10.0
1893,1.2,50.0,50.0,Key,101.2,5,2.34,[ 270  212 1068 1060  309],Ext+Int,,0.5,10.0
1894,25.2,56.2,66.32,Orb,147.72,5,36.52,[ 768  153 1029 1326 1045],Ext+Int,,0.2,10.0
1895,2.4,51.0,85.71,Orb,139.10999999999999,5,4.67,[ 768  153 1029 1326 1045],Ext+Int,,0.5,10.0
1896,70.4,72.0,72.73,Level Door,215.13000000000002,5,71.55,[490 586 356 371 429],Internal,,0.2,10.0
1897,38.4,66.8,88.89,Level Door,194.09,5,53.63,[490 586 356 371 429],Internal,,0.5,10.0
1898,54.8,65.8,70.26,Green Door,190.86,5,61.57,[631 679 724 642 612],Internal,,0.2,10.0
1899,44.4,66.4,79.29,Green Door,190.09,5,56.92,[631 679 724 642 612],Internal,,0.5,10.0
1900,60.4,61.0,61.13,Key Door,182.53,5,60.76,[ 998  859  972 1082  951],Internal,,0.2,10.0
1901,16.4,56.0,78.85,Key Door,151.25,5,27.15,[ 998  859  972 1082  951],Internal,,0.5,10.0
1902,57.6,73.6,84.71,Other Door,215.91,5,68.57,[1112 1146 1184 1195 1141],Internal,,0.2,10.0
1903,28.8,62.8,90.0,Other Door,181.60000000000002,5,43.64,[1112 1146 1184 1195 1141],Internal,,0.5,10.0
1904,35.6,54.0,56.33,Key,145.93,5,43.63,[ 331 1094 1067 1059  341],Internal,,0.2,10.0
1905,6.0,50.0,50.0,Key,106.0,5,10.71,[ 331 1094 1067 1059  341],Internal,,0.5,10.0
1906,72.0,79.8,85.31,Orb,237.11,5,78.09,[ 592  171  153  596 1029],Internal,,0.2,10.0
1907,45.2,70.4,91.13,Orb,206.73000000000002,5,60.43,[ 592  171  153  596 1029],Internal,,0.5,10.0
1908,62.4,71.6,76.47,Level Door,210.47,5,68.72,[369 502 461 417 457],External,,0.2,10.0
1909,29.2,63.0,90.12,Level Door,182.32,5,44.11,[369 502 461 417 457],External,,0.5,10.0
1910,45.2,62.8,69.75,Green Door,177.75,5,54.85,[768 812 700 820 774],External,,0.2,10.0
1911,8.4,53.6,87.5,Green Door,149.5,5,15.33,[768 812 700 820 774],External,,0.5,10.0
1912,18.8,49.6,48.96,Key Door,117.36,5,27.17,[1035 1064 1028  981  892],External,,0.2,10.0
1913,10.0,50.6,53.19,Key Door,113.78999999999999,5,16.83,[1035 1064 1028  981  892],External,,0.5,10.0
1914,22.0,59.6,88.71,Other Door,170.31,5,35.26,[1155 1170 1128 1107 1332],External,,0.2,10.0
1915,13.6,56.8,100.0,Other Door,170.4,5,23.94,[1155 1170 1128 1107 1332],External,,0.5,10.0
1916,6.8,49.6,47.22,Key,103.61999999999999,5,11.89,[272 341 846 843 295],External,,0.2,10.0
1917,2.4,50.0,50.0,Key,102.4,5,4.58,[272 341 846 843 295],External,,0.5,10.0
1918,17.2,55.8,75.44,Orb,148.44,5,28.01,[1304 1334  594  155  171],External,,0.2,10.0
1919,0.8,50.4,100.0,Orb,151.20000000000002,5,1.59,[1304 1334  594  155  171],External,,0.5,10.0
1920,35.6,65.2,87.25,Level Door,188.04999999999998,5,50.57,[356 430 498 474 410],Ext+Int,,0.2,10.0
1921,16.0,57.4,93.02,Level Door,166.42,5,27.3,[356 430 498 474 410],Ext+Int,,0.5,10.0
1922,55.2,66.8,71.88,Green Door,193.88,5,62.45,[719 762 674 607 693],Ext+Int,,0.2,10.0
1923,34.0,61.8,76.58,Green Door,172.38,5,47.09,[719 762 674 607 693],Ext+Int,,0.5,10.0
1924,20.8,53.2,59.09,Key Door,133.09,5,30.77,[ 968 1013  882 1000 1081],Ext+Int,,0.2,10.0
1925,1.6,50.6,80.0,Key Door,132.2,5,3.14,[ 968 1013  882 1000 1081],Ext+Int,,0.5,10.0
1926,11.6,49.2,46.77,Other Door,107.57,5,18.59,[1288 1266 1322 1325 1314],Ext+Int,,0.2,10.0
1927,5.6,50.8,58.33,Other Door,114.72999999999999,5,10.22,[1288 1266 1322 1325 1314],Ext+Int,,0.5,10.0
1928,20.0,54.6,64.94,Key,139.54,5,30.58,[1078  238  273 1075  278],Ext+Int,,0.2,10.0
1929,2.0,50.8,83.33,Key,136.13,5,3.91,[1078  238  273 1075  278],Ext+Int,,0.5,10.0
1930,60.4,66.8,69.27,Orb,196.47,5,64.53,[1005  565 1013  760  785],Ext+Int,,0.2,10.0
1931,21.2,56.6,72.6,Orb,150.39999999999998,5,32.82,[1005  565 1013  760  785],Ext+Int,,0.5,10.0
1932,83.6,81.0,79.47,Level Door,244.07,5,81.48,[500 413 597 492 572],Internal,,0.2,10.0
1933,32.8,64.6,90.11,Level Door,187.51,5,48.09,[500 413 597 492 572],Internal,,0.5,10.0
1934,64.8,65.2,65.32,Green Door,195.32,5,65.06,[703 639 691 664 840],Internal,,0.2,10.0
1935,44.8,65.6,76.71,Green Door,187.11,5,56.57,[703 639 691 664 840],Internal,,0.5,10.0
1936,41.2,58.6,63.19,Key Door,162.99,5,49.88,[ 952 1026  921 1091 1055],Internal,,0.2,10.0
1937,10.8,53.0,69.23,Key Door,133.03,5,18.69,[ 952 1026  921 1091 1055],Internal,,0.5,10.0
1938,46.0,69.0,85.19,Other Door,200.19,5,59.74,[1184 1228 1298 1168 1260],Internal,,0.2,10.0
1939,17.6,58.2,93.62,Other Door,169.42,5,29.63,[1184 1228 1298 1168 1260],Internal,,0.5,10.0
1940,33.2,52.6,54.25,Key,140.05,5,41.19,[ 266  282  829  202 1061],Internal,,0.2,10.0
1941,18.4,53.6,62.16,Key,134.16,5,28.39,[ 266  282  829  202 1061],Internal,,0.5,10.0
1942,38.8,62.4,73.48,Orb,174.68,5,50.78,[1020 1003 1310  168  168],Internal,,0.2,10.0
1943,19.6,59.4,96.08,Orb,175.07999999999998,5,32.56,[1020 1003 1310  168  168],Internal,,0.5,10.0
1944,68.8,77.6,83.5,Level Door,229.89999999999998,5,75.44,[590 527 383 434 555],External,,0.2,10.0
1945,48.0,71.6,90.91,Level Door,210.51,5,62.83,[590 527 383 434 555],External,,0.5,10.0
1946,46.8,65.2,74.05,Green Door,186.05,5,57.35,[616 823 692 724 840],External,,0.2,10.0
1947,19.2,57.2,80.0,Green Door,156.39999999999998,5,30.97,[616 823 692 724 840],External,,0.5,10.0
1948,20.4,54.6,64.56,Key Door,139.56,5,31.0,[ 979  941 1040 1093  939],External,,0.2,10.0
1949,6.4,50.6,55.17,Key Door,112.17000000000002,5,11.47,[ 979  941 1040 1093  939],External,,0.5,10.0
1950,24.8,61.0,89.86,Other Door,175.66000000000003,5,38.87,[1227 1197 1262 1346 1105],External,,0.2,10.0
1951,5.6,52.8,100.0,Other Door,158.4,5,10.61,[1227 1197 1262 1346 1105],External,,0.5,10.0
1952,18.0,53.6,62.5,Key,134.1,5,27.95,[271 343 279 285 328],External,,0.2,10.0
1953,4.4,51.6,78.57,Key,134.57,5,8.33,[271 343 279 285 328],External,,0.5,10.0
1954,50.0,62.2,66.14,Orb,178.34,5,56.95,[ 798  564  559 1044 1009],External,,0.2,10.0
1955,8.4,52.4,70.0,Orb,130.8,5,15.0,[ 798  564  559 1044 1009],External,,0.5,10.0
1956,64.4,70.0,72.52,Level Door,206.92,5,68.22,[442 378 379 556 478],Ext+Int,,0.2,10.0
1957,35.2,64.2,83.81,Level Door,183.20999999999998,5,49.58,[442 378 379 556 478],Ext+Int,,0.5,10.0
1958,52.4,65.4,70.81,Green Door,188.61,5,60.23,[651 766 774 622 705],Ext+Int,,0.2,10.0
1959,32.4,60.6,74.31,Green Door,167.31,5,45.12,[651 766 774 622 705],Ext+Int,,0.5,10.0
1960,32.4,58.8,68.64,Key Door,159.84,5,44.02,[919 901 900 871 993],Ext+Int,,0.2,10.0
1961,9.6,53.8,82.76,Key Door,146.16,5,17.2,[919 901 900 871 993],Ext+Int,,0.5,10.0
1962,22.8,52.8,57.0,Other Door,132.6,5,32.57,[1239 1284 1223 1133 1276],Ext+Int,,0.2,10.0
1963,3.6,51.4,81.82,Other Door,136.82,5,6.9,[1239 1284 1223 1133 1276],Ext+Int,,0.5,10.0
1964,18.4,53.6,62.16,Key,134.16,5,28.39,[ 248  316  240  821 1068],Ext+Int,,0.2,10.0
1965,8.0,52.2,68.97,Key,129.17000000000002,5,14.34,[ 248  316  240  821 1068],Ext+Int,,0.5,10.0
1966,48.8,62.2,66.67,Orb,177.67000000000002,5,56.35,[ 795 1331 1332  163 1044],Ext+Int,,0.2,10.0
1967,2.8,51.2,87.5,Orb,141.5,5,5.43,[ 795 1331 1332  163 1044],Ext+Int,,0.5,10.0
1968,48.8,69.6,83.56,Level Door,201.95999999999998,5,61.62,[517 473 548 557 572],Internal,,0.2,10.0
1969,29.2,63.4,92.41,Level Door,185.01,5,44.38,[517 473 548 557 572],Internal,,0.5,10.0
1970,60.8,66.6,68.78,Green Door,196.18,5,64.54,[641 637 804 737 613],Internal,,0.2,10.0
1971,39.6,67.0,87.61,Green Door,194.21,5,54.55,[641 637 804 737 613],Internal,,0.5,10.0
1972,39.2,58.6,64.05,Key Door,161.85000000000002,5,48.63,[ 974  995  999 1056 1074],Internal,,0.2,10.0
1973,16.4,55.4,74.55,Key Door,146.35,5,26.89,[ 974  995  999 1056 1074],Internal,,0.5,10.0
1974,36.4,63.8,80.53,Other Door,180.73,5,50.14,[1299 1217 1247 1218 1100],Internal,,0.2,10.0
1975,16.4,58.2,100.0,Other Door,174.6,5,28.18,[1299 1217 1247 1218 1100],Internal,,0.5,10.0
1976,28.8,48.2,47.06,Key,124.06,5,35.73,[288 828 343 253 833],Internal,,0.2,10.0
1977,0.4,49.4,20.0,Key,69.80000000000001,5,0.78,[288 828 343 253 833],Internal,,0.5,10.0
1978,64.4,75.8,83.42,Orb,223.62,5,72.69,[1348  173 1339 1018  570],Internal,,0.2,10.0
1979,30.0,63.2,89.29,Orb,182.49,5,44.91,[1348  173 1339 1018  570],Internal,,0.5,10.0
1980,47.2,66.4,76.62,Level Door,190.22000000000003,5,58.41,[565 512 498 491 392],External,,0.2,10.0
1981,18.4,57.4,83.64,Level Door,159.44,5,30.16,[565 512 498 491 392],External,,0.5,10.0
1982,21.2,58.2,81.54,Green Door,160.94,5,33.65,[771 729 681 682 832],External,,0.2,10.0
1983,5.2,52.0,81.25,Green Door,138.45,5,9.77,[771 729 681 682 832],External,,0.5,10.0
1984,22.8,55.8,67.06,Key Door,145.66,5,34.03,[1008  994  998  918 1050],External,,0.2,10.0
1985,10.0,52.8,69.44,Key Door,132.24,5,17.48,[1008  994  998  918 1050],External,,0.5,10.0
1986,31.2,62.0,81.25,Other Door,174.45,5,45.09,[1229 1184 1302 1156 1114],External,,0.2,10.0
1987,8.4,53.0,77.78,Other Door,139.18,5,15.16,[1229 1184 1302 1156 1114],External,,0.5,10.0
1988,19.6,55.6,70.0,Key,145.2,5,30.63,[325 312 278 216 238],External,,0.2,10.0
1989,13.6,54.8,77.27,Key,145.67,5,23.13,[325 312 278 216 238],External,,0.5,10.0
1990,18.4,53.8,63.01,Orb,135.21,5,28.48,[1006 1309 1003  168  585],External,,0.2,10.0
1991,0.8,50.2,66.67,Orb,117.67,5,1.58,[1006 1309 1003  168  585],External,,0.5,10.0
1992,56.4,74.8,89.24,Level Door,220.44,5,69.12,[420 359 351 473 407],Ext+Int,,0.2,10.0
1993,21.6,59.2,87.1,Level Door,167.9,5,34.62,[420 359 351 473 407],Ext+Int,,0.5,10.0
1994,32.0,57.6,65.57,Green Door,155.17,5,43.01,[606 777 660 610 779],Ext+Int,,0.2,10.0
1995,18.8,52.8,58.75,Green Door,130.35,5,28.48,[606 777 660 610 779],Ext+Int,,0.5,10.0
1996,28.8,55.6,62.07,Key Door,146.47,5,39.34,[1044 1025 1060  942  899],Ext+Int,,0.2,10.0
1997,6.0,51.6,68.18,Key Door,125.78,5,11.03,[1044 1025 1060  942  899],Ext+Int,,0.5,10.0
1998,27.2,58.0,70.83,Other Door,156.02999999999997,5,39.31,[1208 1109 1190 1139 1295],Ext+Int,,0.2,10.0
1999,4.4,52.0,91.67,Other Door,148.07000000000002,5,8.4,[1208 1109 1190 1139 1295],Ext+Int,,0.5,10.0
2000,13.6,53.2,65.38,Key,132.18,5,22.52,[ 258 1093  222  252  298],Ext+Int,,0.2,10.0
2001,4.0,50.8,62.5,Key,117.3,5,7.52,[ 258 1093  222  252  298],Ext+Int,,0.5,10.0
2002,49.2,66.2,74.55,Orb,189.95,5,59.28,[ 751  573  194 1011  585],Ext+Int,,0.2,10.0
2003,26.8,59.6,77.91,Orb,164.31,5,39.88,[ 751  573  194 1011  585],Ext+Int,,0.5,10.0
2004,67.6,77.6,84.5,Level Door,229.7,5,75.11,[502 591 566 350 496],Internal,,0.2,10.0
2005,34.4,65.8,92.47,Level Door,192.67,5,50.15,[502 591 566 350 496],Internal,,0.5,10.0
2006,62.4,66.0,67.24,Green Door,195.64000000000001,5,64.73,[622 738 676 781 631],Internal,,0.2,10.0
2007,39.6,64.6,79.2,Green Door,183.4,5,52.8,[622 738 676 781 631],Internal,,0.5,10.0
2008,48.0,56.8,58.25,Key Door,163.05,5,52.63,[1053  947  979 1049 1091],Internal,,0.2,10.0
2009,17.2,54.8,69.35,Key Door,141.35,5,27.56,[1053  947  979 1049 1091],Internal,,0.5,10.0
2010,48.0,69.0,82.76,Other Door,199.76,5,60.76,[1217 1237 1287 1170 1322],Internal,,0.2,10.0
2011,37.2,65.6,86.11,Other Door,188.90999999999997,5,51.96,[1217 1237 1287 1170 1322],Internal,,0.5,10.0
2012,10.4,53.6,76.47,Key,140.47,5,18.31,[ 822 1058  273  311  212],Internal,,0.2,10.0
2013,2.4,51.0,85.71,Key,139.10999999999999,5,4.67,[ 822 1058  273  311  212],Internal,,0.5,10.0
2014,67.6,68.8,69.26,Orb,205.66,5,68.42,[ 558  161  192  164 1005],Internal,,0.2,10.0
2015,32.8,61.0,75.23,Orb,169.03000000000003,5,45.68,[ 558  161  192  164 1005],Internal,,0.5,10.0
2016,68.8,74.2,77.13,Level Door,220.13,5,72.73,[499 403 590 592 361],External,,0.2,10.0
2017,41.6,67.4,85.95,Level Door,194.95000000000002,5,56.06,[499 403 590 592 361],External,,0.5,10.0
2018,30.4,58.0,67.86,Green Door,156.26,5,41.99,[657 794 641 756 683],External,,0.2,10.0
2019,14.0,54.6,74.47,Green Door,143.07,5,23.57,[657 794 641 756 683],External,,0.5,10.0
2020,12.4,52.4,62.0,Key Door,126.80000000000001,5,20.67,[1062  862 1016  945 1003],External,,0.2,10.0
2021,5.2,52.4,92.86,Key Door,150.45999999999998,5,9.85,[1062  862 1016  945 1003],External,,0.5,10.0
2022,27.2,60.2,80.0,Other Door,167.39999999999998,5,40.6,[1209 1169 1212 1153 1101],External,,0.2,10.0
2023,9.2,53.2,76.67,Other Door,139.07,5,16.43,[1209 1169 1212 1153 1101],External,,0.5,10.0
2024,9.2,49.6,47.92,Key,106.72000000000001,5,15.44,[1064  210  211  287  805],External,,0.2,10.0
2025,6.0,49.8,48.39,Key,104.19,5,10.68,[1064  210  211  287  805],External,,0.5,10.0
2026,25.6,58.2,73.56,Orb,157.35999999999999,5,37.98,[1015 1341 1018 1030  576],External,,0.2,10.0
2027,11.2,54.8,87.5,Orb,153.5,5,19.86,[1015 1341 1018 1030  576],External,,0.5,10.0
2028,60.8,74.2,83.06,Level Door,218.06,5,70.21,[401 358 465 485 529],Ext+Int,,0.2,10.0
2029,47.2,69.4,84.89,Level Door,201.49,5,60.67,[401 358 465 485 529],Ext+Int,,0.5,10.0
2030,41.2,65.2,79.23,Green Door,185.63,5,54.21,[624 790 828 747 690],Ext+Int,,0.2,10.0
2031,24.4,58.8,78.21,Green Door,161.41,5,37.2,[624 790 828 747 690],Ext+Int,,0.5,10.0
2032,36.4,59.0,66.42,Key Door,161.82,5,47.03,[1037  887  882  863  967],Ext+Int,,0.2,10.0
2033,2.0,50.4,62.5,Key Door,114.9,5,3.88,[1037  887  882  863  967],Ext+Int,,0.5,10.0
2034,13.2,52.6,62.26,Other Door,128.06,5,21.78,[1267 1347 1271 1274 1248],Ext+Int,,0.2,10.0
2035,2.4,50.4,60.0,Other Door,112.80000000000001,5,4.62,[1267 1347 1271 1274 1248],Ext+Int,,0.5,10.0
2036,13.2,44.0,34.38,Key,91.58,5,19.08,[294 345 245 342 831],Ext+Int,,0.2,10.0
2037,6.0,45.6,28.85,Key,80.45,5,9.93,[294 345 245 342 831],Ext+Int,,0.5,10.0
2038,21.6,53.6,60.0,Orb,135.2,5,31.76,[555 566 566 753 153],Ext+Int,,0.2,10.0
2039,13.6,53.6,68.0,Orb,135.2,5,22.67,[555 566 566 753 153],Ext+Int,,0.5,10.0
2040,40.8,67.4,87.18,Level Door,195.38,5,55.59,[362 488 467 367 549],Internal,,0.2,10.0
2041,31.6,65.6,98.75,Level Door,195.95,5,47.88,[362 488 467 367 549],Internal,,0.5,10.0
2042,58.4,65.8,68.54,Green Door,192.74,5,63.07,[837 821 790 661 800],Internal,,0.2,10.0
2043,39.6,61.4,70.21,Green Door,171.20999999999998,5,50.64,[837 821 790 661 800],Internal,,0.5,10.0
2044,28.8,57.2,66.67,Key Door,152.67000000000002,5,40.22,[ 970  927  941 1099  873],Internal,,0.2,10.0
2045,16.8,54.8,70.0,Key Door,141.6,5,27.1,[ 970  927  941 1099  873],Internal,,0.5,10.0
2046,55.6,69.4,76.8,Other Door,201.79999999999998,5,64.5,[1114 1115 1273 1348 1108],Internal,,0.2,10.0
2047,22.4,61.0,98.25,Other Door,181.65,5,36.48,[1114 1115 1273 1348 1108],Internal,,0.5,10.0
2048,36.8,56.6,60.93,Key,154.32999999999998,5,45.89,[ 266  835  818  304 1078],Internal,,0.2,10.0
2049,13.2,54.4,75.0,Key,142.6,5,22.45,[ 266  835  818  304 1078],Internal,,0.5,10.0
2050,81.2,81.8,82.19,Orb,245.19,5,81.69,[1304  774  560  761  596],Internal,,0.2,10.0
2051,36.0,64.2,82.57,Orb,182.76999999999998,5,50.14,[1304  774  560  761  596],Internal,,0.5,10.0
2052,66.0,76.4,83.33,Level Door,225.73000000000002,5,73.66,[490 521 381 534 492],External,,0.2,10.0
2053,48.4,71.4,89.63,Level Door,209.43,5,62.86,[490 521 381 534 492],External,,0.5,10.0
2054,21.6,56.4,71.05,Green Door,149.04999999999998,5,33.13,[698 671 660 711 662],External,,0.2,10.0
2055,3.6,50.0,50.0,Green Door,103.6,5,6.72,[698 671 660 711 662],External,,0.5,10.0
2056,29.6,55.6,61.67,Key Door,146.87,5,40.0,[ 954 1012  976 1073  963],External,,0.2,10.0
2057,10.4,53.2,72.22,Key Door,135.82,5,18.18,[ 954 1012  976 1073  963],External,,0.5,10.0
2058,8.4,50.8,55.26,Other Door,114.46000000000001,5,14.58,[1221 1140 1258 1333 1230],External,,0.2,10.0
2059,2.0,51.0,100.0,Other Door,153.0,5,3.92,[1221 1140 1258 1333 1230],External,,0.5,10.0
2060,19.2,55.8,71.64,Key,146.64,5,30.28,[ 344  812  335  324 1091],External,,0.2,10.0
2061,6.0,52.2,78.95,Key,137.15,5,11.15,[ 344  812  335  324 1091],External,,0.5,10.0
2062,14.8,53.4,64.91,Orb,133.11,5,24.1,[ 179 1308  172  580  584],External,,0.2,10.0
2063,12.0,53.2,68.18,Orb,133.38,5,20.41,[ 179 1308  172  580  584],External,,0.5,10.0
2064,52.8,72.6,87.42,Level Door,212.82,5,65.84,[461 418 496 583 570],Ext+Int,,0.2,10.0
2065,2.4,51.0,85.71,Level Door,139.10999999999999,5,4.67,[461 418 496 583 570],Ext+Int,,0.5,10.0
2066,47.2,62.4,67.82,Green Door,177.42000000000002,5,55.66,[835 649 836 676 706],Ext+Int,,0.2,10.0
2067,15.2,54.4,70.37,Green Door,139.97,5,25.0,[835 649 836 676 706],Ext+Int,,0.5,10.0
2068,10.8,52.6,65.85,Key Door,129.25,5,18.56,[964 940 911 873 984],Ext+Int,,0.2,10.0
2069,9.2,53.4,79.31,Key Door,141.91,5,16.49,[964 940 911 873 984],Ext+Int,,0.5,10.0
2070,12.4,53.0,65.96,Other Door,131.35999999999999,5,20.88,[1192 1175 1141 1314 1171],Ext+Int,,0.2,10.0
2071,0.4,50.2,100.0,Other Door,150.6,5,0.8,[1192 1175 1141 1314 1171],Ext+Int,,0.5,10.0
2072,18.4,52.0,56.1,Key,126.5,5,27.71,[ 839  282  310  308 1068],Ext+Int,,0.2,10.0
2073,3.2,50.0,50.0,Key,103.2,5,6.02,[ 839  282  310  308 1068],Ext+Int,,0.5,10.0
2074,36.0,62.2,75.63,Orb,173.82999999999998,5,48.78,[1322  589  590  170  784],Ext+Int,,0.2,10.0
2075,5.2,51.8,76.47,Orb,133.46999999999997,5,9.74,[1322  589  590  170  784],Ext+Int,,0.5,10.0
2076,35.2,61.6,74.58,Level Door,171.38,5,47.83,[506 393 458 437 470],Internal,,0.2,10.0
2077,2.0,50.6,71.43,Level Door,124.03,5,3.89,[506 393 458 437 470],Internal,,0.5,10.0
2078,64.8,69.0,70.74,Green Door,204.54000000000002,5,67.64,[671 660 796 749 803],Internal,,0.2,10.0
2079,37.6,63.0,76.42,Green Door,177.02,5,50.4,[671 660 796 749 803],Internal,,0.5,10.0
2080,36.4,56.8,61.49,Key Door,154.69,5,45.73,[1068 1029  913 1038  870],Internal,,0.2,10.0
2081,6.0,51.0,60.0,Key Door,117.0,5,10.91,[1068 1029  913 1038  870],Internal,,0.5,10.0
2082,44.0,60.2,65.09,Other Door,169.29000000000002,5,52.51,[1289 1113 1147 1179 1216],Internal,,0.2,10.0
2083,13.2,55.8,89.19,Other Door,158.19,5,23.0,[1289 1113 1147 1179 1216],Internal,,0.5,10.0
2084,39.6,50.0,50.0,Key,139.6,5,44.2,[ 262 1088  825  347  847],Internal,,0.2,10.0
2085,14.0,54.8,76.09,Key,144.89,5,23.65,[ 262 1088  825  347  847],Internal,,0.5,10.0
2086,76.4,81.4,84.89,Orb,242.69000000000003,5,80.42,[1314  573  771  155  585],Internal,,0.2,10.0
2087,38.4,66.8,88.89,Orb,194.09,5,53.63,[1314  573  771  155  585],Internal,,0.5,10.0
2088,59.2,74.6,85.55,Level Door,219.34999999999997,5,69.98,[509 488 447 376 460],External,,0.2,10.0
2089,46.0,70.4,89.84,Level Door,206.24,5,60.85,[509 488 447 376 460],External,,0.5,10.0
2090,20.4,50.0,50.0,Green Door,120.4,5,28.98,[828 753 606 715 616],External,,0.2,10.0
2091,7.2,46.8,34.62,Green Door,88.61999999999999,5,11.92,[828 753 606 715 616],External,,0.5,10.0
2092,19.6,55.0,67.12,Key Door,141.72,5,30.34,[1005 1057 1020 1055  946],External,,0.2,10.0
2093,5.6,52.0,77.78,Key Door,135.38,5,10.45,[1005 1057 1020 1055  946],External,,0.5,10.0
2094,17.6,58.2,93.62,Other Door,169.42,5,29.63,[1187 1248 1348 1312 1248],External,,0.2,10.0
2095,14.8,57.2,97.37,Other Door,169.37,5,25.69,[1187 1248 1348 1312 1248],External,,0.5,10.0
2096,25.2,57.8,72.41,Key,155.40999999999997,5,37.39,[ 329 1076  278  311  325],External,,0.2,10.0
2097,14.0,55.0,77.78,Key,146.78,5,23.73,[ 329 1076  278  311  325],External,,0.5,10.0
2098,30.8,52.0,53.47,Orb,136.27,5,39.09,[ 759  780  791 1313  762],External,,0.2,10.0
2099,7.6,52.8,79.17,Orb,139.57,5,13.87,[ 759  780  791 1313  762],External,,0.5,10.0
2100,49.2,66.4,75.0,Level Door,190.60000000000002,5,59.42,[450 532 393 352 433],Ext+Int,,0.2,10.0
2101,32.8,63.2,83.67,Level Door,179.67000000000002,5,47.13,[450 532 393 352 433],Ext+Int,,0.5,10.0
2102,42.4,66.2,80.92,Green Door,189.52,5,55.64,[769 718 742 814 702],Ext+Int,,0.2,10.0
2103,14.4,55.8,83.72,Green Door,153.92,5,24.57,[769 718 742 814 702],Ext+Int,,0.5,10.0
2104,22.8,52.8,57.0,Key Door,132.6,5,32.57,[1068 1057  972  926 1028],Ext+Int,,0.2,10.0
2105,2.4,50.4,60.0,Key Door,112.80000000000001,5,4.62,[1068 1057  972  926 1028],Ext+Int,,0.5,10.0
2106,20.4,53.2,59.3,Other Door,132.9,5,30.36,[1238 1138 1152 1276 1247],Ext+Int,,0.2,10.0
2107,1.2,50.2,60.0,Other Door,111.4,5,2.35,[1238 1138 1152 1276 1247],Ext+Int,,0.5,10.0
2108,12.8,53.2,66.67,Key,132.67000000000002,5,21.48,[ 217  225 1081  242  200],Ext+Int,,0.2,10.0
2109,0.0,50.0,0.0,Key,0.0,5,0.0,[ 217  225 1081  242  200],Ext+Int,,0.5,10.0
2110,24.8,58.8,77.5,Orb,161.10000000000002,5,37.58,[ 191  587 1004 1331 1036],Ext+Int,,0.2,10.0
2111,16.8,56.8,84.0,Orb,157.60000000000002,5,28.0,[ 191  587 1004 1331 1036],Ext+Int,,0.5,10.0
2112,77.6,83.0,87.0,Level Door,247.6,5,82.03,[509 525 532 372 532],Internal,,0.2,10.0
2113,39.2,66.4,85.96,Level Door,191.56,5,53.85,[509 525 532 372 532],Internal,,0.5,10.0
2114,52.4,61.6,64.22,Green Door,178.22,5,57.71,[688 844 728 829 821],Internal,,0.2,10.0
2115,12.0,52.8,65.22,Green Door,130.01999999999998,5,20.27,[688 844 728 829 821],Internal,,0.5,10.0
2116,50.8,59.2,61.06,Key Door,171.06,5,55.46,[1038  878  982 1052  995],Internal,,0.2,10.0
2117,11.2,55.4,96.55,Key Door,163.14999999999998,5,20.07,[1038  878  982 1052  995],Internal,,0.5,10.0
2118,64.4,64.8,64.92,Other Door,194.12,5,64.66,[1175 1346 1335 1100 1150],Internal,,0.2,10.0
2119,18.8,51.6,54.65,Other Door,125.05,5,27.98,[1175 1346 1335 1100 1150],Internal,,0.5,10.0
2120,46.8,59.4,62.57,Key,168.76999999999998,5,53.55,[ 256 1088  813  241 1091],Internal,,0.2,10.0
2121,20.8,55.8,69.33,Key,145.93,5,32.0,[ 256 1088  813  241 1091],Internal,,0.5,10.0
